"species","feeding_regime","forage_profile","body_mass_kg","DMI_fraction","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","total_area_ha","valid_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,202286726.013944,492631.296228783,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",534558.766796393,-41927.4705676098,-7.84337909541375,492631,-41927
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,128006020.060555,129889.416601274,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",151327.117173194,-21437.7005719198,-14.1664633361015,129889,-21438
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,82700860.4630427,22886.6363534088,"Forage-limited potential livestock carrying capacity",783233.539348635,783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",26179.2908248749,-3292.65447146607,-12.5773249301982,22887,-3293
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,114817363.539445,251654.49542892,"Forage-limited potential livestock carrying capacity",783233.539348635,783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",276205.079904526,-24550.5844756057,-8.888534738062,251654,-24551
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,159819319.033126,389209.909365299,"Forage-limited potential livestock carrying capacity",783233.539348635,783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",408036.087843938,-18826.1784786392,-4.61385133313004,389210,-18826
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,87389999.5746065,88675.7986551056,"Forage-limited potential livestock carrying capacity",783233.539348635,783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",98888.8277969702,-10213.0291418646,-10.3277886586269,88676,-10213
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,484569612.111531,134099.795796743,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",151705.245023046,-17605.4492263027,-11.6050366113764,134100,-17605
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,750446437.426895,1644814.10942881,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",1815077.5955624,-170263.48613359,-9.38050728794511,1644814,-170263
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1276954239.03927,3109782.01288101,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",3343252.82188341,-233470.8090024,-6.98334291305182,3109782,-233471
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,549429939.564033,557513.89098329,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",622096.564613485,-64582.6736301949,-10.3814547939709,557514,-64583
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,274649799.463641,76006.586263634,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",87602.6911852213,-11596.1049215873,-13.2371560333338,76007,-11596
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,397484538.688596,871198.988906513,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",973357.352955851,-102158.364049338,-10.4954633299998,871199,-102158
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,625822396.89687,1524072.80827244,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",1637859.30478519,-113786.496512754,-6.94726929109928,1524073,-113786
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,328026398.561139,332852.763633829,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",374777.86578512,-41925.1021512907,-11.1866537431345,332853,-41925
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,216173923.56748,59823.9722063041,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",64894.0051317476,-5070.03292544348,-7.81279089670967,59824,-5070
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,255109209.900082,559143.473753605,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",600719.660782357,-41576.1870287515,-6.92106314193281,559143,-41576
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,292358500.256643,711984.171096846,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",748256.773497439,-36272.6024005926,-4.84761430638981,711984,-36273
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,213918983.073548,217066.446548501,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",233289.466055874,-16223.0195073729,-6.9540300218645,217066,-16223
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,90115303.0544493,24938.5092166734,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",28845.2268715794,-3906.71765490604,-13.5437230994887,24939,-3907
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,92404582.9873842,202530.592849061,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",235860.152246633,-33329.5593975714,-14.1310683810293,202531,-33330
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,73079712.6135482,177971.902864044,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",212109.872320454,-34137.9694564101,-16.0944745678007,177972,-34138
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,88583632.2418498,89886.9936497715,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","Without_Intervention","SSP245_2090_Without_Intervention",103589.98061294,-13702.9869631689,-13.2281007121428,89887,-13703
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,315617513.604452,87343.9915883359,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",33470.3317783356,53873.6598100004,160.959443625448,87344,53874
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,328619627.72797,720262.197759933,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",348550.070641285,371712.127118649,106.645259441419,720262,371712
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,273325444.167606,665632.740743027,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",534558.766796393,131073.973946634,24.5200307408967,665633,131074
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,311838457.32491,316426.643657951,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",151327.117173194,165099.526484757,109.101084834518,316427,165100
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,101565910.708285,28107.3504104842,"Forage-limited potential livestock carrying capacity",783233.539348635,783157.332515867,76.2068327676971,0.00972977138224615,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",26179.2908248749,1928.05958560935,7.3648274069264,28107,1928
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,127859059.622219,280239.034788424,"Forage-limited potential livestock carrying capacity",783233.539348635,783157.332515867,76.2068327676971,0.00972977138224615,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",276205.079904526,4033.95488389826,1.46049264745335,280239,4034
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,155241005.954534,378060.288473751,"Forage-limited potential livestock carrying capacity",783233.539348635,783157.332515867,76.2068327676971,0.00972977138224615,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",408036.087843938,-29975.799370187,-7.34635985963375,378060,-29976
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,102298419.900445,103803.571689949,"Forage-limited potential livestock carrying capacity",783233.539348635,783157.332515867,76.2068327676971,0.00972977138224615,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",98888.8277969702,4914.74389297901,4.96996880483762,103804,4915
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,1560068496.07901,431733.359922239,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",151705.245023046,280028.114899194,184.586969855033,431733,280028
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,1555290142.79512,3408855.10749615,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1815077.5955624,1593777.51193375,87.8076791774799,3408855,1593778
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1113138229.92388,2710838.91610078,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",3343252.82188341,-632413.905782632,-18.9161256858332,2710839,-632414
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,1432622483.09721,1453701.14976886,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",622096.564613485,831604.585155378,133.677733081851,1453701,831605
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,958761710.10971,265327.718309038,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",87602.6911852213,177725.027123817,202.876218434942,265328,177725
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,969104103.747359,2124063.78903531,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",973357.352955851,1150706.43607946,118.220346575185,2124064,1150706
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,729774073.961494,1777227.57737959,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1637859.30478519,139368.272594399,8.50917244156559,1777228,139368
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,902104673.15632,915377.649067803,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",374777.86578512,540599.783282683,144.245387104221,915378,540600
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,312087194.503598,86367.0110705959,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422434.96924395,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",64894.0051317476,21473.0059388483,33.0893522371656,86367,21473
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,326547141.185279,715719.76150198,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422434.96924395,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",600719.660782357,115000.100719624,19.1437218102453,715720,115000
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,277619825.042117,676090.898123877,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422434.96924395,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",748256.773497439,-72165.8753735622,-9.64453352506928,676091,-72166
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,292457515.008735,296760.542880502,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422434.96924395,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",233289.466055874,63471.0768246281,27.2070050558676,296761,63471
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,130760253.340563,36186.5928713333,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",28845.2268715794,7341.36599975391,25.4508866664079,36187,7341
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,129204972.52911,283188.980885721,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",235860.152246633,47328.828639088,20.066479304905,283189,47329
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,89159073.8577376,217130.164645936,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",212109.872320454,5020.29232548192,2.36683576797278,217130,5020
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,123276044.859331,125089.84765026,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",103589.98061294,21499.8670373197,20.7547746510862,125090,21500
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,102715319.271931,28425.4377395686,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",33470.3317783356,-5044.894038767,-15.0727338831831,28425,-5045
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,140518231.16612,307985.164199715,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",348550.070641285,-40564.9064415695,-11.6381862631488,307985,-40565
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,205344138.614918,500077.049899343,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",534558.766796393,-34481.7168970507,-6.45050068184259,500077,-34482
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,131773668.786938,133712.500037481,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",151327.117173194,-17614.6171357124,-11.6400929752415,133713,-17615
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,84678617.0510655,23433.9607170515,"Forage-limited potential livestock carrying capacity",783233.539348635,783112.023568523,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",26179.2908248749,-2745.33010782337,-10.4866481150621,23434,-2745
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,116485766.669129,255311.269411789,"Forage-limited potential livestock carrying capacity",783233.539348635,783112.023568523,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",276205.079904526,-20893.8104927374,-7.56460036866795,255311,-20894
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,160451415.990942,390749.262687227,"Forage-limited potential livestock carrying capacity",783233.539348635,783112.023568523,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",408036.087843938,-17286.8251567116,-4.23659222105946,390749,-17287
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,88977255.9262192,90286.4088546111,"Forage-limited potential livestock carrying capacity",783233.539348635,783112.023568523,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",98888.8277969702,-8602.4189423591,-8.69908070911795,90286,-8602
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,488424864.409983,135166.698328486,"Forage-limited potential livestock carrying capacity",5946321.81049356,5943714.64830331,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",151705.245023046,-16538.5466945599,-10.9017632792113,135167,-16539
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,753428223.901178,1651349.5318382,"Forage-limited potential livestock carrying capacity",5946321.81049356,5943714.64830331,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",1815077.5955624,-163728.063724204,-9.02044431182969,1651350,-163728
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1276799058.93756,3109404.10091338,"Forage-limited potential livestock carrying capacity",5946321.81049356,5943714.64830331,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",3343252.82188341,-233848.720970031,-6.99464663394177,3109404,-233849
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,552599741.446979,560730.331250106,"Forage-limited potential livestock carrying capacity",5946321.81049356,5943714.64830331,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",622096.564613485,-61366.2333633796,-9.86442247941155,560730,-61366
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,281941094.90558,78024.379384414,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126420.33986736,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",87602.6911852213,-9578.31180080723,-10.9338099905578,78024,-9578
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,405917030.319293,889681.162343657,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126420.33986736,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",973357.352955851,-83676.1906121944,-8.59665675284519,889681,-83676
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,635040001.825037,1546520.55238974,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126420.33986736,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",1637859.30478519,-91338.7523954513,-5.57671541924235,1546521,-91339
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,335866658.827778,340808.380342748,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126420.33986736,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",374777.86578512,-33969.4854423723,-9.06389852325186,340808,-33969
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,216652405.733328,59956.3873622051,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422382.14716143,91.0463462725747,0.00640056675149442,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",64894.0051317476,-4937.61776954246,-7.60874253256232,59956,-4938
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,255218522.568993,559383.063164916,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422382.14716143,91.0463462725747,0.00640056675149442,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",600719.660782357,-41336.5976174409,-6.88117941130901,559383,-41337
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,291386823.267992,709617.8344426,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422382.14716143,91.0463462725747,0.00640056675149442,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",748256.773497439,-38638.9390548394,-5.16386091291049,709618,-38639
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,214089174.20297,217239.141758468,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422382.14716143,91.0463462725747,0.00640056675149442,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",233289.466055874,-16050.3242974064,-6.88000387191174,217239,-16050
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,91049984.7140946,25197.1730217503,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",28845.2268715794,-3648.05384982915,-12.6469930920304,25197,-3648
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,93401512.7963584,204715.644485169,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",235860.152246633,-31144.5077614635,-13.2046500711559,204716,-31145
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,73975699.9088905,180153.911498059,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",212109.872320454,-31955.9608223955,-15.0657583604202,180154,-31956
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,89391337.6179867,90706.5830725385,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","Without_Intervention","SSP585_2050_Without_Intervention",103589.98061294,-12883.3975404019,-12.4369147133449,90707,-12883
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,323044477.416972,89399.329574366,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",33470.3317783356,55928.9977960304,167.100219282056,89399,55929
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,335907629.892797,736235.901134898,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",348550.070641285,387685.830493613,111.228160069032,736236,387686
