"species","feeding_regime","forage_profile","body_mass_kg","DMI_fraction","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","total_area_ha","valid_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,278214243.592848,677538.492767971,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",534558.766796393,142979.725971578,26.7472418099986,677538,142980
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,318989283.025972,323682.681913721,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",151327.117173194,172355.564740527,113.896020726587,323683,172356
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,100474853.578471,27805.4112573601,"Forage-limited potential livestock carrying capacity",783233.539348635,783028.13045805,205.408890584251,0.0262257526350412,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",26179.2908248749,1626.12043248526,6.21147625183247,27805,1626
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,126109844.394544,276405.138399002,"Forage-limited potential livestock carrying capacity",783233.539348635,783028.13045805,205.408890584251,0.0262257526350412,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",276205.079904526,200.058494475496,0.0724311423036276,276405,200
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,154470277.781022,376183.324885289,"Forage-limited potential livestock carrying capacity",783233.539348635,783028.13045805,205.408890584251,0.0262257526350412,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",408036.087843938,-31852.7629586489,-7.80635926762234,376183,-31853
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,100662086.50239,102143.16235656,"Forage-limited potential livestock carrying capacity",783233.539348635,783028.13045805,205.408890584251,0.0262257526350412,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",98888.8277969702,3254.33455958977,3.29090214950397,102143,3254
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,1560978713.9195,431985.253609934,"Forage-limited potential livestock carrying capacity",5946321.81049356,5943714.64830331,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",151705.245023046,280280.008586889,184.753011370379,431985,280280
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,1556068367.86681,3410560.80628341,"Forage-limited potential livestock carrying capacity",5946321.81049356,5943714.64830331,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",1815077.5955624,1595483.21072101,87.9016530544883,3410561,1595483
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1113435026.46288,2711561.70828097,"Forage-limited potential livestock carrying capacity",5946321.81049356,5943714.64830331,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",3343252.82188341,-631691.113602439,-18.8945062565319,2711562,-631691
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,1433376653.41551,1454466.4164541,"Forage-limited potential livestock carrying capacity",5946321.81049356,5943714.64830331,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",622096.564613485,832369.851840611,133.800747213219,1454466,832370
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,977171291.270528,270422.38585043,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126420.33986736,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",87602.6911852213,182819.694665209,208.691870297303,270422,182820
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,987333316.128308,2164018.22713054,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126420.33986736,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",973357.352955851,1190660.87417469,122.325153301502,2164018,1190661
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,742448647.401041,1808094.11848046,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126420.33986736,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",1637859.30478519,170234.813695274,10.3937385340678,1808094,170235
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,919379312.027235,932906.455633927,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126420.33986736,4.55000840686262,8.87559752576982e-05,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",374777.86578512,558128.589848807,148.92250605024,932906,558129
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,311820292.884288,86293.1487157294,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422357.15426626,116.039241438033,0.00815756964473194,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",64894.0051317476,21399.1435839818,32.9755322399,86293,21399
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,326125061.735308,714794.655858209,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422357.15426626,116.039241438033,0.00815756964473194,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",600719.660782357,114074.995075852,18.9897222486916,714795,114075
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,276909126.298992,674360.124929052,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422357.15426626,116.039241438033,0.00815756964473194,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",748256.773497439,-73896.6485683867,-9.87584091260346,674360,-73897
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,292087148.927012,296384.727475406,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422357.15426626,116.039241438033,0.00815756964473194,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",233289.466055874,63095.2614195317,27.0459110247267,296385,63095
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,131537652.193012,36401.7302319115,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",28845.2268715794,7556.50336033208,26.1967201505263,36402,7557
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,130002921.866198,284937.910939613,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",235860.152246633,49077.7586929801,20.8079907629589,284938,49078
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,89795479.2497418,218680.010349447,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",212109.872320454,6570.13802899295,3.09751637541265,218680,6570
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,123937847.35834,125761.387476753,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","With_Intervention","SSP585_2050_With_Intervention",103589.98061294,22171.4068638129,21.4030418121762,125761,22171
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,92443387.3046023,25582.7832585035,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",33470.3317783356,-7887.5485198321,-23.5657912567735,25583,-7888
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,127580543.74732,279628.589035221,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",348550.070641285,-68921.4816060635,-19.7737677915995,279629,-68921
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,188688629.975229,459515.689437391,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",534558.766796393,-75043.0773590023,-14.0383213259666,459516,-75043
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,119022066.573325,120773.279120573,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",151327.117173194,-30553.8380526208,-20.1905901753563,120773,-30554
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,78328737.5639451,21676.6950502131,"Forage-limited potential livestock carrying capacity",783233.539348635,783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",26179.2908248749,-4502.59577466175,-17.19907466089,21677,-4503
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,108725834.627131,238303.199182753,"Forage-limited potential livestock carrying capacity",783233.539348635,783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",276205.079904526,-37901.880721773,-13.7223691667345,238303,-37902
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,151263378.914104,368373.525513799,"Forage-limited potential livestock carrying capacity",783233.539348635,783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",408036.087843938,-39662.5623301388,-9.72035648604409,368374,-39663
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,82760119.5357053,83977.7976009187,"Forage-limited potential livestock carrying capacity",783233.539348635,783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",98888.8277969702,-14911.0301960515,-15.0785791764723,83978,-14911
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,455139223.834327,125955.230063464,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",151705.245023046,-25750.0149595818,-16.9737143601529,125955,-25750
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,704877484.809327,1544936.95300675,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1815077.5955624,-270140.642555657,-14.88314566915,1544937,-270141
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1199431534.45668,2920990.03825066,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",3343252.82188341,-422262.783632754,-12.6302976810133,2920990,-422263
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,516063934.055337,523656.959974975,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",622096.564613485,-98439.6046385105,-15.8238463669498,523657,-98440
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,259889848.151233,71921.9172965913,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",87602.6911852213,-15680.77388863,-17.8998769061507,71922,-15681
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,376629180.295836,825488.614347039,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",973357.352955851,-147868.738608813,-15.1916187985606,825489,-147869
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,593954323.221954,1446464.10525894,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1637859.30478519,-191395.199526247,-11.6856923526376,1446464,-191395
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,310509697.521996,315078.333355653,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",374777.86578512,-59699.5324294666,-15.9293111679374,315078,-59700
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,205825239.785823,56960.0774279293,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",64894.0051317476,-7933.92770381826,-12.2259794070513,56960,-7934
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,242908717.437899,532402.668357038,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",600719.660782357,-68316.9924253185,-11.3725248040566,532403,-68317
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,278402976.830089,677998.117090019,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",748256.773497439,-70258.6564074202,-9.38964522553174,677998,-70259
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,203682562.711244,206679.414217397,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422473.1935077,0,0,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",233289.466055874,-26610.0518384776,-11.4064523736808,206679,-26610
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,81322079.6901257,22505.0725584961,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",28845.2268715794,-6340.15431308332,-21.9799079456371,22505,-6340
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,83382596.1167483,182756.375050407,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",235860.152246633,-53103.7771962254,-22.5149423039023,182756,-53104
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,65929537.2621497,160558.99485455,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",212109.872320454,-51550.8774659041,-24.3038557809423,160559,-51551
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,79953923.8585745,81130.3134029168,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",103589.98061294,-22459.6672100236,-21.6813123017594,81130,-22460
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,292516371.821416,80950.9815473685,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",33470.3317783356,47480.649769033,141.858915780948,80951,47481
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,304735503.656847,667913.432672542,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",348550.070641285,319363.362031258,91.6262508407107,667913,319363
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,253910596.78266,618351.529455488,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",534558.766796393,83792.7626590952,15.6751264526564,618352,83793
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,288970676.676705,293222.401498432,"Forage-limited potential livestock carrying capacity",2738207.08076389,2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",151327.117173194,141895.284325238,93.7672553180534,293222,141895
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,93883867.3067937,25981.4216982963,"Forage-limited potential livestock carrying capacity",783233.539348635,783157.332515867,76.2068327676971,0.00972977138224615,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",26179.2908248749,-197.869126578546,-0.755823096592577,25981,-198
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,118266782.11195,259214.864902905,"Forage-limited potential livestock carrying capacity",783233.539348635,783157.332515867,76.2068327676971,0.00972977138224615,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",276205.079904526,-16990.2150016211,-6.15130431616029,259215,-16990
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,145467820.153331,354259.531575843,"Forage-limited potential livestock carrying capacity",783233.539348635,783157.332515867,76.2068327676971,0.00972977138224615,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",408036.087843938,-53776.5562680953,-13.179362774565,354260,-53777
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,94294726.1002962,95682.1167938064,"Forage-limited potential livestock carrying capacity",783233.539348635,783157.332515867,76.2068327676971,0.00972977138224615,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",98888.8277969702,-3206.71100316377,-3.24274346718672,95682,-3207
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,1465339720.19615,405518.118222263,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",151705.245023046,253812.873199217,167.306590593265,405518,253813
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,1460855499.1499,3201875.06662992,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",1815077.5955624,1386797.47106752,76.4043076978104,3201875,1386797
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1045561534.70163,2546268.57765998,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",3343252.82188341,-796984.244223436,-23.8385873484272,2546269,-796984
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,1345633875.7313,1365432.64914389,"Forage-limited potential livestock carrying capacity",5946321.81049356,5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",622096.564613485,743336.084530405,119.488858613493,1365433,743336
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,907948237.06454,251265.597637897,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",87602.6911852213,163662.906452676,186.824062409952,251266,163663
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,917881271.253317,2011794.56713056,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",973357.352955851,1038437.21417471,106.686122113448,2011795,1038437
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,691581830.005977,1684217.54643769,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",1637859.30478519,46358.2416525006,2.83041660031846,1684218,46358
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,854283429.317889,866852.794843114,"Forage-limited potential livestock carrying capacity",5126424.88987576,5126424.88987576,0,0,"Cluster","Cluster_4","Cluster E — Kunene (North)","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",374777.86578512,492074.929057994,131.297756346189,866853,492075
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,297111873.466803,82222.7406854304,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422434.96924395,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",64894.0051317476,17328.7355536828,26.7031377066373,82223,17329
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,310894428.708297,681412.446483939,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422434.96924395,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",600719.660782357,80692.7857015827,13.4326859880849,681412,80693
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,264365540.318437,643812.579162099,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422434.96924395,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",748256.773497439,-104444.194335341,-13.9583359662962,643813,-104444
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,278428968.706379,282525.589757868,"Forage-limited potential livestock carrying capacity",1422473.1935077,1422434.96924395,38.2242637518793,0.0026871693559034,"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",233289.466055874,49236.1237019941,21.1051636983051,282526,49236
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,118097310.799605,32682.2501175051,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",28845.2268715794,3837.02324592563,13.3021080506951,32682,3837
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,116685325.939923,255748.659594351,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",235860.152246633,19888.5073477188,8.43233041201545,255749,19889
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,80499041.845564,196040.284555407,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",212109.872320454,-16069.5877650475,-7.5760678129916,196040,-16070
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,111344587.306444,112982.838464175,"Forage-limited potential livestock carrying capacity",797331.445462821,797331.445462821,0,0,"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","With_Intervention","SSP585_2090_With_Intervention",103589.98061294,9392.85785123408,9.06734203023948,112983,9393
