"spatial_unit","unit_id","unit","climate_scenario","management_scenario","feeding_regime","livestock_species","mean_species_capacity_animals","median_species_capacity_animals","mean_change_from_current_pct","median_change_from_current_pct"
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","SSP585_2090","Without_Intervention","Grazer-Mixed",1,532403,532403,-11.3725248040566,-11.3725248040566
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Current","Current","Browser-Mixed",1,212110,212110,0,0
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Current","Current","Grazer",2,66218,66218,0,0
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Current","Current","Grazer-Mixed",1,235860,235860,0,0
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2050","With_Intervention","Browser-Mixed",1,226735,226735,6.89489698745648,6.89489698745648
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2050","With_Intervention","Grazer",2,84088,84088,28.3933386815719,28.3933386815719
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2050","With_Intervention","Grazer-Mixed",1,295503,295503,25.2874369303565,25.2874369303565
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2050","Without_Intervention","Browser-Mixed",1,186844,186844,-11.9117276076672,-11.9117276076672
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2050","Without_Intervention","Grazer",2,60138,60138,-9.23717789778355,-9.23717789778355
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2050","Without_Intervention","Grazer-Mixed",1,212437,212437,-9.93114037935804,-9.93114037935804
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","Browser-Mixed",1,217130,217130,2.36683576797278,2.36683576797278
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","Grazer",2,80638,80638,23.102830658747,23.102830658747
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","With_Intervention","Grazer-Mixed",1,283189,283189,20.066479304905,20.066479304905
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","Without_Intervention","Browser-Mixed",1,177972,177972,-16.0944745678007,-16.0944745678007
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","Without_Intervention","Grazer",2,57413,57413,-13.3859119058157,-13.3859119058157
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP245_2090","Without_Intervention","Grazer-Mixed",1,202531,202531,-14.1310683810293,-14.1310683810293
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","With_Intervention","Browser-Mixed",1,218680,218680,3.09751637541265,3.09751637541265
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","With_Intervention","Grazer",2,81082,81082,23.7998809813513,23.7998809813513
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","With_Intervention","Grazer-Mixed",1,284938,284938,20.8079907629589,20.8079907629589
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","Without_Intervention","Browser-Mixed",1,180154,180154,-15.0657583604202,-15.0657583604202
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","Without_Intervention","Grazer",2,57952,57952,-12.5419539026877,-12.5419539026877
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2050","Without_Intervention","Grazer-Mixed",1,204716,204716,-13.2046500711559,-13.2046500711559
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","With_Intervention","Browser-Mixed",1,196040,196040,-7.5760678129916,-7.5760678129916
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","With_Intervention","Grazer",2,72833,72833,11.1847250404673,11.1847250404673
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","With_Intervention","Grazer-Mixed",1,255749,255749,8.43233041201545,8.43233041201545
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","Without_Intervention","Browser-Mixed",1,160559,160559,-24.3038557809423,-24.3038557809423
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","Without_Intervention","Grazer",2,51818,51818,-21.8306101236982,-21.8306101236982
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","SSP585_2090","Without_Intervention","Grazer-Mixed",1,182756,182756,-22.5149423039023,-22.5149423039023
