"species","feeding_group","habitat_profile","body_mass_kg","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","estimate_status","total_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Bushpig","Omnivore","Omnivore",60,547.5,99658598.96251,182024.838287689,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",190972.75044405,-8947.91215636089,-4.68543922394959,182025,-8948
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,180763404.469384,3961937.63220567,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",4009129.72708269,-47192.0948770214,-1.17711568568677,3961938,-47192
"Duiker","Browser","Woodland_Browser",17.5,159.6875,140488073.839125,879768.759853621,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",889646.234001098,-9877.47414747602,-1.11026987694345,879769,-9877
"Eland","Mixed","Mixed_Open",500,4562.5,144424465.20376,31654.6773049336,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",34192.8046232009,-2538.12731826723,-7.42298663779405,31655,-2538
"Elephant","Mixed","Large_Mixed",3500,31937.5,155591318.001794,4871.74381218925,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",5112.50864522573,-240.764833036483,-4.7093286240468,4872,-241
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,168453105.430052,87907.6871128776,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",93522.6826369575,-5614.99552407992,-6.003886293421,87908,-5615
"Giraffe","Browser","Woodland_Browser",850,7756.25,140488073.839125,18112.8862322804,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",18316.2459941402,-203.359761859803,-1.11026987694347,18113,-203
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,146813775.324942,57461.3602054568,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",62330.7486966738,-4869.38849121703,-7.81217712450947,57461,-4869
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,31958638.3780054,2501.65466755424,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",3030.43906859549,-528.784401041254,-17.4491018981724,2502,-529
"Impala","Mixed","Mixed_Open",50,456.25,144424465.20376,316546.773049336,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",341928.046232009,-25381.2731826723,-7.42298663779405,316547,-25381
"Klipspringer","Browser","Rocky_Browser",11,100.375,171812709.917991,1711708.19345446,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1727101.59639763,-15393.4029431737,-0.89128531727844,1711708,-15393
"Kudu","Browser","Woodland_Browser",190,1733.75,140488073.839125,81031.3331444125,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",81941.1005001011,-909.767355688586,-1.11026987694346,81031,-910
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,144424465.20376,158273.386524668,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",170964.023116004,-12690.6365913361,-7.42298663779405,158273,-12691
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,106053183.646948,77481.7780069025,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",88345.5663057648,-10863.7882988623,-12.2969253049583,77482,-10864
"Red Lechwe","Grazer","Wetland_Grazer",80,730,31958638.3780054,43778.9566821992,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",53032.6837004211,-9253.72701822194,-17.4491018981724,43779,-9254
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,31958638.3780054,77829.2563239096,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",94280.3265785264,-16451.0702546168,-17.4491018981724,77829,-16451
"Roan","Grazer","General_Grazer",240,2190,106053183.646948,48426.1112543141,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",55215.978941103,-6789.86768678892,-12.2969253049583,48426,-6790
"Sable","Grazer","General_Grazer",200,1825,106053183.646948,58111.3335051769,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",66259.1747293236,-8147.8412241467,-12.2969253049583,58111,-8148
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,146813775.324942,423399.496250734,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",459279.20092286,-35879.7046721255,-7.81217712450947,423399,-35880
"Steenbok","Browser","Shrub_Browser",10,91.25,180763404.469384,1980968.81610284,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",2004564.86354135,-23596.0474385107,-1.17711568568677,1980969,-23596
"Vervet monkey","Omnivore","Omnivore",5,45.625,99658598.96251,2184298.05945227,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",2291673.0053286,-107374.945876331,-4.6854392239496,2184298,-107375
"Warthog","Grazer","General_Grazer",70,638.75,106053183.646948,166032.381443363,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",189311.927798067,-23279.5463547049,-12.2969253049583,166032,-23280
"Baboon","Omnivore","Omnivore",24,219,90367951.3159419,412639.047104757,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",432975.3361786,-20336.2890738428,-4.69687009272374,412639,-20336
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,143129487.793704,15685.4233198579,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",15761.9166234691,-76.4933036111779,-0.485304582167889,15685,-76
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,115008244.365083,252072.864361826,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",267943.34193654,-15870.4775747136,-5.92307219131139,252073,-15870
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,86351294.7992438,43014.3436110803,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",47602.2485300159,-4587.90491893554,-9.63800043193887,43014,-4588
"Buffalo","Grazer","General_Grazer",500,4562.5,86351294.7992438,18926.3111888753,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",20944.989353207,-2018.67816433164,-9.63800043193887,18926,-2019
"Burchell's zebra","Grazer","General_Grazer",320,2920,86351294.7992438,29572.3612326177,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",32726.5458643859,-3154.18463176818,-9.63800043193886,29572,-3154
"Bushpig","Omnivore","Omnivore",60,547.5,90367951.3159419,165055.618841903,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",173190.13447144,-8134.51562953708,-4.69687009272373,165056,-8135
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,143129487.793704,3137084.66397159,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",3152383.32469382,-15298.6607222357,-0.485304582167893,3137085,-15299
"Duiker","Browser","Woodland_Browser",17.5,159.6875,132567271.276765,830166.865138251,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",856885.54192539,-26718.6767871383,-3.11811502001801,830167,-26719
"Eland","Mixed","Mixed_Open",500,4562.5,115008244.365083,25207.2864361826,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",26794.334193654,-1587.04775747136,-5.92307219131139,25207,-1587
"Elephant","Mixed","Large_Mixed",3500,31937.5,125305779.016989,3923.46861892726,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",4090.71341347623,-167.244794548971,-4.08840164647098,3923,-167
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,100983974.598011,52698.747344037,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",55225.3366752983,-2526.58933126134,-4.57505464587137,52699,-2527
"Giraffe","Browser","Woodland_Browser",850,7756.25,132567271.276765,17091.6707528464,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",17641.7611572874,-550.090404441085,-3.11811502001803,17092,-550
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,78528326.2580853,30735.1570481743,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",33179.1938712978,-2444.03682312348,-7.36617300771051,30735,-2444
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,63383981.3271596,4961.56409605946,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",5386.07188484953,-424.507788790065,-7.88158416496747,4962,-425
"Impala","Mixed","Mixed_Open",50,456.25,115008244.365083,252072.864361826,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",267943.34193654,-15870.4775747136,-5.92307219131139,252073,-15870
"Klipspringer","Browser","Rocky_Browser",11,100.375,104366998.643388,1039770.84576228,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1039014.42889579,756.41686648177,0.0728013822951089,1039771,756
"Kudu","Browser","Woodland_Browser",190,1733.75,132567271.276765,76462.7375785232,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",78923.6683352333,-2460.93075671012,-3.11811502001803,76463,-2461
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,115008244.365083,126036.432180913,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",133971.67096827,-7935.23878735679,-5.92307219131139,126036,-7935
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,86351294.7992438,63087.7039629178,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",69816.6311773566,-6728.9272144388,-9.63800043193887,63088,-6729
"Red Lechwe","Grazer","Wetland_Grazer",80,730,63383981.3271596,86827.3716810405,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",94256.2579848667,-7428.88630382615,-7.88158416496748,86827,-7429
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,63383981.3271596,154359.771877405,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",167566.680861985,-13206.9089845798,-7.88158416496748,154360,-13207
"Roan","Grazer","General_Grazer",240,2190,86351294.7992438,39429.8149768236,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",43635.3944858479,-4205.57950902425,-9.63800043193888,39430,-4206
"Sable","Grazer","General_Grazer",200,1825,86351294.7992438,47315.7779721884,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",52362.4733830175,-5046.6954108291,-9.63800043193886,47316,-5047
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,78528326.2580853,226469.578249705,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",244478.270630615,-18008.6923809098,-7.36617300771052,226470,-18009
"Steenbok","Browser","Shrub_Browser",10,91.25,143129487.793704,1568542.33198579,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1576191.66234691,-7649.33036111784,-0.485304582167893,1568542,-7649
"Vervet monkey","Omnivore","Omnivore",5,45.625,90367951.3159419,1980667.42610284,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",2078281.61365728,-97614.1875544449,-4.69687009272373,1980667,-97614
"Warthog","Grazer","General_Grazer",70,638.75,86351294.7992438,135187.937063395,"Forage-limited potential carrying capacity","Estimated",783233.539348635,121.515780112008,0.0155146292909091,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",149607.066808621,-14419.129745226,-9.63800043193887,135188,-14419
"Baboon","Omnivore","Omnivore",24,219,695855653.585112,3177423.0757311,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",3317051.56221577,-139628.486484666,-4.20941561702451,3177423,-139628
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,1378925191.73019,151115.089504678,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",155907.328362704,-4792.23885802555,-3.07377395812777,151115,-4792
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,912157360.919689,1999249.01023493,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",2106256.35920855,-107007.348973612,-5.08045226810953,1999249,-107007
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,504602447.149252,251358.628716938,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",272957.565510101,-21598.9367931635,-7.91292842636531,251359,-21599
"Buffalo","Grazer","General_Grazer",500,4562.5,504602447.149252,110597.796635453,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",120101.328824444,-9503.53218899193,-7.9129284263653,110598,-9504
"Burchell's zebra","Grazer","General_Grazer",320,2920,504602447.149252,172809.057242895,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",187658.326288194,-14849.2690452999,-7.9129284263653,172809,-14849
"Bushpig","Omnivore","Omnivore",60,547.5,695855653.585112,1270969.23029244,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1326820.62488631,-55851.3945938663,-4.2094156170245,1270969,-55851
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,1378925191.73019,30223017.9009357,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",31181465.6725408,-958447.771605112,-3.07377395812778,30223018,-958448
"Duiker","Browser","Woodland_Browser",17.5,159.6875,1172759740.16458,7344092.30631441,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",7589974.57713032,-245882.270815906,-3.23956646122089,7344092,-245882
"Eland","Mixed","Mixed_Open",500,4562.5,912157360.919689,199924.901023493,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",210625.635920855,-10700.7348973612,-5.08045226810954,199925,-10701
"Elephant","Mixed","Large_Mixed",3500,31937.5,1043933513.59839,32686.7636351747,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",34112.5320535259,-1425.76841835118,-4.1796030154373,32687,-1426
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,910332710.731329,475059.470701281,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",499030.981196808,-23971.5104955272,-4.80361167918616,475059,-23972
"Giraffe","Browser","Woodland_Browser",850,7756.25,1172759740.16458,151201.90042412,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",156264.18247033,-5062.28204620982,-3.23956646122088,151202,-5062
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,637915968.115416,249673.568734018,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",265935.514773241,-16261.9460392224,-6.11499598054392,249674,-16262
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,148816966.147208,11649.0775849086,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",13090.3505360604,-1441.27295115182,-11.0101937085756,11649,-1441
"Impala","Mixed","Mixed_Open",50,456.25,912157360.919689,1999249.01023493,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",2106256.35920855,-107007.348973612,-5.08045226810953,1999249,-107007
"Klipspringer","Browser","Rocky_Browser",11,100.375,1034011485.79802,10301484.2918856,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,2607.16219025292,0.0438449561483877,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",10624052.7250399,-322568.433154259,-3.03620888847808,10301484,-322568
