"species","feeding_group","habitat_profile","body_mass_kg","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","estimate_status","total_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Duiker","Browser","Woodland_Browser",17.5,159.6875,126295650.537468,790892.527827588,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",889646.234001098,-98753.7061735099,-11.1003343125924,790893,-98754
"Eland","Mixed","Mixed_Open",500,4562.5,127684612.239273,27985.668436005,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",34192.8046232009,-6207.13618719587,-18.1533403170565,27986,-6207
"Elephant","Mixed","Large_Mixed",3500,31937.5,138378520.467487,4332.79124751428,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",5112.50864522573,-779.717397711455,-15.2511702535621,4333,-780
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,148898988.83319,77703.3209827478,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",93522.6826369575,-15819.3616542098,-16.9149998782845,77703,-15819
"Giraffe","Browser","Woodland_Browser",850,7756.25,126295650.537468,16283.0814552739,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",18316.2459941402,-2033.16453886638,-11.1003343125924,16283,-2033
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,128934785.455497,50463.7125070439,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",62330.7486966738,-11867.0361896299,-19.0388154125657,50464,-11867
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,27533354.22174,2155.25277665284,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",3030.43906859549,-875.186291942652,-28.8798511414477,2155,-875
"Impala","Mixed","Mixed_Open",50,456.25,127684612.239273,279856.68436005,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",341928.046232009,-62071.3618719588,-18.1533403170565,279857,-62071
"Klipspringer","Browser","Rocky_Browser",11,100.375,153447382.168326,1528741.04277286,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1727101.59639763,-198360.553624775,-11.485169954015,1528741,-198361
"Kudu","Browser","Woodland_Browser",190,1733.75,126295650.537468,72845.3644051725,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",81941.1005001011,-9095.73609492855,-11.1003343125924,72845,-9096
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,127684612.239273,139928.342180025,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",170964.023116004,-31035.6809359794,-18.1533403170565,139928,-31036
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,92443387.3046023,67538.5478024491,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",88345.5663057648,-20807.0185033156,-23.5518536734513,67539,-20807
"Red Lechwe","Grazer","Wetland_Grazer",80,730,27533354.22174,37716.9235914247,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",53032.6837004211,-15315.7601089964,-28.8798511414477,37717,-15316
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,27533354.22174,67052.3086069772,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",94280.3265785264,-27228.0179715492,-28.8798511414477,67052,-27228
"Roan","Grazer","General_Grazer",240,2190,92443387.3046023,42211.5923765307,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",55215.978941103,-13004.3865645723,-23.5518536734513,42212,-13004
"Sable","Grazer","General_Grazer",200,1825,92443387.3046023,50653.9108518369,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",66259.1747293236,-15605.2638774867,-23.5518536734513,50654,-15605
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,128934785.455497,371837.88163085,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",459279.20092286,-87441.3192920099,-19.0388154125657,371838,-87441
"Steenbok","Browser","Shrub_Browser",10,91.25,162144624.955669,1776927.39677446,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",2004564.86354135,-227637.46676689,-11.3559541478112,1776927,-227637
"Vervet monkey","Omnivore","Omnivore",5,45.625,88710834.6924393,1944347.06175209,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",2291673.0053286,-347325.94357651,-15.1559992533362,1944347,-347326
"Warthog","Grazer","General_Grazer",70,638.75,92443387.3046023,144725.459576677,"Forage-limited potential carrying capacity","Estimated",2738207.08076389,0,0,"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",189311.927798067,-44586.4682213906,-23.5518536734513,144725,-44586
"Baboon","Omnivore","Omnivore",24,219,84471686.6922447,385715.464348149,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",432975.3361786,-47259.871830451,-10.9151417832623,385715,-47260
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,134983520.550873,14792.7145809175,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",15761.9166234691,-969.20204255158,-6.14901135251827,14793,-969
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,107139609.363602,234826.541070909,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",267943.34193654,-33116.8008656311,-12.3596282058296,234827,-33117
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,79783165.5981212,39742.5482431488,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",47602.2485300159,-7859.7002868671,-16.5111954363062,39743,-7860
"Buffalo","Grazer","General_Grazer",500,4562.5,79783165.5981212,17486.7212269855,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",20944.989353207,-3458.26812622152,-16.5111954363062,17487,-3458
"Burchell's zebra","Grazer","General_Grazer",320,2920,79783165.5981212,27323.0019171648,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",32726.5458643859,-5403.54394722113,-16.5111954363062,27323,-5404
"Bushpig","Omnivore","Omnivore",60,547.5,84471686.6922447,154286.18573926,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",173190.13447144,-18903.9487321804,-10.9151417832623,154286,-18904
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,134983520.550873,2958542.91618351,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",3152383.32469382,-193840.408510316,-6.14901135251827,2958543,-193840
"Duiker","Browser","Woodland_Browser",17.5,159.6875,124214298.305879,777858.619528012,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",856885.54192539,-79026.9223973776,-9.22257624044012,777859,-79027
"Eland","Mixed","Mixed_Open",500,4562.5,107139609.363602,23482.6541070909,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",26794.334193654,-3311.68008656312,-12.3596282058297,23483,-3312
"Elephant","Mixed","Large_Mixed",3500,31937.5,117245094.820915,3671.07928989165,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",4090.71341347623,-419.634123584577,-10.2582136945149,3671,-420
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,94344468.3500185,49233.9039008577,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",55225.3366752983,-5991.43277444065,-10.8490651848222,49234,-5991
"Giraffe","Browser","Woodland_Browser",850,7756.25,124214298.305879,16014.7362844003,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",17641.7611572874,-1627.02487288718,-9.22257624044012,16015,-1627
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,72877518.0874474,28523.4904451849,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",33179.1938712978,-4655.70342611285,-14.031996811533,28523,-4656
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,59087275.9025836,4625.22707652318,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",5386.07188484953,-760.84480832635,-14.1261539874083,4625,-761
"Impala","Mixed","Mixed_Open",50,456.25,107139609.363602,234826.541070909,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",267943.34193654,-33116.8008656311,-12.3596282058296,234827,-33117
"Klipspringer","Browser","Rocky_Browser",11,100.375,98542939.7118276,981747.84270812,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1039014.42889579,-57266.5861876737,-5.5116256901777,981748,-57267
"Kudu","Browser","Woodland_Browser",190,1733.75,124214298.305879,71644.8728512643,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",78923.6683352333,-7278.79548396899,-9.22257624044013,71645,-7279
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,107139609.363602,117413.270535454,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",133971.67096827,-16558.4004328156,-12.3596282058296,117413,-16558
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,79783165.5981212,58289.0707566182,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",69816.6311773566,-11527.5604207384,-16.5111954363062,58289,-11528
"Red Lechwe","Grazer","Wetland_Grazer",80,730,59087275.9025836,80941.4738391556,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",94256.2579848667,-13314.7841457111,-14.1261539874083,80941,-13315
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,59087275.9025836,143895.953491832,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",167566.680861985,-23670.7273701531,-14.1261539874083,143896,-23671
"Roan","Grazer","General_Grazer",240,2190,79783165.5981212,36430.6692228864,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",43635.3944858479,-7204.72526296151,-16.5111954363062,36431,-7205
"Sable","Grazer","General_Grazer",200,1825,79783165.5981212,43716.8030674637,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",52362.4733830175,-8645.67031555381,-16.5111954363062,43717,-8646
"Spotted Hyaena","Carnivore","Carnivore",55,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Springbok","Grazer","Arid_Grazer",38,346.75,72877518.0874474,210173.087490836,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",244478.270630615,-34305.1831397789,-14.031996811533,210173,-34305
"Steenbok","Browser","Shrub_Browser",10,91.25,134983520.550873,1479271.45809175,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1576191.66234691,-96920.2042551581,-6.14901135251827,1479271,-96920
"Vervet monkey","Omnivore","Omnivore",5,45.625,84471686.6922447,1851434.22887112,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",2078281.61365728,-226847.384786165,-10.9151417832623,1851434,-226847
"Warthog","Grazer","General_Grazer",70,638.75,79783165.5981212,124905.151621325,"Forage-limited potential carrying capacity","Estimated",783233.539348635,0,0,"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",149607.066808621,-24701.9151872966,-16.5111954363062,124905,-24702
"Baboon","Omnivore","Omnivore",24,219,632403527.932701,2887687.34215845,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",3317051.56221577,-429364.220057316,-12.9441527212952,2887687,-429364
"Black rhinoceros","Browser","Shrub_Browser",1000,9125,1255854233.88402,137627.861247564,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",155907.328362704,-18279.46711514,-11.7245720949143,137628,-18279
"Black-backed Jackal","Carnivore","Carnivore",8.5,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Black-faced Impala","Mixed","Mixed_Open",50,456.25,827547600.176586,1813802.95929115,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",2106256.35920855,-292453.399917399,-13.8849859675814,1813803,-292453
"Blue wildebeest","Grazer","General_Grazer",220,2007.5,455149816.5365,226724.690678207,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",272957.565510101,-46232.8748318942,-16.9377517510806,226725,-46233
"Buffalo","Grazer","General_Grazer",500,4562.5,455149816.5365,99758.863898411,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",120101.328824444,-20342.4649260334,-16.9377517510806,99759,-20342
"Burchell's zebra","Grazer","General_Grazer",320,2920,455149816.5365,155873.224841267,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",187658.326288194,-31785.1014469273,-16.9377517510806,155873,-31785
"Bushpig","Omnivore","Omnivore",60,547.5,632403527.932701,1155074.93686338,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1326820.62488631,-171745.688022926,-12.9441527212952,1155075,-171746
"Cheetah","Carnivore","Carnivore",45,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Damara dik dik","Browser","Shrub_Browser",5,45.625,1255854233.88402,27525572.2495128,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",31181465.6725408,-3655893.423028,-11.7245720949143,27525572,-3655893
"Duiker","Browser","Woodland_Browser",17.5,159.6875,1067788538.52214,6686738.40170422,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",7589974.57713032,-903236.175426103,-11.9003847278709,6686738,-903236
"Eland","Mixed","Mixed_Open",500,4562.5,827547600.176586,181380.295929115,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",210625.635920855,-29245.3399917399,-13.8849859675814,181380,-29245
"Elephant","Mixed","Large_Mixed",3500,31937.5,948761513.525712,29706.8184274196,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",34112.5320535259,-4405.71362610635,-12.9152348444652,29707,-4406
"Gemsbok","Mixed","Arid_Mixed",210,1916.25,826333546.263262,431224.290287416,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",499030.981196808,-67806.6909093917,-13.5876716004232,431224,-67807
"Giraffe","Browser","Woodland_Browser",850,7756.25,1067788538.52214,137668.143564499,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",156264.18247033,-18596.0389058315,-11.9003847278709,137668,-18596
"Hartmann's zebra","Grazer","Arid_Grazer",280,2555,577545183.87351,226045.081750884,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",265935.514773241,-39890.4330223562,-15.0000397864761,226045,-39890
"Hippopotamus","Grazer","Wetland_Grazer",1400,12775,133282180.414068,10433.0473905337,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",13090.3505360604,-2657.30314552673,-20.2997096082841,10433,-2657
"Impala","Mixed","Mixed_Open",50,456.25,827547600.176586,1813802.95929115,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",2106256.35920855,-292453.399917399,-13.8849859675814,1813803,-292453
"Klipspringer","Browser","Rocky_Browser",11,100.375,941785196.841939,9382666.96729204,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",10624052.7250399,-1241385.75774787,-11.684672411518,9382667,-1241386
"Kudu","Browser","Woodland_Browser",190,1733.75,1067788538.52214,615883.800156967,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",699076.605788319,-83192.8056313517,-11.9003847278709,615884,-83193
"Leopard","Carnivore","Carnivore",50,,,,"Prey biomass required - not estimated from forage","Not estimated: requires local preferred-prey biomass/density data",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",,,,,
"Ostrich","Mixed","Mixed_Open",100,912.5,827547600.176586,906901.479645574,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",1053128.17960427,-146226.699958699,-13.8849859675814,906901,-146227
"Red Hartebeest","Grazer","General_Grazer",150,1368.75,455149816.5365,332529.546328037,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",400337.762748148,-67808.2164201115,-16.9377517510806,332530,-67808
"Red Lechwe","Grazer","Wetland_Grazer",80,730,133282180.414068,182578.32933434,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",229081.134381058,-46502.8050467178,-20.2997096082841,182578,-46503
"Reedbuck","Grazer","Wetland_Grazer",45,410.625,133282180.414068,324583.696594382,"Forage-limited potential carrying capacity","Estimated",5946321.81049356,0,0,"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","SSP585_2090","Without_Intervention","SSP585_2090_Without_Intervention",407255.350010769,-82671.6534163873,-20.2997096082841,324584,-82672
