spatial_unit;unit_id;unit;climate_scenario;management_scenario;feeding_group;species_count;species_estimated;mean_species_capacity_animals;median_species_capacity_animals;mean_change_from_current_pct;median_change_from_current_pct
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2050;Without_Intervention;Mixed;6;6;117973;88813;-5.96965010617392;-6.46368717134848
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2050;Without_Intervention;Omnivore;3;3;848115;410378;-5.21899439397325;-5.21899439397325
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;With_Intervention;Browser;7;7;788711;730579;-16.9720329228266;-18.4572481334607
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;With_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;With_Intervention;Grazer;12;12;78828;49976;-1.03542127800393;-0.0129112499105559
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;With_Intervention;Mixed;6;6;115657;86416;-8.97263485994015;-8.03131687732147
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;With_Intervention;Omnivore;3;3;791459;382964;-11.5505575654061;-11.5505575654061
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;Without_Intervention;Browser;7;7;899982;777859;-7.37519835272184;-6.14901135251827
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;Without_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;Without_Intervention;Grazer;12;12;68004;41730;-15.5017353032862;-16.5111954363062
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;Without_Intervention;Mixed;6;6;110576;83324;-11.7576319504426;-12.3596282058296
Cluster;Cluster_2;Cluster C — Kavango East, Kavango West & Zambezi;SSP585_2090;Without_Intervention;Omnivore;3;3;797145;385715;-10.9151417832623;-10.9151417832623
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);Current;Current;Browser;7;7;9428211;7589975;0;0
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);Current;Current;Carnivore;4;0;;;;
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);Current;Current;Grazer;12;12;438689;269447;0;0
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);Current;Current;Mixed;6;6;1001568;776080;0;0
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);Current;Current;Omnivore;3;3;6855240;3317052;0;0
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;With_Intervention;Browser;7;7;4245762;3254385;-55.7100591367209;-54.6528070379276
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;With_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;With_Intervention;Grazer;12;12;1203063;843481;212.202595166177;194.300338034846
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;With_Intervention;Mixed;6;6;1469717;1127756;38.349593060056;47.6090847179948
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;With_Intervention;Omnivore;3;3;6566686;3177429;-4.20924203172484;-4.20924203172483
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;Without_Intervention;Browser;7;7;9136979;7344092;-3.13946144950344;-3.07377395812778
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;Without_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;Without_Intervention;Grazer;12;12;405634;250516;-8.38758933928098;-7.9129284263653
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;Without_Intervention;Mixed;6;6;950966;737342;-4.8841706278436;-5.08045226810953
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2050;Without_Intervention;Omnivore;3;3;6566674;3177423;-4.2094156170245;-4.20941561702451
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;With_Intervention;Browser;7;7;4111454;3149255;-57.1207860455448;-56.0841744198287
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;With_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;With_Intervention;Grazer;12;12;1163838;815984;201.992587495527;184.706211839164
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;With_Intervention;Mixed;6;6;1422083;1091253;33.8695160977323;42.8228485829287
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;With_Intervention;Omnivore;3;3;6353622;3074333;-7.3172912323962;-7.3172912323962
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;Without_Intervention;Browser;7;7;8859063;7118884;-6.09369113607535;-6.01952126170707
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;Without_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;Without_Intervention;Grazer;12;12;389835;241022;-12.1174969295989;-11.5667410957758
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;Without_Intervention;Mixed;6;6;918576;712312;-8.09366296017537;-8.31838276006434
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP245_2090;Without_Intervention;Omnivore;3;3;6353618;3074331;-7.31734721857482;-7.31734721857482
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;With_Intervention;Browser;7;7;4109746;3150137;-57.1288752733571;-56.1055458974632
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;With_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;With_Intervention;Grazer;12;12;1164528;816463;202.202395500275;184.873642005602
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;With_Intervention;Mixed;6;6;1422640;1091632;33.9180193981307;42.880938506649
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;With_Intervention;Omnivore;3;3;6356341;3075649;-7.27763208214889;-7.27763208214889
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;Without_Intervention;Browser;7;7;8844302;7108856;-6.24206152586299;-6.17853789992562
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;Without_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;Without_Intervention;Grazer;12;12;392640;242491;-11.3224946096961;-10.8629251451387
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;Without_Intervention;Mixed;6;6;920503;713723;-7.93100623209645;-8.12100113077688
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2050;Without_Intervention;Omnivore;3;3;6356329;3075643;-7.27779977280894;-7.27779977280894
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;With_Intervention;Browser;7;7;3861917;2958124;-59.7232301561672;-58.7495742676411
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;With_Intervention;Carnivore;4;0;;;;
Cluster;Cluster_3;Cluster B — Omaheke & Otjozondjupa (Central / Group 4);SSP585_2090;With_Intervention;Grazer;12;12;1093169;766436;183.655206583173;167.418585252359
