"spatial_unit","unit_id","unit","species","feeding_group","habitat_profile","climate_scenario","Without_Intervention","With_Intervention","intervention_benefit_raw","intervention_benefit_pct","without_intervention_animals","with_intervention_animals","intervention_benefit_animals"
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Black rhinoceros","Browser","Shrub_Browser","SSP245_2050",28841.924597848,21654.4443235794,-7187.48027426865,-24.9202519404857,28842,21654,-7187
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Black-backed Jackal","Carnivore","Carnivore","SSP245_2050",,,,,,,
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Black-faced Impala","Mixed","Mixed_Open","SSP245_2050",583597.700239233,681230.677140587,97632.976901354,16.7294999382848,583598,681231,97633
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Blue wildebeest","Grazer","General_Grazer","SSP245_2050",111638.79191634,160250.257897747,48611.4659814067,43.5435256392197,111639,160250,48611
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Buffalo","Grazer","General_Grazer","SSP245_2050",49121.0684431897,70510.1134750086,21389.045031819,43.5435256392197,49121,70510,21389
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Burchell's zebra","Grazer","General_Grazer","SSP245_2050",76751.6694424839,110172.052304701,33420.3828622171,43.5435256392197,76752,110172,33420
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Bushpig","Omnivore","Omnivore","SSP245_2050",306430.129904964,306880.018428444,449.888523479633,0.146816020872086,306430,306880,450
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Cheetah","Carnivore","Carnivore","SSP245_2050",,,,,,,
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Damara dik dik","Browser","Shrub_Browser","SSP245_2050",5768384.9195696,4330888.86471587,-1437496.05485373,-24.9202519404857,5768385,4330889,-1437496
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Duiker","Browser","Woodland_Browser","SSP245_2050",1388727.62279618,1040505.65949606,-348221.963300118,-25.074892843204,1388728,1040506,-348222
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Eland","Mixed","Mixed_Open","SSP245_2050",58359.7700239233,68123.0677140588,9763.29769013541,16.7294999382848,58360,68123,9763
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Elephant","Mixed","Large_Mixed","SSP245_2050",7964.71914486043,8071.16280038942,106.443655528996,1.33643953531849,7965,8071,106
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Gemsbok","Mixed","Arid_Mixed","SSP245_2050",135058.077638821,154316.927176778,19258.8495379568,14.2596798907947,135058,154317,19259
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Giraffe","Browser","Woodland_Browser","SSP245_2050",28591.4510575685,21422.175342566,-7169.27571500242,-25.074892843204,28591,21422,-7169
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Hartmann's zebra","Grazer","Arid_Grazer","SSP245_2050",88503.1836907052,115231.811094745,26728.6274040397,30.2007524355836,88503,115232,26729
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Hippopotamus","Grazer","Wetland_Grazer","SSP245_2050",6846.78366892077,10713.1898762679,3866.40620734717,56.4704012030895,6847,10713,3866
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Impala","Mixed","Mixed_Open","SSP245_2050",583597.700239233,681230.677140587,97632.976901354,16.7294999382848,583598,681231,97633
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Klipspringer","Browser","Rocky_Browser","SSP245_2050",1966450.79287585,1472618.29864835,-493832.494227503,-25.1128833742793,1966451,1472618,-493832
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Kudu","Browser","Woodland_Browser","SSP245_2050",127909.12315228,95836.0475851638,-32073.0755671161,-25.074892843204,127909,95836,-32073
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Leopard","Carnivore","Carnivore","SSP245_2050",,,,,,,
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Ostrich","Mixed","Mixed_Open","SSP245_2050",291798.850119617,340615.338570294,48816.488450677,16.7294999382848,291799,340615,48816
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Red Hartebeest","Grazer","General_Grazer","SSP245_2050",163736.894810632,235033.711583362,71296.8167727299,43.5435256392197,163737,235034,71297
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Red Lechwe","Grazer","Wetland_Grazer","SSP245_2050",119818.714206114,187480.822834689,67662.1086285755,56.4704012030895,119819,187481,67662
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Reedbuck","Grazer","Wetland_Grazer","SSP245_2050",213011.047477535,333299.240595003,120288.193117468,56.4704012030895,213011,333299,120288
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Roan","Grazer","General_Grazer","SSP245_2050",102335.559256645,146896.069739601,44560.5104829562,43.5435256392197,102336,146896,44561
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Sable","Grazer","General_Grazer","SSP245_2050",122802.671107974,176275.283687522,53472.6125795474,43.5435256392197,122803,176275,53473
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Spotted Hyaena","Carnivore","Carnivore","SSP245_2050",,,,,,,
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Springbok","Grazer","Arid_Grazer","SSP245_2050",652128.721931512,849076.502803384,196947.780871872,30.2007524355836,652129,849077,196948
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Steenbok","Browser","Shrub_Browser","SSP245_2050",2884192.4597848,2165444.43235794,-718748.027426864,-24.9202519404857,2884192,2165444,-718748
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Vervet monkey","Omnivore","Omnivore","SSP245_2050",3677161.55885957,3682560.22114133,5398.66228175536,0.14681602087208,3677162,3682560,5399
"Cluster","Cluster_5","Cluster D — Omusati, Oshana, Oshikoto & Ohangwena","Warthog","Grazer","General_Grazer","SSP245_2050",350864.774594212,503643.667678633,152778.893084421,43.5435256392197,350865,503644,152779
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Baboon","Omnivore","Omnivore","SSP245_2050",193686.538500746,248841.609924859,55155.0714241128,28.4764609100082,193687,248842,55155
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Black rhinoceros","Browser","Shrub_Browser","SSP245_2050",4721.52779021345,4908.60379588457,187.076005671125,3.96219219674799,4722,4909,187
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Black-backed Jackal","Carnivore","Carnivore","SSP245_2050",,,,,,,
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Black-faced Impala","Mixed","Mixed_Open","SSP245_2050",184967.769364253,253100.519879849,68132.7505155957,36.8349311611275,184968,253101,68133
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Blue wildebeest","Grazer","General_Grazer","SSP245_2050",47073.2961022368,67956.6738793144,20883.3777770776,44.363534118626,47073,67957,20883
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Buffalo","Grazer","General_Grazer","SSP245_2050",20712.2502849842,29900.9365068983,9188.68622191417,44.363534118626,20712,29901,9189
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Burchell's zebra","Grazer","General_Grazer","SSP245_2050",32362.8910702878,46720.2132920287,14357.3222217409,44.363534118626,32363,46720,14357
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Bushpig","Omnivore","Omnivore","SSP245_2050",77474.6154002984,99536.6439699435,22062.0285696451,28.4764609100081,77475,99537,22062
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Cheetah","Carnivore","Carnivore","SSP245_2050",,,,,,,
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Damara dik dik","Browser","Shrub_Browser","SSP245_2050",944305.558042689,981720.759176914,37415.201134225,3.96219219674799,944306,981721,37415
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Duiker","Browser","Woodland_Browser","SSP245_2050",202304.837532391,209831.994889504,7527.15735711265,3.72070062630483,202305,209832,7527
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Eland","Mixed","Mixed_Open","SSP245_2050",18496.7769364253,25310.0519879849,6813.27505155957,36.8349311611275,18497,25310,6813
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Elephant","Mixed","Large_Mixed","SSP245_2050",2092.0851161851,2686.07522522429,593.990109039195,28.3922534720925,2092,2686,594
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Gemsbok","Mixed","Arid_Mixed","SSP245_2050",44737.6283384751,59082.4996703093,14344.8713318342,32.0644429859,44738,59082,14345
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Giraffe","Browser","Woodland_Browser","SSP245_2050",4165.09959625511,4320.0704830192,154.970886764085,3.72070062630485,4165,4320,155
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Hartmann's zebra","Grazer","Arid_Grazer","SSP245_2050",35532.7710040754,48427.651888096,12894.8808840206,36.2901077502276,35533,48428,12895
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Hippopotamus","Grazer","Wetland_Grazer","SSP245_2050",3113.35335832616,4646.55179288573,1533.19843455957,49.2458856447913,3113,4647,1533
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Impala","Mixed","Mixed_Open","SSP245_2050",184967.769364253,253100.519879849,68132.7505155957,36.8349311611275,184968,253101,68133
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Klipspringer","Browser","Rocky_Browser","SSP245_2050",398802.215160835,392698.404151469,-6103.8110093656,-1.53053588403564,398802,392698,-6104
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Kudu","Browser","Woodland_Browser","SSP245_2050",18633.340299036,19326.6311082438,693.290809207745,3.72070062630484,18633,19327,693
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Leopard","Carnivore","Carnivore","SSP245_2050",,,,,,,
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Ostrich","Mixed","Mixed_Open","SSP245_2050",92483.8846821265,126550.259939924,34066.3752577978,36.8349311611275,92484,126550,34066
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Red Hartebeest","Grazer","General_Grazer","SSP245_2050",69040.8342832806,99669.7883563278,30628.9540730472,44.363534118626,69041,99670,30629
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Red Lechwe","Grazer","Wetland_Grazer","SSP245_2050",54483.6837707078,81314.6563755003,26830.9726047925,49.2458856447913,54484,81315,26831
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Reedbuck","Grazer","Wetland_Grazer","SSP245_2050",96859.8822590361,144559.389112001,47699.5068529644,49.2458856447913,96860,144559,47700
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Roan","Grazer","General_Grazer","SSP245_2050",43150.5214270504,62293.6177227049,19143.0962956545,44.363534118626,43151,62294,19143
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Sable","Grazer","General_Grazer","SSP245_2050",51780.6257124605,74752.3412672459,22971.7155547854,44.363534118626,51781,74752,22972
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Spotted Hyaena","Carnivore","Carnivore","SSP245_2050",,,,,,,
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Springbok","Grazer","Arid_Grazer","SSP245_2050",261820.417924766,356835.32970176,95014.9117769938,36.2901077502276,261820,356835,95015
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Steenbok","Browser","Shrub_Browser","SSP245_2050",472152.779021345,490860.379588457,18707.6005671125,3.96219219674799,472153,490860,18708
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Vervet monkey","Omnivore","Omnivore","SSP245_2050",929695.384803581,1194439.72763932,264744.342835741,28.4764609100081,929695,1194440,264744
"Cluster","Cluster_6","Cluster F —    //Karas,Hardap","Warthog","Grazer","General_Grazer","SSP245_2050",147944.644892744,213578.117906417,65633.4730136726,44.363534118626,147945,213578,65633
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Baboon","Omnivore","Omnivore","SSP245_2090",433483.270125362,685444.704586209,251961.434460847,58.1248347572863,433483,685445,251961
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Black rhinoceros","Browser","Shrub_Browser","SSP245_2090",19002.0364971467,18051.3699880435,-950.666509103252,-5.00297170382764,19002,18051,-951
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Black-backed Jackal","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Black-faced Impala","Mixed","Mixed_Open","SSP245_2090",299738.249060054,635887.798563732,336149.549503678,112.147699053359,299738,635888,336150
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Blue wildebeest","Grazer","General_Grazer","SSP245_2090",49431.8456926521,157219.184859005,107787.339166353,218.052426843481,49432,157219,107787
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Buffalo","Grazer","General_Grazer","SSP245_2090",21750.0121047669,69176.4413379621,47426.4292331951,218.052426843481,21750,69176,47426
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Burchell's zebra","Grazer","General_Grazer","SSP245_2090",33984.3939136983,108088.189590566,74103.7956768674,218.052426843481,33984,108088,74104
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Bushpig","Omnivore","Omnivore","SSP245_2090",173393.308050145,274177.881834484,100784.573784339,58.1248347572863,173393,274178,100785
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Cheetah","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Damara dik dik","Browser","Shrub_Browser","SSP245_2090",3800407.29942935,3610273.9976087,-190133.301820651,-5.00297170382764,3800407,3610274,-190133
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Duiker","Browser","Woodland_Browser","SSP245_2090",844541.851108329,787156.913667599,-57384.9374407303,-6.79480091666523,844542,787157,-57385
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Eland","Mixed","Mixed_Open","SSP245_2090",29973.8249060054,63588.7798563732,33614.9549503678,112.147699053359,29974,63589,33615
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Elephant","Mixed","Large_Mixed","SSP245_2090",4639.24000053808,7378.47099854791,2739.23099800983,59.0448219469594,4639,7378,2739
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Gemsbok","Mixed","Arid_Mixed","SSP245_2090",83403.8936940443,154003.079592172,70599.1858981273,84.6473501070715,83404,154003,70599
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Giraffe","Browser","Woodland_Browser","SSP245_2090",17387.6263463479,16206.17175198,-1181.45459436798,-6.79480091666524,17388,16206,-1181
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Hartmann's zebra","Grazer","Arid_Grazer","SSP245_2090",54267.4534452565,120070.077862536,65802.6244172799,121.256149385487,54267,120070,65803
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Hippopotamus","Grazer","Wetland_Grazer","SSP245_2090",2311.40567955194,10295.2015131831,7983.79583363114,345.408679413594,2311,10295,7984
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Impala","Mixed","Mixed_Open","SSP245_2090",299738.249060054,635887.798563732,336149.549503678,112.147699053359,299738,635888,336150
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Klipspringer","Browser","Rocky_Browser","SSP245_2090",1640301.55912247,1489322.17289354,-150979.386228928,-9.20436765966978,1640302,1489322,-150979
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Kudu","Browser","Woodland_Browser","SSP245_2090",77786.7494441882,72501.2946799104,-5285.45476427779,-6.79480091666524,77787,72501,-5285
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Leopard","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Ostrich","Mixed","Mixed_Open","SSP245_2090",149869.124530027,317943.899281866,168074.774751839,112.147699053359,149869,317944,168075
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Red Hartebeest","Grazer","General_Grazer","SSP245_2090",72500.0403492231,230588.137793207,158088.097443984,218.052426843481,72500,230588,158088
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Red Lechwe","Grazer","Wetland_Grazer","SSP245_2090",40449.5993921589,180166.026480704,139716.427088545,345.408679413593,40450,180166,139716
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Reedbuck","Grazer","Wetland_Grazer","SSP245_2090",71910.3989193935,320295.158187918,248384.759268524,345.408679413594,71910,320295,248385
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Roan","Grazer","General_Grazer","SSP245_2090",45312.5252182645,144117.586120754,98805.0609024898,218.052426843481,45313,144118,98805
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Sable","Grazer","General_Grazer","SSP245_2090",54375.0302619174,172941.103344905,118566.073082988,218.052426843481,54375,172941,118566
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Spotted Hyaena","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Springbok","Grazer","Arid_Grazer","SSP245_2090",399865.446438732,884726.889513426,484861.443074694,121.256149385487,399865,884727,484861
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Steenbok","Browser","Shrub_Browser","SSP245_2090",1900203.64971467,1805136.99880435,-95066.6509103253,-5.00297170382764,1900204,1805137,-95067
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Vervet monkey","Omnivore","Omnivore","SSP245_2090",2080719.69660174,3290134.5820138,1209414.88541207,58.1248347572862,2080720,3290135,1209415
"Cluster","Cluster_1","Cluster A — South, Kunene South & Erongo","Warthog","Grazer","General_Grazer","SSP245_2090",155357.229319764,494117.4381283,338760.208808537,218.052426843481,155357,494117,338760
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Baboon","Omnivore","Omnivore","SSP245_2090",407470.746949485,406107.55810039,-1363.1888490952,-0.334548887079787,407471,406108,-1363
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Black rhinoceros","Browser","Shrub_Browser","SSP245_2090",15636.9784592585,13866.3123236554,-1770.6661356031,-11.3235823673767,15637,13866,-1771
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Black-backed Jackal","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Black-faced Impala","Mixed","Mixed_Open","SSP245_2090",248098.518768102,265242.912456763,17144.3936886608,6.91031682647232,248099,265243,17144
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Blue wildebeest","Grazer","General_Grazer","SSP245_2090",41957.9170664899,51466.1584809022,9508.24141441232,22.6613761577935,41958,51466,9508
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Buffalo","Grazer","General_Grazer","SSP245_2090",18461.4835092556,22645.109731597,4183.62622234142,22.6613761577935,18461,22645,4184
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Burchell's zebra","Grazer","General_Grazer","SSP245_2090",28846.0679832118,35382.9839556203,6536.91597240847,22.6613761577935,28846,35383,6537
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Bushpig","Omnivore","Omnivore","SSP245_2090",162988.298779794,162443.023240156,-545.275539638067,-0.33454888707978,162988,162443,-545
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Cheetah","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Damara dik dik","Browser","Shrub_Browser","SSP245_2090",3127395.69185171,2773262.46473109,-354133.22712062,-11.3235823673767,3127396,2773262,-354133
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Duiker","Browser","Woodland_Browser","SSP245_2090",822073.767149397,758383.305409655,-63690.4617397417,-7.74753608311736,822074,758383,-63690
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Eland","Mixed","Mixed_Open","SSP245_2090",24809.8518768102,26524.2912456763,1714.43936886607,6.91031682647231,24810,26524,1714
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Elephant","Mixed","Large_Mixed","SSP245_2090",3878.99143456921,3867.33736274739,-11.6540718218189,-0.300440772257419,3879,3867,-12
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Gemsbok","Mixed","Arid_Mixed","SSP245_2090",52036.2550555318,54528.5349697179,2492.27991418605,4.78950668438064,52036,54529,2492
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Giraffe","Browser","Woodland_Browser","SSP245_2090",16925.0481471935,15613.7739349047,-1311.2742122888,-7.74753608311737,16925,15614,-1311
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Hartmann's zebra","Grazer","Arid_Grazer","SSP245_2090",30138.6763259794,34811.1114820275,4672.4351560481,15.5031199960845,30139,34811,4672
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Hippopotamus","Grazer","Wetland_Grazer","SSP245_2090",4876.04052392052,5669.92382168718,793.883297766661,16.281310499207,4876,5670,794
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Impala","Mixed","Mixed_Open","SSP245_2090",248098.518768102,265242.912456763,17144.3936886608,6.91031682647232,248099,265243,17144
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Klipspringer","Browser","Rocky_Browser","SSP245_2090",1037870.280686,912104.706055713,-125765.574630288,-12.11765834042,1037870,912105,-125766
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Kudu","Browser","Woodland_Browser","SSP245_2090",75717.3206584971,69851.0939193103,-5866.22673918674,-7.74753608311736,75717,69851,-5866
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Leopard","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Ostrich","Mixed","Mixed_Open","SSP245_2090",124049.259384051,132621.456228382,8572.19684433038,6.91031682647232,124049,132621,8572
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Red Hartebeest","Grazer","General_Grazer","SSP245_2090",61538.2783641852,75483.6991053233,13945.4207411381,22.6613761577935,61538,75484,13945
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Red Lechwe","Grazer","Wetland_Grazer","SSP245_2090",85330.7091686091,99223.6668795257,13892.9577109166,16.281310499207,85331,99224,13893
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Reedbuck","Grazer","Wetland_Grazer","SSP245_2090",151699.038521972,176397.630008046,24698.5914860739,16.281310499207,151699,176398,24699
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Roan","Grazer","General_Grazer","SSP245_2090",38461.4239776158,47177.3119408271,8715.88796321129,22.6613761577935,38461,47177,8716
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Sable","Grazer","General_Grazer","SSP245_2090",46153.7087731389,56612.7743289925,10459.0655558536,22.6613761577935,46154,56613,10459
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Spotted Hyaena","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Springbok","Grazer","Arid_Grazer","SSP245_2090",222074.457138796,256502.926709677,34428.4695708807,15.5031199960845,222074,256503,34428
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Steenbok","Browser","Shrub_Browser","SSP245_2090",1563697.84592585,1386631.23236554,-177066.61356031,-11.3235823673767,1563698,1386631,-177067
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Vervet monkey","Omnivore","Omnivore","SSP245_2090",1955859.58535753,1949316.27888187,-6543.30647565704,-0.334548887079792,1955860,1949316,-6543
"Cluster","Cluster_2","Cluster C — Kavango East, Kavango West & Zambezi","Warthog","Grazer","General_Grazer","SSP245_2090",131867.739351825,161750.783797121,29883.0444452959,22.6613761577935,131868,161751,29883
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Baboon","Omnivore","Omnivore","SSP245_2090",3074331.38198928,3074333.23907969,1.85709041263908,6.04063187045708e-05,3074331,3074333,2
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Black rhinoceros","Browser","Shrub_Browser","SSP245_2090",146522.453583352,68467.99039047,-78054.4631928816,-53.2713323343845,146522,68468,-78054
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Black-backed Jackal","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Black-faced Impala","Mixed","Mixed_Open","SSP245_2090",1931049.89334138,3008215.33068073,1077165.43733934,55.7813364146421,1931050,3008215,1077165
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Blue wildebeest","Grazer","General_Grazer","SSP245_2090",241385.270606215,777127.144692214,535741.874085999,221.944724605829,241385,777127,535742
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Buffalo","Grazer","General_Grazer","SSP245_2090",106209.519066735,341935.943664574,235726.42459784,221.944724605829,106210,341936,235726
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Burchell's zebra","Grazer","General_Grazer","SSP245_2090",165952.373541773,534274.911975897,368322.538434125,221.944724605829,165952,534275,368323
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Bushpig","Omnivore","Omnivore","SSP245_2090",1229732.55279571,1229733.29563188,0.742836165009066,6.04063187007841e-05,1229733,1229733,1
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Cheetah","Carnivore","Carnivore","SSP245_2090",,,,,,,
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Damara dik dik","Browser","Shrub_Browser","SSP245_2090",29304490.7166703,13693598.078094,-15610892.6385763,-53.2713323343845,29304491,13693598,-15610893
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Duiker","Browser","Woodland_Browser","SSP245_2090",7118884.23781705,3149255.49014721,-3969628.74766984,-55.761951101583,7118884,3149255,-3969629
"Cluster","Cluster_3","Cluster B — Omaheke & Otjozondjupa (Central / Group 4)","Eland","Mixed","Mixed_Open","SSP245_2090",193104.989334138,300821.533068073,107716.543733934,55.7813364146421,193105,300822,107717
