"spatial_unit","unit_id","unit","climate_scenario","management_scenario","feeding_group","species_count","species_estimated","mean_species_capacity_animals","median_species_capacity_animals","mean_change_from_current_pct","median_change_from_current_pct"
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","With_Intervention","Browser",7,7,75103,53083,-14.1250055717733,-14.5696195360687
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","With_Intervention","Grazer",12,12,39620,27892,5.22949352675604,5.25009733566598
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","With_Intervention","Mixed",6,6,44439,34107,2.42288152945152,2.99339859295298
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","With_Intervention","Omnivore",3,3,178719,86477,0.10679584261166,0.106795842611661
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","Without_Intervention","Browser",7,7,72845,51149,-16.8458581687755,-16.1314585725894
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","Without_Intervention","Grazer",12,12,37214,26168,-1.25090293342726,-1.2559319411151
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","Without_Intervention","Mixed",6,6,41820,32125,-3.51037896982002,-3.11047391410129
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","Without_Intervention","Omnivore",3,3,168814,81684,-5.44152533618962,-5.44152533618962
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","With_Intervention","Browser",7,7,71662,50540,-18.1194120195582,-18.3679541526302
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","With_Intervention","Grazer",12,12,38267,26940,1.64167492244954,1.65975463630987
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","With_Intervention","Mixed",6,6,42867,32900,-1.22372523597672,-0.649354054972862
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","With_Intervention","Omnivore",3,3,172106,83277,-3.59711220051779,-3.59711220051779
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","Without_Intervention","Browser",7,7,69165,48407,-21.1314849540156,-20.3738912691988
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","Without_Intervention","Grazer",12,12,35949,25280,-4.59779367823665,-4.60516526277462
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","Without_Intervention","Mixed",6,6,40324,30977,-6.99322659555932,-6.57482931072259
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","Without_Intervention","Omnivore",3,3,162378,78570,-9.04642298465332,-9.04642298465332
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","With_Intervention","Browser",7,7,72054,50927,-17.6115080189468,-18.0362472228632
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","With_Intervention","Grazer",12,12,38012,26760,0.957611094609393,0.977352553091182
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","With_Intervention","Mixed",6,6,42635,32722,-1.73511015124829,-1.18781644166826
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","With_Intervention","Omnivore",3,3,171463,82966,-3.957290475035,-3.957290475035
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","Without_Intervention","Browser",7,7,69887,49071,-20.2234265209945,-19.5380380838536
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","Without_Intervention","Grazer",12,12,35702,25105,-5.26234523240081,-5.26720724934289
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","Without_Intervention","Mixed",6,6,40121,30820,-7.42997928424306,-7.04643211723789
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","Without_Intervention","Omnivore",3,3,161956,78366,-9.28274380419497,-9.28274380419497
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","With_Intervention","Browser",7,7,64395,45418,-26.4212021228675,-26.6555222345378
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","With_Intervention","Grazer",12,12,34390,24212,-8.65365337549622,-8.63724213780281
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","With_Intervention","Mixed",6,6,38525,29567,-11.2299995604017,-10.7131427536319
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","With_Intervention","Omnivore",3,3,154671,74841,-13.3634894908634,-13.3634894908634
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","Without_Intervention","Browser",7,7,62158,43507,-29.1198264212283,-28.4384553785726
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","Without_Intervention","Grazer",12,12,32313,22724,-14.2458532119055,-14.2522510785172
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","Without_Intervention","Mixed",6,6,36246,27843,-16.4008431859994,-16.0238006633337
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","Without_Intervention","Omnivore",3,3,145952,70622,-18.2472320740765,-18.2472320740765
"Conservancy","Conservancy_3","Otjitanda","Current","Current","Browser",7,7,157234,125116,0,0
"Conservancy","Conservancy_3","Otjitanda","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_3","Otjitanda","Current","Current","Grazer",12,12,8189,5006,0,0
"Conservancy","Conservancy_3","Otjitanda","Current","Current","Mixed",6,6,17498,13601,0,0
"Conservancy","Conservancy_3","Otjitanda","Current","Current","Omnivore",3,3,116538,56389,0,0
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","Browser",7,7,96725,74642,-39.1331675683964,-38.3755845912693
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","Grazer",12,12,20273,14128,176.093543918657,163.500087168321
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","Mixed",6,6,26210,20162,42.5631451753378,50.6449258191911
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","Omnivore",3,3,124513,60248,6.84340454883123,6.84340454883123
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","Without_Intervention","Browser",7,7,162105,129276,3.16563233632631,3.12212329724489
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","Without_Intervention","Grazer",12,12,7683,4736,-7.45023865863406,-6.83657017462964
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","Without_Intervention","Mixed",6,6,17287,13439,-0.877475992249822,-1.22733972889989
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","Without_Intervention","Omnivore",3,3,117619,56912,0.927376620478152,0.927376620478152
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","With_Intervention","Browser",7,7,92120,71128,-42.0212510810875,-41.3462270597122
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","With_Intervention","Grazer",12,12,19191,13373,161.325107610423,149.425819461122
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","With_Intervention","Mixed",6,6,24846,19113,35.1637184193208,42.8057735188926
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","With_Intervention","Omnivore",3,3,118194,57191,1.42130994353254,1.42130994353254
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","Without_Intervention","Browser",7,7,154572,123317,-1.61732913190993,-1.66489991461064
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","Without_Intervention","Grazer",12,12,7217,4454,-13.2609167737915,-12.58814834068
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","Without_Intervention","Mixed",6,6,16376,12731,-6.05240556928619,-6.43412872654155
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","Without_Intervention","Omnivore",3,3,111793,54094,-4.07105280078194,-4.07105280078194
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","With_Intervention","Browser",7,7,94408,72848,-40.5926519995214,-39.8453029006991
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","With_Intervention","Grazer",12,12,19800,13798,169.648428337058,157.346869515027
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","With_Intervention","Mixed",6,6,25594,19689,39.2115194338579,47.1049431853793
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","With_Intervention","Omnivore",3,3,121570,58824,4.31819996654017,4.31819996654017
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","Without_Intervention","Browser",7,7,158209,126162,0.684379202123545,0.641689780468192
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","Without_Intervention","Grazer",12,12,7498,4621,-9.69436390659747,-9.09409012598406
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","Without_Intervention","Mixed",6,6,16869,13115,-3.2678536958452,-3.61193867715142
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","Without_Intervention","Omnivore",3,3,114784,55541,-1.50511212509443,-1.50511212509443
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","With_Intervention","Browser",7,7,88970,68695,-44.0042833503881,-43.3508539598065
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","With_Intervention","Grazer",12,12,18536,12917,152.405210716752,140.911883930306
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","With_Intervention","Mixed",6,6,23998,18460,30.5476956066978,37.9288286616458
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","With_Intervention","Omnivore",3,3,114156,55237,-2.04383776612836,-2.04383776612836
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","Without_Intervention","Browser",7,7,149273,119087,-4.99083822229258,-5.03673965949135
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","Without_Intervention","Grazer",12,12,6971,4302,-16.2199678753861,-15.5710976657185
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","Without_Intervention","Mixed",6,6,15815,12296,-9.26795765374805,-9.6364136023888
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","Without_Intervention","Omnivore",3,3,107964,52240,-7.35741445959695,-7.35741445959695
"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Browser",7,7,75410,47390,0,0
"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Grazer",12,12,16749,11244,0,0
"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Mixed",6,6,20344,16145,0,0
"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Omnivore",3,3,93859,45415,0,0
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","With_Intervention","Browser",7,7,62232,37425,-18.7733399454384,-17.670784123732
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","With_Intervention","Grazer",12,12,25714,17737,57.7671266544236,57.7513603760863
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","With_Intervention","Mixed",6,6,28858,22534,38.4939343154601,42.7624342407812
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","With_Intervention","Omnivore",3,3,118766,57468,26.5376245771499,26.5376245771499
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","Without_Intervention","Browser",7,7,44762,22547,-44.9271982486313,-43.2142757517316
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","Without_Intervention","Grazer",12,12,12283,8083,-27.4767071796059,-27.768944926968
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","Without_Intervention","Mixed",6,6,13935,11246,-31.4454531803034,-31.907419121668
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","Without_Intervention","Omnivore",3,3,60648,29346,-35.3835386464344,-35.3835386464344
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","With_Intervention","Browser",7,7,57066,33531,-26.1212178727069,-24.0992910338706
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","With_Intervention","Grazer",12,12,24309,16755,49.0707126379242,49.0176600960803
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","With_Intervention","Mixed",6,6,27135,21209,30.1924429704302,34.1989682972168
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","With_Intervention","Omnivore",3,3,111024,53721,18.28903590178,18.28903590178
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","Without_Intervention","Browser",7,7,38929,18100,-53.263144243646,-51.3212632035615
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","Without_Intervention","Grazer",12,12,11227,7334,-33.9314737582251,-34.2651868908898
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","Without_Intervention","Mixed",6,6,12531,10161,-38.3133593451262,-38.8747061499795
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","Without_Intervention","Omnivore",3,3,53764,26015,-42.7178512145622,-42.7178512145622
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","With_Intervention","Browser",7,7,60299,36262,-21.2967157939044,-20.2309987285237
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","With_Intervention","Grazer",12,12,24917,17187,52.8737968183891,52.8585643046277
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","With_Intervention","Mixed",6,6,27963,21835,34.197301092108,38.3338603554488
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","With_Intervention","Omnivore",3,3,115081,55684,22.6113909384993,22.6113909384993
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","Without_Intervention","Browser",7,7,43372,21848,-46.6363233563601,-44.976556729387
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","Without_Intervention","Grazer",12,12,11904,7834,-29.7131947172796,-29.9962879214908
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","Without_Intervention","Mixed",6,6,13505,10899,-33.5624644727071,-34.008913456594
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","Without_Intervention","Omnivore",3,3,58774,28439,-37.3802247158065,-37.3802247158065
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","With_Intervention","Browser",7,7,52038,30577,-32.6301538860877,-30.7863186999657
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","With_Intervention","Grazer",12,12,22168,15279,35.9384033589267,35.8900212582909
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","With_Intervention","Mixed",6,6,24745,19340,18.7230532527276,22.3766451830431
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","With_Intervention","Omnivore",3,3,101244,48989,7.86816079286142,7.86816079286142
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","Without_Intervention","Browser",7,7,35499,16505,-57.3808960203131,-55.6100080164588
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","Without_Intervention","Grazer",12,12,10238,6688,-39.7488515085156,-40.053165341827
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","Without_Intervention","Mixed",6,6,11428,9267,-43.745572668651,-44.2572704924428
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","Without_Intervention","Omnivore",3,3,49029,23724,-47.762575082311,-47.762575082311
"Conservancy","Conservancy_31","Anabeb","Current","Current","Browser",7,7,85233,62433,0,0
"Conservancy","Conservancy_31","Anabeb","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_31","Anabeb","Current","Current","Grazer",12,12,5107,3160,0,0
"Conservancy","Conservancy_31","Anabeb","Current","Current","Mixed",6,6,9636,7736,0,0
"Conservancy","Conservancy_31","Anabeb","Current","Current","Omnivore",3,3,62260,30126,0,0
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","With_Intervention","Browser",7,7,73767,53143,-13.9984049470204,-14.8805239069442
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","With_Intervention","Grazer",12,12,14070,9619,224.184838232051,204.438492241405
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","With_Intervention","Mixed",6,6,18183,14184,79.2863191330619,91.0122581613913
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","With_Intervention","Omnivore",3,3,87699,42435,40.8595428990152,40.8595428990152
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","Without_Intervention","Browser",7,7,81995,59887,-3.88572451183314,-3.88863660801664
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","Without_Intervention","Grazer",12,12,4581,2796,-12.2552577129588,-11.5127880079423
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","Without_Intervention","Mixed",6,6,8915,7180,-7.1105397887809,-7.60921512426406
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","Without_Intervention","Omnivore",3,3,58613,28361,-5.85722254592939,-5.85722254592939
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","With_Intervention","Browser",7,7,69993,50370,-18.4269170009279,-19.1892864945293
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","With_Intervention","Grazer",12,12,13306,9094,206.460130503356,187.827719392108
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","With_Intervention","Mixed",6,6,17205,13424,69.6678835770232,80.7241883973774
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","With_Intervention","Omnivore",3,3,83027,40174,33.3553042748369,33.3553042748369
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","Without_Intervention","Browser",7,7,77828,56792,-8.79768193967771,-8.78057835849776
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","Without_Intervention","Grazer",12,12,4286,2608,-18.2963682340087,-17.451401615497
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","Without_Intervention","Mixed",6,6,8396,6767,-12.4501321757072,-13.0145044312272
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","Without_Intervention","Omnivore",3,3,55386,26800,-11.0401711900234,-11.0401711900234
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","With_Intervention","Browser",7,7,71351,51390,-16.8221126688577,-17.673776735566
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","With_Intervention","Grazer",12,12,13623,9313,213.884418417488,194.760753918078
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","With_Intervention","Mixed",6,6,17600,13730,73.5370436104964,84.8893799582408
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","With_Intervention","Omnivore",3,3,84867,41065,36.3114960325547,36.3114960325547
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","Without_Intervention","Browser",7,7,79272,57882,-7.08632504906646,-7.08770808707062
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","Without_Intervention","Grazer",12,12,4433,2705,-15.1126933056643,-14.3961486273944
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","Without_Intervention","Mixed",6,6,8621,6944,-10.1745588010781,-10.6615193120481
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","Without_Intervention","Omnivore",3,3,56669,27420,-8.98071853470238,-8.98071853470238
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","With_Intervention","Browser",7,7,65622,47214,-23.5268771072155,-24.2138100774522
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","With_Intervention","Grazer",12,12,12485,8533,187.561250212071,170.074438328993
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","With_Intervention","Mixed",6,6,16140,12593,59.1646940219554,69.5380517340244
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","With_Intervention","Omnivore",3,3,77872,37680,25.0761214618207,25.0761214618207
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","Without_Intervention","Browser",7,7,72937,53210,-14.5359311233765,-14.518899605485
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","Without_Intervention","Grazer",12,12,4018,2445,-23.4244176523753,-22.6302268490165
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","Without_Intervention","Mixed",6,6,7868,6342,-17.9503820501214,-18.4852946358362
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","Without_Intervention","Omnivore",3,3,51902,25114,-16.6372456839296,-16.6372456839296
"Conservancy","Conservancy_32","Ozondundu","Current","Current","Browser",7,7,119961,96344,0,0
"Conservancy","Conservancy_32","Ozondundu","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_32","Ozondundu","Current","Current","Grazer",12,12,5115,3175,0,0
"Conservancy","Conservancy_32","Ozondundu","Current","Current","Mixed",6,6,12272,9520,0,0
"Conservancy","Conservancy_32","Ozondundu","Current","Current","Omnivore",3,3,85420,41332,0,0
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","With_Intervention","Browser",7,7,86452,68470,-28.279575588926,-27.8207641817174
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","With_Intervention","Grazer",12,12,9825,6749,116.004896281079,103.648222405385
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","With_Intervention","Mixed",6,6,15065,11612,18.4759638327098,23.2234592856997
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","With_Intervention","Omnivore",3,3,82826,40077,-3.03709970820899,-3.03709970820899
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","Without_Intervention","Browser",7,7,116309,93435,-3.03784714241003,-3.03709970820899
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","Without_Intervention","Grazer",12,12,4957,3076,-3.0635935773143,-3.06506700754808
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","Without_Intervention","Mixed",6,6,11898,9229,-3.0494387625901,-3.04086558520392
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","Without_Intervention","Omnivore",3,3,82826,40077,-3.03709970820899,-3.03709970820899
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","With_Intervention","Browser",7,7,82006,64950,-31.967359553122,-31.5375084221057
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","With_Intervention","Grazer",12,12,9329,6409,105.122587462029,93.3816625242034
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","With_Intervention","Mixed",6,6,14300,11023,12.4564350463027,16.9682224876902
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","With_Intervention","Omnivore",3,3,78601,38033,-7.9829933240444,-7.9829933240444
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","Without_Intervention","Browser",7,7,110376,88670,-7.98378432139207,-7.9829933240444
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","Without_Intervention","Grazer",12,12,4704,2919,-8.01103135088678,-8.01259065792044
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","Without_Intervention","Mixed",6,6,11291,8758,-7.99605154278067,-7.98697868986053
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","Without_Intervention","Omnivore",3,3,78601,38033,-7.9829933240444,-7.9829933240444
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","With_Intervention","Browser",7,7,83190,65887,-30.9851412847474,-30.5436531463314
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","With_Intervention","Grazer",12,12,9454,6494,107.852279592287,95.9620967505174
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","With_Intervention","Mixed",6,6,14496,11174,14.0052752375956,18.573542824654
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","With_Intervention","Omnivore",3,3,79701,38565,-6.69562328389173,-6.69562328389173
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","Without_Intervention","Browser",7,7,111921,89909,-6.6963425293472,-6.69562328389172
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","Without_Intervention","Grazer",12,12,4770,2960,-6.72111796278848,-6.72253582405054
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","Without_Intervention","Mixed",6,6,11449,8881,-6.70749698297605,-6.69924713454068
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","Without_Intervention","Omnivore",3,3,79701,38565,-6.69562328389173,-6.69562328389173
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","With_Intervention","Browser",7,7,76779,60810,-36.3035613529499,-35.9011966395178
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","With_Intervention","Grazer",12,12,8733,6000,92.0229356862067,81.0325467033442
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","With_Intervention","Mixed",6,6,13387,10319,5.28044976416053,9.50382339604884
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","With_Intervention","Omnivore",3,3,73587,35607,-13.8523906096429,-13.8523906096429
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","Without_Intervention","Browser",7,7,103335,83014,-13.8531311524295,-13.8523906096429
