"spatial_unit","unit_id","unit","climate_scenario","management_scenario","feeding_group","species_count","species_estimated","mean_species_capacity_animals","median_species_capacity_animals","mean_change_from_current_pct","median_change_from_current_pct"
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2050","Without_Intervention","Omnivore",3,3,104671,50647,-4.38509510947593,-4.38509510947593
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","With_Intervention","Browser",7,7,81359,62105,-44.9877914785565,-44.3565866992149
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","With_Intervention","Grazer",12,12,18111,12614,148.943119332481,138.331939184819
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","With_Intervention","Mixed",6,6,23069,17764,31.57701303863,39.2703439011991
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","With_Intervention","Omnivore",3,3,108087,52300,-1.26464222592624,-1.26464222592624
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","Without_Intervention","Browser",7,7,131424,103914,-10.0551237193437,-10.0818155333299
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","Without_Intervention","Grazer",12,12,6789,4168,-16.9630541200522,-16.5953286510497
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","Without_Intervention","Mixed",6,6,14503,11306,-12.8025749893575,-13.0015069380366
"Conservancy","Conservancy_45","!Khoro !goreb","SSP585_2090","Without_Intervention","Omnivore",3,3,96807,46842,-11.5682191249817,-11.5682191249817
"Conservancy","Conservancy_46","Otjimboyo","Current","Current","Browser",7,7,6979,3254,0,0
"Conservancy","Conservancy_46","Otjimboyo","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_46","Otjimboyo","Current","Current","Grazer",12,12,1900,1227,0,0
"Conservancy","Conservancy_46","Otjimboyo","Current","Current","Mixed",6,6,2131,1734,0,0
"Conservancy","Conservancy_46","Otjimboyo","Current","Current","Omnivore",3,3,9242,4472,0,0
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","With_Intervention","Browser",7,7,8818,4890,36.4515935458382,32.7788617066983
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","With_Intervention","Grazer",12,12,3723,2553,104.880024442718,105.159690565788
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","With_Intervention","Mixed",6,6,4130,3243,88.9460088758562,96.4116334593439
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","With_Intervention","Omnivore",3,3,16860,8158,82.4232004579773,82.4232004579773
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","Without_Intervention","Browser",7,7,4987,1633,-37.3755731226972,-32.9490240007494
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","Without_Intervention","Grazer",12,12,1116,681,-44.5649522664807,-44.7863798228811
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","Without_Intervention","Mixed",6,6,1206,1031,-41.8833681738355,-44.5053862231783
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2050","Without_Intervention","Omnivore",3,3,5322,2575,-42.4188037865906,-42.4188037865906
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","With_Intervention","Browser",7,7,8189,4469,25.7944184720592,22.8295478020327
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","With_Intervention","Grazer",12,12,3417,2339,87.6959390010842,87.9319363844536
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","With_Intervention","Mixed",6,6,3787,2978,73.3709070568377,79.9618309586304
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","With_Intervention","Omnivore",3,3,15468,7485,67.3622440871563,67.3622440871563
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","Without_Intervention","Browser",7,7,4473,1309,-45.8265309491155,-40.9341558620843
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","Without_Intervention","Grazer",12,12,887,528,-57.283092446697,-57.5332142887035
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","Without_Intervention","Mixed",6,6,950,832,-53.5488247886109,-56.7440890257809
"Conservancy","Conservancy_46","Otjimboyo","SSP245_2090","Without_Intervention","Omnivore",3,3,4275,2068,-53.7490388607912,-53.7490388607912
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","With_Intervention","Browser",7,7,8578,4757,32.7371868091899,29.1654988525219
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","With_Intervention","Grazer",12,12,3622,2484,99.2944931343458,99.5664827294083
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","With_Intervention","Mixed",6,6,4018,3155,83.7963349092763,91.0575374985155
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","With_Intervention","Omnivore",3,3,16401,7936,77.4517018077839,77.4517018077839
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","Without_Intervention","Browser",7,7,4850,1588,-39.0950844150277,-34.786343351169
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","Without_Intervention","Grazer",12,12,1085,662,-46.1123074309431,-46.3278713844822
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","Without_Intervention","Mixed",6,6,1172,1002,-43.4978810332425,-46.0517413038285
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2050","Without_Intervention","Omnivore",3,3,5174,2504,-44.0169270688093,-44.0169270688093
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","With_Intervention","Browser",7,7,7556,4123,16.0657459154271,13.3304069774175
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","With_Intervention","Grazer",12,12,3152,2158,73.178483072874,73.3962155248821
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","With_Intervention","Mixed",6,6,3494,2748,59.9616957623458,66.042661855813
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","With_Intervention","Omnivore",3,3,14272,6906,54.4178209182726,54.4178209182726
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","Without_Intervention","Browser",7,7,4127,1208,-50.0159252136804,-45.5017102949665
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","Without_Intervention","Grazer",12,12,819,488,-60.5876391885035,-60.8184287267852
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","Without_Intervention","Mixed",6,6,876,768,-57.1418618892621,-60.0902045585648
"Conservancy","Conservancy_46","Otjimboyo","SSP585_2090","Without_Intervention","Omnivore",3,3,3944,1908,-57.3265225241278,-57.3265225241278
"Conservancy","Conservancy_47","Tsiseb","Current","Current","Browser",7,7,82895,23317,0,0
"Conservancy","Conservancy_47","Tsiseb","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_47","Tsiseb","Current","Current","Grazer",12,12,11801,6403,0,0
"Conservancy","Conservancy_47","Tsiseb","Current","Current","Mixed",6,6,12730,11777,0,0
"Conservancy","Conservancy_47","Tsiseb","Current","Current","Omnivore",3,3,62122,30059,0,0
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","With_Intervention","Browser",7,7,145442,76843,143.904865293185,99.7624386831615
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","With_Intervention","Grazer",12,12,57779,39349,598.67196711103,512.347499825634
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","With_Intervention","Mixed",6,6,64009,50554,371.560105318238,436.77811029756
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","With_Intervention","Omnivore",3,3,262843,127182,323.105066118622,323.105066118622
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","Without_Intervention","Browser",7,7,74056,16074,-19.6292010696815,-13.4275179343439
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","Without_Intervention","Grazer",12,12,8871,3967,-37.4436467564197,-32.3559404620832
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","Without_Intervention","Mixed",6,6,9189,9085,-26.0057376672472,-30.0897182436517
"Conservancy","Conservancy_47","Tsiseb","SSP245_2050","Without_Intervention","Omnivore",3,3,46660,22577,-24.8902652980098,-24.8902652980098
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","With_Intervention","Browser",7,7,138068,72666,131.013890736025,89.4975899822627
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","With_Intervention","Grazer",12,12,54765,37283,561.871003503718,480.188906093674
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","With_Intervention","Mixed",6,6,60652,47917,346.861734011063,408.561010007984
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","With_Intervention","Omnivore",3,3,249047,120507,300.897651010681,300.897651010681
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","Without_Intervention","Browser",7,7,69589,14410,-25.7902807212521,-19.0734642778781
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","Without_Intervention","Grazer",12,12,7972,3463,-46.7075831784471,-40.9474230816584
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","Without_Intervention","Mixed",6,6,8192,8234,-33.5968454638586,-38.2010786573395
"Conservancy","Conservancy_47","Tsiseb","SSP245_2090","Without_Intervention","Omnivore",3,3,42127,20384,-32.1877385020159,-32.1877385020159
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","With_Intervention","Browser",7,7,142544,75308,139.036595078397,95.7794780459667
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","With_Intervention","Grazer",12,12,56626,38563,584.717091710145,500.118714343073
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","With_Intervention","Mixed",6,6,62731,49545,362.144981187136,426.058751395775
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","With_Intervention","Omnivore",3,3,257595,124643,314.657531971239,314.657531971239
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","Without_Intervention","Browser",7,7,72569,15740,-21.2654363290878,-15.1733483486096
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","Without_Intervention","Grazer",12,12,8686,3882,-38.8065083294065,-33.8023538278559
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","Without_Intervention","Mixed",6,6,8996,8897,-27.5522950556317,-31.5687010777376
"Conservancy","Conservancy_47","Tsiseb","SSP585_2050","Without_Intervention","Omnivore",3,3,45690,22108,-26.4514093621005,-26.4514093621005
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","With_Intervention","Browser",7,7,126884,66778,112.297313126473,74.1468949046535
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","With_Intervention","Grazer",12,12,50327,34262,508.236575685882,433.174436558484
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","With_Intervention","Mixed",6,6,55737,44035,310.652731461488,367.351603489724
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","With_Intervention","Omnivore",3,3,228867,110742,268.41340990488,268.41340990488
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","Without_Intervention","Browser",7,7,63951,13241,-31.8059252103712,-25.631125194952
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","Without_Intervention","Grazer",12,12,7324,3181,-51.0613094823092,-45.7619984034187
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","Without_Intervention","Mixed",6,6,7526,7565,-38.9969968802615,-43.2325509526704
"Conservancy","Conservancy_47","Tsiseb","SSP585_2090","Without_Intervention","Omnivore",3,3,38703,18727,-37.6983862041239,-37.6983862041239
"Conservancy","Conservancy_48","Sorris Sorris","Current","Current","Browser",7,7,75893,50438,0,0
"Conservancy","Conservancy_48","Sorris Sorris","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_48","Sorris Sorris","Current","Current","Grazer",12,12,11825,7649,0,0
"Conservancy","Conservancy_48","Sorris Sorris","Current","Current","Mixed",6,6,15564,12409,0,0
"Conservancy","Conservancy_48","Sorris Sorris","Current","Current","Omnivore",3,3,78215,37846,0,0
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","With_Intervention","Browser",7,7,80931,55236,7.58217393154067,9.46217794982855
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","With_Intervention","Grazer",12,12,29749,20691,165.533861769611,164.583581070402
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","With_Intervention","Mixed",6,6,34376,26618,112.680155470688,123.390679633765
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","With_Intervention","Omnivore",3,3,145306,70309,85.7778608729483,85.7778608729483
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","Without_Intervention","Browser",7,7,73031,48289,-3.94013552287672,-3.9811644693857
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","Without_Intervention","Grazer",12,12,10462,6626,-12.3424025526083,-12.2970120315578
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","Without_Intervention","Mixed",6,6,14012,11221,-9.50930413264591,-10.1278322084966
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2050","Without_Intervention","Omnivore",3,3,71854,34768,-8.13203804759631,-8.13203804759631
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","With_Intervention","Browser",7,7,77235,52705,2.66270625271096,4.45782627727107
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","With_Intervention","Grazer",12,12,28386,19743,153.363830388689,152.456827294652
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","With_Intervention","Mixed",6,6,32801,25399,102.937076997109,113.153367691239
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","With_Intervention","Omnivore",3,3,138649,67088,77.2674975933073,77.2674975933073
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","Without_Intervention","Browser",7,7,69686,46063,-8.34857714153392,-8.41486283644069
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","Without_Intervention","Grazer",12,12,9744,6135,-18.5734442289416,-18.51650593751
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","Without_Intervention","Mixed",6,6,13123,10520,-15.1320853950379,-15.8695184206893
"Conservancy","Conservancy_48","Sorris Sorris","SSP245_2090","Without_Intervention","Omnivore",3,3,67703,32759,-13.4400257989365,-13.4400257989365
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","With_Intervention","Browser",7,7,78644,53663,4.53362208761668,6.3647793831497
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","With_Intervention","Grazer",12,12,28925,20118,158.179474203582,157.254501380097
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","With_Intervention","Mixed",6,6,33421,25879,106.767913104428,117.18199440608
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","With_Intervention","Omnivore",3,3,141252,68348,80.5951975624503,80.5951975624503
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","Without_Intervention","Browser",7,7,70882,46841,-6.78574932593516,-6.81893914576002
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","Without_Intervention","Grazer",12,12,10167,6439,-14.8214137718737,-14.7793583966942
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","Without_Intervention","Mixed",6,6,13610,10899,-12.1087557515645,-12.7105930845026
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2050","Without_Intervention","Omnivore",3,3,69767,33758,-10.8005080759975,-10.8005080759975
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","With_Intervention","Browser",7,7,71373,48708,-5.12648152886663,-3.46867422241637
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","With_Intervention","Grazer",12,12,26228,18242,134.098154925152,133.260374591953
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","With_Intervention","Mixed",6,6,30307,23468,87.5112628480202,96.9506716270331
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","With_Intervention","Omnivore",3,3,128114,61991,63.7974811606976,63.7974811606976
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","Without_Intervention","Browser",7,7,64420,42589,-15.2697170790026,-15.3326665614907
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","Without_Intervention","Grazer",12,12,9004,5669,-24.7492837819387,-24.6961525137539
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","Without_Intervention","Mixed",6,6,12129,9723,-21.5595627297476,-22.2406444741282
"Conservancy","Conservancy_48","Sorris Sorris","SSP585_2090","Without_Intervention","Omnivore",3,3,62581,30281,-19.9885977150743,-19.9885977150743
"Conservancy","Conservancy_49","Okangundumba","Current","Current","Browser",7,7,179526,144143,0,0
"Conservancy","Conservancy_49","Okangundumba","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_49","Okangundumba","Current","Current","Grazer",12,12,7958,4920,0,0
"Conservancy","Conservancy_49","Okangundumba","Current","Current","Mixed",6,6,18668,14480,0,0
"Conservancy","Conservancy_49","Okangundumba","Current","Current","Omnivore",3,3,128881,62362,0,0
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","With_Intervention","Browser",7,7,100456,78179,-44.6395469285179,-43.8546532818503
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","With_Intervention","Grazer",12,12,20072,13995,188.802169373662,170.442969218491
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","With_Intervention","Mixed",6,6,26274,20193,33.6421866801787,41.514605253672
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","With_Intervention","Omnivore",3,3,126215,61072,-2.0681333276687,-2.0681333276687
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","Without_Intervention","Browser",7,7,176764,141982,-1.52954552920132,-1.52063076243957
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","Without_Intervention","Grazer",12,12,7587,4705,-5.18562656060922,-4.90003651883697
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","Without_Intervention","Mixed",6,6,18135,14067,-2.75236676155778,-2.85745953149829
"Conservancy","Conservancy_49","Okangundumba","SSP245_2050","Without_Intervention","Omnivore",3,3,126055,60994,-2.19257221945693,-2.19257221945693
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","With_Intervention","Browser",7,7,95691,74482,-47.2631318167541,-46.5259752229721
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","With_Intervention","Grazer",12,12,19078,13302,174.483764889539,157.04386685736
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","With_Intervention","Mixed",6,6,24986,19203,27.0964525032024,34.5758757883391
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","With_Intervention","Omnivore",3,3,120086,58106,-6.82365025944262,-6.82365025944262
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","Without_Intervention","Browser",7,7,168632,135471,-6.05566101438212,-6.04959172593017
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","Without_Intervention","Grazer",12,12,7186,4460,-10.2970534120806,-9.96644898617282
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","Without_Intervention","Mixed",6,6,17250,13381,-7.47600680785318,-7.59824042495559
"Conservancy","Conservancy_49","Okangundumba","SSP245_2090","Without_Intervention","Omnivore",3,3,120086,58106,-6.82365025944262,-6.82365025944262
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","With_Intervention","Browser",7,7,96642,75211,-46.7413627204725,-45.9862285335103
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","With_Intervention","Grazer",12,12,19310,13464,177.845445738522,160.182647133199
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","With_Intervention","Mixed",6,6,25277,19427,28.5709898249638,36.14478974988
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","With_Intervention","Omnivore",3,3,121425,58754,-5.78476848867955,-5.78476848867955
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","Without_Intervention","Browser",7,7,170056,136593,-5.26675110351818,-5.25817502066417
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","Without_Intervention","Grazer",12,12,7299,4526,-8.78407019899517,-8.50931805658614
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","Without_Intervention","Mixed",6,6,17447,13534,-6.4431603820548,-6.54426851108243
"Conservancy","Conservancy_49","Okangundumba","SSP585_2050","Without_Intervention","Omnivore",3,3,121271,58679,-5.90461575673576,-5.90461575673576
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","With_Intervention","Browser",7,7,90269,70262,-50.2513226301581,-49.5559338635166
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","With_Intervention","Grazer",12,12,17997,12548,158.931205129906,142.479466648252
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","With_Intervention","Mixed",6,6,23570,18115,19.8949840011338,26.9506167453887
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","With_Intervention","Omnivore",3,3,113282,54814,-12.1031767117564,-12.1031767117564
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","Without_Intervention","Browser",7,7,159077,127795,-11.3787030105617,-11.3729776180556
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","Without_Intervention","Grazer",12,12,6779,4207,-15.3797710832502,-15.0678992522197
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","Without_Intervention","Mixed",6,6,16273,12623,-12.7185696565995,-12.8338773143072
"Conservancy","Conservancy_49","Okangundumba","SSP585_2090","Without_Intervention","Omnivore",3,3,113282,54814,-12.1031767117564,-12.1031767117564
"Conservancy","Conservancy_5","Omuramba ua Mbinda","Current","Current","Browser",7,7,521392,418843,0,0
"Conservancy","Conservancy_5","Omuramba ua Mbinda","Current","Current","Carnivore",4,0,,,,
"Conservancy","Conservancy_5","Omuramba ua Mbinda","Current","Current","Grazer",12,12,22337,13854,0,0
"Conservancy","Conservancy_5","Omuramba ua Mbinda","Current","Current","Mixed",6,6,53455,41463,0,0
"Conservancy","Conservancy_5","Omuramba ua Mbinda","Current","Current","Omnivore",3,3,371720,179865,0,0
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","With_Intervention","Browser",7,7,229771,175851,-56.6499900196484,-55.6263378303788
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","With_Intervention","Grazer",12,12,64591,45284,237.388012572797,212.548116038556
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","With_Intervention","Mixed",6,6,79024,60646,39.0889031750382,48.7715141606956
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","With_Intervention","Omnivore",3,3,353386,170993,-4.93226893236694,-4.93226893236694
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","Without_Intervention","Browser",7,7,496244,398659,-4.82172083488181,-4.8232027211034
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","Without_Intervention","Grazer",12,12,21148,13124,-5.42083375782596,-5.37019807790382
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","Without_Intervention","Mixed",6,6,50764,39377,-5.0167221710851,-5.03668814402203
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","Without_Intervention","Omnivore",3,3,353386,170993,-4.93226893236694,-4.93226893236694
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2090","With_Intervention","Browser",7,7,222489,170279,-58.0237018890608,-57.0325675144843
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2090","With_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2090","With_Intervention","Grazer",12,12,62540,43846,226.673752167645,202.622931390277
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2090","With_Intervention","Mixed",6,6,76516,58721,34.6739049071643,44.0489335411142
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2090","With_Intervention","Omnivore",3,3,342173,165567,-7.94887026987967,-7.94887026987967
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2090","Without_Intervention","Browser",7,7,480498,386009,-7.84182998240525,-7.84326484678349
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2090","Without_Intervention","Carnivore",4,0,,,,
"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2090","Without_Intervention","Grazer",12,12,20477,12708,-8.42193240805048,-8.37290345270316
