"spatial_unit","unit_id","unit","species","feeding_regime","forage_profile","climate_scenario","Without_Intervention","With_Intervention","intervention_benefit_raw","intervention_benefit_pct","without_intervention_animals","with_intervention_animals","intervention_benefit_animals"
"Conservancy","Conservancy_66","Otjambangu","Cattle","Grazer","Cattle_Grazer","SSP245_2050",783.563177413995,2232.1233052029,1448.5601277889,184.868325815107,784,2232,1449
"Conservancy","Conservancy_66","Otjambangu","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",9752.7952328012,18358.2961775886,8605.50094478738,88.236251652704,9753,18358,8606
"Conservancy","Conservancy_66","Otjambangu","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",18718.6055201843,16854.6676456978,-1863.93787448651,-9.95767485177578,18719,16855,-1864
"Conservancy","Conservancy_66","Otjambangu","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",3289.36803794771,7652.94895000879,4363.58091206108,132.657120204269,3289,7653,4364
"Conservancy","Conservancy_67","Sikunga","Cattle","Grazer","Cattle_Grazer","SSP245_2050",1214.67584976096,1213.07428278406,-1.60156697690013,-0.131851388764772,1215,1213,-2
"Conservancy","Conservancy_67","Sikunga","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",12286.6172465555,12174.7354001206,-111.88184643495,-0.910599265768736,12287,12175,-112
"Conservancy","Conservancy_67","Sikunga","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",12633.6550145711,12445.1525324764,-188.502482094649,-1.49206608758304,12634,12445,-189
"Conservancy","Conservancy_67","Sikunga","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",4472.79696221649,4437.85710331906,-34.9398588974282,-0.781163535760268,4473,4438,-35
"Conservancy","Conservancy_68","Okongo","Cattle","Grazer","Cattle_Grazer","SSP245_2050",2932.55028701429,5276.12259611915,2343.57230910486,79.9158438810921,2933,5276,2344
"Conservancy","Conservancy_68","Okongo","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",36547.6474042628,49318.3446586293,12770.6972543665,34.9425972980056,36548,49318,12771
"Conservancy","Conservancy_68","Okongo","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",71276.9157862893,66076.0335461706,-5200.88224011869,-7.29672739448011,71277,66076,-5201
"Conservancy","Conservancy_68","Okongo","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",12213.9339091143,18950.7036273676,6736.76971825332,55.1564284560784,12214,18951,6737
"Conservancy","Conservancy_69","Okatjandja Kozomenje","Cattle","Grazer","Cattle_Grazer","SSP245_2050",1525.43716876785,4271.38688759603,2745.94971882818,180.010673336758,1525,4271,2746
"Conservancy","Conservancy_69","Okatjandja Kozomenje","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",18812.7510674145,35091.047541951,16278.2964745365,86.5279959119433,18813,35091,16278
"Conservancy","Conservancy_69","Okatjandja Kozomenje","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",35768.9134349589,32101.2796907657,-3667.63374419318,-10.2536906827273,35769,32101,-3668
"Conservancy","Conservancy_69","Okatjandja Kozomenje","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",6362.26493750123,14630.7431915499,8268.47825404865,129.961237629568,6362,14631,8268
"Conservancy","Conservancy_70","Otjombande","Cattle","Grazer","Cattle_Grazer","SSP245_2050",753.914492738522,2149.66192505597,1395.74743231745,185.133386579098,754,2150,1396
"Conservancy","Conservancy_70","Otjombande","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",9383.00437248286,17655.4422667002,8272.43789421738,88.1640630849285,9383,17655,8272
"Conservancy","Conservancy_70","Otjombande","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",18007.7861694115,16136.9300084774,-1870.85616093412,-10.3891513556064,18008,16137,-1871
"Conservancy","Conservancy_70","Otjombande","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",3159.26073147571,7361.90862922627,4202.64789775056,133.026307575047,3159,7362,4203
"Conservancy","Conservancy_71","Sobbe","Cattle","Grazer","Cattle_Grazer","SSP245_2050",1076.70084618795,1337.95833619686,261.257490008915,24.2646312514656,1077,1338,261
"Conservancy","Conservancy_71","Sobbe","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",11517.7675340694,13065.0395145943,1547.27198052497,13.4337837254326,11518,13065,1547
"Conservancy","Conservancy_71","Sobbe","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",19275.835291216,18923.4646469975,-352.370644218583,-1.82804344867565,19276,18923,-352
"Conservancy","Conservancy_71","Sobbe","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",4122.35412160229,4908.66556282524,786.311441222952,19.0743302983715,4122,4909,786
"Conservancy","Conservancy_72","Balyerwa","Cattle","Grazer","Cattle_Grazer","SSP245_2050",858.770180761835,968.556055008741,109.785874246906,12.7840808526342,859,969,110
"Conservancy","Conservancy_72","Balyerwa","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",8567.35593423095,9218.04445089327,650.688516662325,7.59497471165512,8567,9218,651
"Conservancy","Conservancy_72","Balyerwa","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",10747.054202674,10599.8975076569,-147.156695017047,-1.3692747076723,10747,10600,-147
"Conservancy","Conservancy_72","Balyerwa","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",3173.77727761766,3504.34666497479,330.56938735713,10.4156454105459,3174,3504,331
"Conservancy","Conservancy_73","Wuparo","Cattle","Grazer","Cattle_Grazer","SSP245_2050",878.574418212447,976.25199172507,97.6775735126225,11.1177347630219,879,976,98
"Conservancy","Conservancy_73","Wuparo","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",8015.26543189871,8594.18941329511,578.9239813964,7.22276743440624,8015,8594,579
"Conservancy","Conservancy_73","Wuparo","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",9199.55119078752,9068.62442999975,-130.926760787779,-1.4231863932546,9200,9069,-131
"Conservancy","Conservancy_73","Wuparo","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",3142.4187351255,3436.52957457631,294.11083945081,9.35937773547751,3142,3437,294
"Conservancy","Conservancy_74","Dzoti","Cattle","Grazer","Cattle_Grazer","SSP245_2050",1151.41169000515,1349.74075000623,198.329060001083,17.2248607272864,1151,1350,198
"Conservancy","Conservancy_74","Dzoti","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",11147.4992511291,12322.9732613183,1175.4740101892,10.5447328024726,11147,12323,1175
"Conservancy","Conservancy_74","Dzoti","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",14215.7930510542,13949.9533044037,-265.839746650458,-1.87003106823326,14216,13950,-266
"Conservancy","Conservancy_74","Dzoti","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",4227.99180161767,4825.16804409333,597.176242475666,14.1243472195755,4228,4825,597
"Conservancy","Conservancy_75","Huibes","Cattle","Grazer","Cattle_Grazer","SSP245_2050",6265.45928326876,7936.8874214083,1671.42813813954,26.6768653752632,6265,7937,1671
"Conservancy","Conservancy_75","Huibes","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",56596.3978122442,66529.2089807854,9932.81116854127,17.5502532890749,56596,66529,9933
"Conservancy","Conservancy_75","Huibes","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",66912.599114463,64774.7233661304,-2137.8757483325,-3.1950272095624,66913,64775,-2138
"Conservancy","Conservancy_75","Huibes","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",22398.236791696,27433.4916965708,5035.25490487483,22.4805860912303,22398,27433,5035
"Conservancy","Conservancy_76","Kabulabula","Cattle","Grazer","Cattle_Grazer","SSP245_2050",410.933046383854,400.605456500479,-10.327589883375,-2.51320500365113,411,401,-10
"Conservancy","Conservancy_76","Kabulabula","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",4083.712772518,4013.47618079811,-70.2365917198927,-1.71991997558107,4084,4013,-70
"Conservancy","Conservancy_76","Kabulabula","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",3836.02785766812,3833.06428839724,-2.96356927088118,-0.0772561978390506,3836,3833,-3
"Conservancy","Conservancy_76","Kabulabula","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",1498.36358419328,1464.61182305268,-33.7517611405951,-2.25257484209129,1498,1465,-34
"Conservancy","Conservancy_77","Okongoro","Cattle","Grazer","Cattle_Grazer","SSP245_2050",2382.64652699834,6336.99880929731,3954.35228229897,165.964705108007,2383,6337,3954
"Conservancy","Conservancy_77","Okongoro","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",28510.6590481652,51947.6598333724,23437.0007852072,82.2043459101149,28511,51948,23437
"Conservancy","Conservancy_77","Okongoro","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",52482.1518150643,47181.7484909762,-5300.40332408816,-10.0994397919613,52482,47182,-5300
"Conservancy","Conservancy_77","Okongoro","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",9774.76499097293,21681.4681103014,11906.7031193285,121.810633097823,9775,21681,11907
"Conservancy","Conservancy_78","Lusese","Cattle","Grazer","Cattle_Grazer","SSP245_2050",797.303778296119,840.451647896151,43.1478696000321,5.41172270527068,797,840,43
"Conservancy","Conservancy_78","Lusese","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",8275.6999163569,8453.96284705098,178.262930694087,2.15405261785473,8276,8454,178
"Conservancy","Conservancy_78","Lusese","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",9292.82261687839,9090.73894552981,-202.083671348577,-2.17462099170532,9293,9091,-202
"Conservancy","Conservancy_78","Lusese","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",2968.31223593358,3075.4447019072,107.132465973622,3.60920474189694,2968,3075,107
"Conservancy","Conservancy_79","Nakabolelwa","Cattle","Grazer","Cattle_Grazer","SSP245_2050",516.563298487793,508.964646630909,-7.59865185688437,-1.47100111044067,517,509,-8
"Conservancy","Conservancy_79","Nakabolelwa","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",5161.56928918969,5102.09859981789,-59.4706893717967,-1.15218233137645,5162,5102,-59
"Conservancy","Conservancy_79","Nakabolelwa","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",4952.96144262794,4936.26993777842,-16.6915048495166,-0.337000500465444,4953,4936,-17
"Conservancy","Conservancy_79","Nakabolelwa","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",1889.01932437895,1861.89369547334,-27.1256289056159,-1.43596354762193,1889,1862,-27
"Conservancy","Conservancy_80","Ohungu","Cattle","Grazer","Cattle_Grazer","SSP245_2050",4704.46620118424,6702.04551196734,1997.5793107831,42.4613383401555,4704,6702,1998
"Conservancy","Conservancy_80","Ohungu","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",41144.9883111098,54229.9225674242,13084.9342563143,31.8020123310648,41145,54230,13085
"Conservancy","Conservancy_80","Ohungu","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",44985.2917197407,47135.4278761717,2150.136156431,4.77964257701471,44985,47135,2150
"Conservancy","Conservancy_80","Ohungu","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",16966.3634219149,23099.9345362922,6133.57111437728,36.1513599694249,16966,23100,6134
"Conservancy","Conservancy_81","Maurus Nekaro","Cattle","Grazer","Cattle_Grazer","SSP245_2050",2729.90233265917,3656.50528547833,926.602952819161,33.9427144236536,2730,3657,927
"Conservancy","Conservancy_81","Maurus Nekaro","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",32062.2352231739,36575.4023047271,4513.16708155311,14.0762708842304,32062,36575,4513
"Conservancy","Conservancy_81","Maurus Nekaro","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",58109.9970554873,55254.7051486454,-2855.29190684193,-4.91359843662615,58110,55255,-2855
"Conservancy","Conservancy_81","Maurus Nekaro","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",10809.4177885734,13399.4431518423,2590.02536326888,23.9608220713494,10809,13399,2590
"Conservancy","Conservancy_82","Kapinga kaMwalye","Cattle","Grazer","Cattle_Grazer","SSP245_2050",2923.9481110848,4169.16991449906,1245.22180341426,42.5870007300602,2924,4169,1245
"Conservancy","Conservancy_82","Kapinga kaMwalye","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",35832.302969789,43192.8445488939,7360.54157910488,20.5416369283066,35832,43193,7361
"Conservancy","Conservancy_82","Kapinga kaMwalye","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",67901.4215474933,66248.4903861772,-1652.93116131614,-2.43431009785267,67901,66248,-1653
"Conservancy","Conservancy_82","Kapinga kaMwalye","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",12042.6240011746,15806.441657183,3763.81765600832,31.2541324518742,12043,15806,3764
"Conservancy","Conservancy_83","Otjindjerese","Cattle","Grazer","Cattle_Grazer","SSP245_2050",1758.9300930987,4867.29760445033,3108.36751135163,176.719218321839,1759,4867,3108
"Conservancy","Conservancy_83","Otjindjerese","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",21271.0659438788,39727.693739342,18456.6277954633,86.768701879628,21271,39728,18457
"Conservancy","Conservancy_83","Otjindjerese","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",39573.7006418844,35537.8131037598,-4035.88753812463,-10.1984082172317,39574,35538,-4036
"Conservancy","Conservancy_83","Otjindjerese","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",7245.88791586423,16608.5115617937,9362.62364592946,129.212924001085,7246,16609,9363
"Conservancy","Conservancy_84","Nyae Nyae","Cattle","Grazer","Cattle_Grazer","SSP245_2050",24373.7901940951,68170.2887973216,43796.4986032265,179.686861396865,24374,68170,43796
"Conservancy","Conservancy_84","Nyae Nyae","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",276887.27756281,536464.194052503,259576.916489693,93.7482280784134,276887,536464,259577
"Conservancy","Conservancy_84","Nyae Nyae","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",480062.606511942,421357.895801392,-58704.7107105499,-12.2285530916663,480063,421358,-58705
"Conservancy","Conservancy_84","Nyae Nyae","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",97280.0249810311,229152.925852556,131872.900871525,135.560101775508,97280,229153,131873
"Conservancy","Conservancy_85","Ekango Lyomongwa","Cattle","Grazer","Cattle_Grazer","SSP245_2050",8163.03028978398,9868.71654902271,1705.68625923873,20.895258239742,8163,9869,1706
"Conservancy","Conservancy_85","Ekango Lyomongwa","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",67829.382786139,78124.791254334,10295.408468195,15.1783903159722,67829,78125,10295
"Conservancy","Conservancy_85","Ekango Lyomongwa","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",64310.9407043031,62750.5124768422,-1560.42822746089,-2.42638065991854,64311,62751,-1560
"Conservancy","Conservancy_85","Ekango Lyomongwa","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",28138.961663753,33293.8334223146,5154.87175856164,18.3193389299856,28139,33294,5155
"Conservancy","Conservancy_86","#Khoadi-//Hôas","Cattle","Grazer","Cattle_Grazer","SSP245_2050",14217.3549740124,22794.7347444162,8577.37977040384,60.3303482685933,14217,22795,8577
"Conservancy","Conservancy_86","#Khoadi-//Hôas","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",127217.22156509,181055.53252712,53838.3109620306,42.3199864764258,127217,181056,53838
"Conservancy","Conservancy_86","#Khoadi-//Hôas","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",147111.030356704,147246.625393965,135.595037260791,0.0921719037192589,147111,147247,136
"Conservancy","Conservancy_86","#Khoadi-//Hôas","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",51212.8224650814,77325.8563339606,26113.0338688792,50.989249590147,51213,77326,26113
"Conservancy","Conservancy_87","Joseph Mbambangandu","Cattle","Grazer","Cattle_Grazer","SSP245_2050",131.13102920973,153.377683072892,22.2466538631623,16.9652095291506,131,153,22
"Conservancy","Conservancy_87","Joseph Mbambangandu","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",1352.20085770032,1464.64138270034,112.440525000018,8.31537151893581,1352,1465,112
"Conservancy","Conservancy_87","Joseph Mbambangandu","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",2108.34939716887,2045.22575892275,-63.1236382461193,-2.99398374533571,2108,2045,-63
"Conservancy","Conservancy_87","Joseph Mbambangandu","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",472.798854577653,538.563332449138,65.7644778714846,13.9096102358859,473,539,66
"Conservancy","Conservancy_88","Impalila","Cattle","Grazer","Cattle_Grazer","SSP245_2050",264.546468800583,265.011224638581,0.464755837997473,0.175680227411317,265,265,0
"Conservancy","Conservancy_88","Impalila","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",2708.94668279647,2697.5669820145,-11.3797007819703,-0.420078433224198,2709,2698,-11
"Conservancy","Conservancy_88","Impalila","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",3053.85309828858,3026.91216988696,-26.9409284016269,-0.882194641802678,3054,3027,-27
"Conservancy","Conservancy_88","Impalila","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",971.067939189822,968.309800507482,-2.7581386823407,-0.284031484413115,971,968,-3
"Conservancy","Conservancy_89","Kasika","Cattle","Grazer","Cattle_Grazer","SSP245_2050",664.417327886335,656.071360601356,-8.34596728497877,-1.2561332967533,664,656,-8
"Conservancy","Conservancy_89","Kasika","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",6650.68505079209,6593.92521589138,-56.7598349007112,-0.853443434281272,6651,6594,-57
"Conservancy","Conservancy_89","Kasika","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",6292.21383614268,6289.81890640004,-2.39492974264522,-0.0380617983592462,6292,6290,-2
"Conservancy","Conservancy_89","Kasika","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",2429.4910177877,2402.21542905201,-27.2755887356911,-1.1226873668596,2429,2402,-27
"Conservancy","Conservancy_90","!Gawachab","Cattle","Grazer","Cattle_Grazer","SSP245_2050",35.5925125963601,339.713497891042,304.120985294682,854.452139256343,36,340,304
"Conservancy","Conservancy_90","!Gawachab","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2050",462.689320727654,2693.43020465901,2230.74088393135,482.124999216137,463,2693,2231
"Conservancy","Conservancy_90","!Gawachab","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2050",915.869514062908,2168.15902600224,1252.28951193933,136.732306590708,916,2168,1252
"Conservancy","Conservancy_90","!Gawachab","Donkeys","Grazer","Donkey_Grazer","SSP245_2050",295.187193206637,1251.74940314681,956.562209940172,324.052747529111,295,1252,957
"Conservancy","Conservancy_1","Okanguati","Cattle","Grazer","Cattle_Grazer","SSP245_2090",2631.23944227588,7268.95543674563,4637.71599446975,176.255946910646,2631,7269,4638
"Conservancy","Conservancy_1","Okanguati","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",32281.0300502426,59768.2506224986,27487.220572256,85.1497629706193,32281,59768,27487
"Conservancy","Conservancy_1","Okanguati","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",61043.3227758049,54826.940542158,-6216.38223364687,-10.1835580878811,61043,54827,-6216
"Conservancy","Conservancy_1","Okanguati","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",10941.7208137409,24906.0577154114,13964.3369016705,127.624686641005,10942,24906,13964
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","Cattle","Grazer","Cattle_Grazer","SSP245_2090",10377.8976106519,11793.0625589131,1415.16494826124,13.6363356178106,10378,11793,1415
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",83447.9416561401,91991.748495122,8543.80683898191,10.2384872166026,83448,91992,8544
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",70985.5892595374,69694.4736967592,-1291.11556277824,-1.81884179063115,70986,69694,-1291
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",35260.1581421739,39536.17777867,4276.01963649604,12.1270574546334,35260,39536,4276
"Conservancy","Conservancy_3","Otjitanda","Cattle","Grazer","Cattle_Grazer","SSP245_2090",2479.7458810502,7075.84425561522,4596.09837456502,185.345539221886,2480,7076,4596
"Conservancy","Conservancy_3","Otjitanda","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",29785.4036225559,57829.1444052788,28043.7407827228,94.1526297178858,29785,57829,28044
"Conservancy","Conservancy_3","Otjitanda","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",55051.285516866,52003.8915736465,-3047.39394321949,-5.53555455537157,55051,52004,-3047
"Conservancy","Conservancy_3","Otjitanda","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",10361.7839348723,24277.4087685889,13915.6248337166,134.29757772582,10362,24277,13916
"Conservancy","Conservancy_4","Orupupa","Cattle","Grazer","Cattle_Grazer","SSP245_2090",2785.90374913072,5652.57801891057,2866.67426977985,102.899257401636,2786,5653,2867
"Conservancy","Conservancy_4","Orupupa","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",33796.8583264819,50897.7356743754,17100.8773478935,50.5990148039704,33797,50898,17101
"Conservancy","Conservancy_4","Orupupa","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",63151.7986569924,59737.3196306249,-3414.47902636751,-5.40678032768818,63152,59737,-3414
"Conservancy","Conservancy_4","Orupupa","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",11553.056103899,20195.2509043876,8642.19480048865,74.8044043304875,11553,20195,8642
"Conservancy","Conservancy_5","Omuramba ua Mbinda","Cattle","Grazer","Cattle_Grazer","SSP245_2090",7024.07434764021,23198.8794743582,16174.805126718,230.27667883601,7024,23199,16175
"Conservancy","Conservancy_5","Omuramba ua Mbinda","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",87419.622452345,183285.871433852,95866.248981507,109.662163130213,87420,183286,95866
"Conservancy","Conservancy_5","Omuramba ua Mbinda","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",167775.032989349,146094.367044662,-21680.6659446869,-12.9224626324844,167775,146094,-21681
"Conservancy","Conservancy_5","Omuramba ua Mbinda","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",29434.2163139209,78137.1615519858,48702.9452380649,165.463706315941,29434,78137,48703
"Conservancy","Conservancy_6","Otjombinde","Cattle","Grazer","Cattle_Grazer","SSP245_2090",12828.3403210772,42373.5082065423,29545.1678854651,230.311693843371,12828,42374,29545
"Conservancy","Conservancy_6","Otjombinde","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",159570.3543544,334681.238134373,175110.883779972,109.738982838289,159570,334681,175111
"Conservancy","Conservancy_6","Otjombinde","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",306075.454496548,266473.189728216,-39602.264768332,-12.9387261168891,306075,266473,-39602
"Conservancy","Conservancy_6","Otjombinde","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",53741.0227427867,142702.632004982,88961.6092621951,165.537618604655,53741,142703,88962
"Conservancy","Conservancy_7","Bamunu","Cattle","Grazer","Cattle_Grazer","SSP245_2090",2050.20286821493,2355.72321339665,305.520345181712,14.901956773074,2050,2356,306
"Conservancy","Conservancy_7","Bamunu","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",20692.6821062903,22489.0918867779,1796.40978048761,8.68137717121515,20693,22489,1796
"Conservancy","Conservancy_7","Bamunu","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",26565.4729677809,26129.1882403151,-436.284727465798,-1.64229986793358,26565,26129,-436
"Conservancy","Conservancy_7","Bamunu","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",7624.29833595688,8540.00323772588,915.704901769008,12.0103498239367,7624,8540,916
"Conservancy","Conservancy_8","Mashi","Cattle","Grazer","Cattle_Grazer","SSP245_2090",977.387245203071,1247.28245335706,269.895208153987,27.6139482562933,977,1247,270
"Conservancy","Conservancy_8","Mashi","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",11263.6473050605,12863.2858182359,1599.63851317544,14.2017809138676,11264,12863,1600
"Conservancy","Conservancy_8","Mashi","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",20926.663097187,20564.8962751316,-361.766822055408,-1.72873630341972,20927,20565,-362
"Conservancy","Conservancy_8","Mashi","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",3833.81080628721,4646.4754065566,812.664600269399,21.1973057965375,3834,4646,813
"Conservancy","Conservancy_9","Ovitoto","Cattle","Grazer","Cattle_Grazer","SSP245_2090",1379.97726515935,4518.18205925132,3138.20479409196,227.409890968716,1380,4518,3138
"Conservancy","Conservancy_9","Ovitoto","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",17174.8027629547,35774.5892697133,18599.7865067586,108.296943862887,17175,35775,18600
"Conservancy","Conservancy_9","Ovitoto","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",32961.7426763777,28755.3012835021,-4206.44139287558,-12.7615867709876,32962,28755,-4206
"Conservancy","Conservancy_9","Ovitoto","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",5782.76187304872,15232.0142773345,9449.25240428573,163.403795828515,5783,15232,9449
"Conservancy","Conservancy_10","Salambala","Cattle","Grazer","Cattle_Grazer","SSP245_2090",3001.90623235956,3262.69784899999,260.791616640425,8.68753373537046,3002,3263,261
"Conservancy","Conservancy_10","Salambala","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",32142.6643402176,32619.838471543,477.174131325341,1.48455064668765,32143,32620,477
"Conservancy","Conservancy_10","Salambala","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",44958.7527494021,42619.6267637522,-2339.12598564986,-5.2028266858025,44959,42620,-2339
"Conservancy","Conservancy_10","Salambala","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",11471.0248815834,11941.9806732775,470.955791694067,4.10561215371592,11471,11942,471
"Conservancy","Conservancy_11","Doro !nawas Area2","Cattle","Grazer","Cattle_Grazer","SSP245_2090",1520.39832198175,5884.41814401906,4364.01982203731,287.031349544576,1520,5884,4364
"Conservancy","Conservancy_11","Doro !nawas Area2","Sheep","Grazer-Mixed","Sheep_Grazer_Mixed","SSP245_2090",14732.2755046745,45954.5445554601,31222.2690507855,211.931069581741,14732,45955,31222
"Conservancy","Conservancy_11","Doro !nawas Area2","Goats","Browser-Mixed","Goat_Browser_Mixed","SSP245_2090",20016.0694013275,34931.5553608575,14915.48595953,74.5175571710439,20016,34932,14915
"Conservancy","Conservancy_11","Doro !nawas Area2","Donkeys","Grazer","Donkey_Grazer","SSP245_2090",6756.94204681868,20408.090884302,13651.1488374833,202.031462500268,6757,20408,13651
"Conservancy","Conservancy_12","Doro !nawas/Uibasen Twyfelfontein/Sorris Sorri JMA","Cattle","Grazer","Cattle_Grazer","SSP245_2090",32.5676622586025,549.569154905328,517.001492646726,1587.46884729242,33,550,517
