"spatial_unit","unit_id","unit","climate_scenario","feeding_regime","livestock_species","mean_without_intervention_animals","mean_with_intervention_animals","mean_intervention_benefit_animals","median_intervention_benefit_animals","mean_intervention_benefit_pct","median_intervention_benefit_pct"
"Conservancy","Conservancy_15","Mayuni","SSP245_2090","Grazer-Mixed",1,4378,5133,755,755,17.2466662889661,17.2466662889661
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","Browser-Mixed",1,7632,7388,-244,-244,-3.20328662772226,-3.20328662772226
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","Grazer",2,1006,1219,213,213,23.3423191262971,23.3423191262971
"Conservancy","Conservancy_15","Mayuni","SSP585_2050","Grazer-Mixed",1,4561,5162,601,601,13.1690004983592,13.1690004983592
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","Browser-Mixed",1,7199,6963,-236,-236,-3.27960268417906,-3.27960268417906
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","Grazer",2,896,1112,216,216,26.6592567303291,26.6592567303291
"Conservancy","Conservancy_15","Mayuni","SSP585_2090","Grazer-Mixed",1,4144,4755,611,611,14.7373956294734,14.7373956294734
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","Browser-Mixed",1,2589,6901,4312,4312,166.577176894603,166.577176894603
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","Grazer",2,748,2804,2056,2056,315.306762005434,315.306762005434
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2050","Grazer-Mixed",1,2320,9645,7325,7325,315.7619046969,315.7619046969
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","Browser-Mixed",1,2279,6474,4195,4195,184.03705297566,184.03705297566
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","Grazer",2,650,2636,1986,1986,357.367534887488,357.367534887488
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","Grazer-Mixed",1,1973,9057,7084,7084,359.006040141948,359.006040141948
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP585_2050","Browser-Mixed",1,2522,6722,4200,4200,166.541478051729,166.541478051729
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP585_2050","Grazer",2,729,2731,2002,2002,315.193823177326,315.193823177326
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP585_2050","Grazer-Mixed",1,2260,9394,7134,7134,315.650605519669,315.650605519669
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP585_2090","Browser-Mixed",1,2110,5993,3883,3883,184.083886010578,184.083886010578
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP585_2090","Grazer",2,601,2440,1839,1839,357.538948436332,357.538948436332
"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP585_2090","Grazer-Mixed",1,1826,8384,6558,6558,359.17435763094,359.17435763094
"Conservancy","Conservancy_17","Oskop","SSP245_2050","Browser-Mixed",1,4246,4246,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP245_2050","Grazer",2,1886,1886,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP245_2050","Grazer-Mixed",1,6601,6601,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP245_2090","Browser-Mixed",1,4115,4115,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP245_2090","Grazer",2,1828,1828,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP245_2090","Grazer-Mixed",1,6397,6397,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP585_2050","Browser-Mixed",1,4124,4124,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP585_2050","Grazer",2,1832,1832,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP585_2050","Grazer-Mixed",1,6412,6412,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP585_2090","Browser-Mixed",1,3756,3756,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP585_2090","Grazer",2,1669,1669,0,0,0,0
"Conservancy","Conservancy_17","Oskop","SSP585_2090","Grazer-Mixed",1,5839,5839,0,0,0,0
"Conservancy","Conservancy_18","//Huab","SSP245_2050","Browser-Mixed",1,83257,79930,-3327,-3327,-3.99569065151949,-3.99569065151949
"Conservancy","Conservancy_18","//Huab","SSP245_2050","Grazer",2,10492,24621,14129,14129,148.265518346517,148.265518346517
"Conservancy","Conservancy_18","//Huab","SSP245_2050","Grazer-Mixed",1,47290,90391,43101,43101,91.1426088717333,91.1426088717333
"Conservancy","Conservancy_18","//Huab","SSP245_2090","Browser-Mixed",1,80243,76783,-3460,-3460,-4.3113616025215,-4.3113616025215
"Conservancy","Conservancy_18","//Huab","SSP245_2090","Grazer",2,9961,23584,13623,13623,150.783813638273,150.783813638273
"Conservancy","Conservancy_18","//Huab","SSP245_2090","Grazer-Mixed",1,45137,86637,41500,41500,91.94314139151,91.94314139151
"Conservancy","Conservancy_18","//Huab","SSP585_2050","Browser-Mixed",1,80593,77382,-3211,-3211,-3.98438676781649,-3.98438676781649
"Conservancy","Conservancy_18","//Huab","SSP585_2050","Grazer",2,10157,23838,13681,13681,148.302366560401,148.302366560401
"Conservancy","Conservancy_18","//Huab","SSP585_2050","Grazer-Mixed",1,45777,87512,41735,41735,91.1719019676484,91.1719019676484
"Conservancy","Conservancy_18","//Huab","SSP585_2090","Browser-Mixed",1,74466,71251,-3215,-3215,-4.31774750086911,-4.31774750086911
"Conservancy","Conservancy_18","//Huab","SSP585_2090","Grazer",2,9244,21884,12640,12640,150.771781752666,150.771781752666
"Conservancy","Conservancy_18","//Huab","SSP585_2090","Grazer-Mixed",1,41886,80393,38506,38506,91.930125594617,91.930125594617
"Conservancy","Conservancy_19","Omatendeka","SSP245_2050","Browser-Mixed",1,81200,80887,-313,-313,-0.385434672413847,-0.385434672413847
"Conservancy","Conservancy_19","Omatendeka","SSP245_2050","Grazer",2,11683,20032,8349,8349,77.663327495253,77.663327495253
"Conservancy","Conservancy_19","Omatendeka","SSP245_2050","Grazer-Mixed",1,50428,76259,25831,25831,51.222633129544,51.222633129544
"Conservancy","Conservancy_19","Omatendeka","SSP245_2090","Browser-Mixed",1,78063,77610,-453,-453,-0.580328736435528,-0.580328736435528
"Conservancy","Conservancy_19","Omatendeka","SSP245_2090","Grazer",2,11050,19068,8018,8018,78.9687848104204,78.9687848104204
"Conservancy","Conservancy_19","Omatendeka","SSP245_2090","Grazer-Mixed",1,47944,72717,24773,24773,51.6717067064272,51.6717067064272
"Conservancy","Conservancy_19","Omatendeka","SSP585_2050","Browser-Mixed",1,78529,78236,-293,-293,-0.37372068024548,-0.37372068024548
"Conservancy","Conservancy_19","Omatendeka","SSP585_2050","Grazer",2,11306,19382,8076,8076,77.6261484789765,77.6261484789765
"Conservancy","Conservancy_19","Omatendeka","SSP585_2050","Grazer-Mixed",1,48790,73777,24988,24988,51.2149406791114,51.2149406791114
"Conservancy","Conservancy_19","Omatendeka","SSP585_2090","Browser-Mixed",1,73364,72936,-428,-428,-0.58312219742279,-0.58312219742279
"Conservancy","Conservancy_19","Omatendeka","SSP585_2090","Grazer",2,10375,17912,7537,7537,79.0750097983571,79.0750097983571
"Conservancy","Conservancy_19","Omatendeka","SSP585_2090","Grazer-Mixed",1,45027,68315,23288,23288,51.7205651101946,51.7205651101946
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2050","Browser-Mixed",1,73208,71942,-1266,-1266,-1.72947414869461,-1.72947414869461
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2050","Grazer",2,23691,26596,2905,2905,12.6626749971385,12.6626749971385
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2050","Grazer-Mixed",1,86540,95272,8732,8732,10.0896562010301,10.0896562010301
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2090","Browser-Mixed",1,70986,69694,-1291,-1291,-1.81884179063115,-1.81884179063115
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2090","Grazer",2,22819,25665,2846,2846,12.881696536222,12.881696536222
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2090","Grazer-Mixed",1,83448,91992,8544,8544,10.2384872166026,10.2384872166026
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP585_2050","Browser-Mixed",1,70536,69319,-1217,-1217,-1.72542376208037,-1.72542376208037
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP585_2050","Grazer",2,22834,25643,2810,2810,12.7079244010402,12.7079244010402
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP585_2050","Grazer-Mixed",1,83403,91852,8449,8449,10.1302369672559,10.1302369672559
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP585_2090","Browser-Mixed",1,67482,66257,-1226,-1226,-1.81645521212128,-1.81645521212128
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP585_2090","Grazer",2,21703,24405,2702,2702,12.8605698106144,12.8605698106144
"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP585_2090","Grazer-Mixed",1,79360,87472,8113,8113,10.2226079761696,10.2226079761696
"Conservancy","Conservancy_20","//Gamaseb","SSP245_2050","Browser-Mixed",1,11527,27260,15733,15733,136.483144153218,136.483144153218
"Conservancy","Conservancy_20","//Gamaseb","SSP245_2050","Grazer",2,2892,10418,7526,7526,333.572877101602,333.572877101602
"Conservancy","Conservancy_20","//Gamaseb","SSP245_2050","Grazer-Mixed",1,8227,35033,26806,26806,325.828280735765,325.828280735765
"Conservancy","Conservancy_20","//Gamaseb","SSP245_2090","Browser-Mixed",1,10859,26082,15223,15223,140.19135383006,140.19135383006
"Conservancy","Conservancy_20","//Gamaseb","SSP245_2090","Grazer",2,2676,9959,7282,7282,354.853797944974,354.853797944974
"Conservancy","Conservancy_20","//Gamaseb","SSP245_2090","Grazer-Mixed",1,7527,33464,25937,25937,344.581759728242,344.581759728242
"Conservancy","Conservancy_20","//Gamaseb","SSP585_2050","Browser-Mixed",1,11111,26267,15156,15156,136.402696196789,136.402696196789
"Conservancy","Conservancy_20","//Gamaseb","SSP585_2050","Grazer",2,2788,10039,7250,7250,333.105535676134,333.105535676134
"Conservancy","Conservancy_20","//Gamaseb","SSP585_2050","Grazer-Mixed",1,7936,33759,25824,25824,325.413821585865,325.413821585865
"Conservancy","Conservancy_20","//Gamaseb","SSP585_2090","Browser-Mixed",1,9783,23484,13702,13702,140.05775664569,140.05775664569
"Conservancy","Conservancy_20","//Gamaseb","SSP585_2090","Grazer",2,2413,8967,6554,6554,354.016190013057,354.016190013057
"Conservancy","Conservancy_20","//Gamaseb","SSP585_2090","Grazer-Mixed",1,6789,30134,23345,23345,343.855133431423,343.855133431423
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2050","Browser-Mixed",1,116291,110793,-5498,-5498,-4.7275020108192,-4.7275020108192
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2050","Grazer",2,16502,26450,9947,9947,65.1820696705952,65.1820696705952
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2050","Grazer-Mixed",1,72345,101995,29651,29651,40.9852832338696,40.9852832338696
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2090","Browser-Mixed",1,112122,106719,-5403,-5403,-4.81848978763081,-4.81848978763081
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2090","Grazer",2,15644,25249,9604,9604,66.4772742065676,66.4772742065676
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2090","Grazer-Mixed",1,68947,97553,28606,28606,41.4901853340693,41.4901853340693
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP585_2050","Browser-Mixed",1,112456,107140,-5316,-5316,-4.7272299523039,-4.7272299523039
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP585_2050","Grazer",2,15951,25573,9622,9622,65.2322260151977,65.2322260151977
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP585_2050","Grazer-Mixed",1,69937,98618,28681,28681,41.0104167251692,41.0104167251692
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP585_2090","Browser-Mixed",1,105498,100416,-5082,-5082,-4.8174918152217,-4.8174918152217
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP585_2090","Grazer",2,14727,23761,9035,9035,66.4297391535932,66.4297391535932
"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP585_2090","Grazer-Mixed",1,64894,91804,26910,26910,41.467647153412,41.467647153412
"Conservancy","Conservancy_22","/Audi","SSP245_2050","Browser-Mixed",1,18281,16431,-1850,-1850,-10.1205527915331,-10.1205527915331
"Conservancy","Conservancy_22","/Audi","SSP245_2050","Grazer",2,1997,4765,2768,2768,154.010795143144,154.010795143144
"Conservancy","Conservancy_22","/Audi","SSP245_2050","Grazer-Mixed",1,9559,17740,8181,8181,85.5832208394799,85.5832208394799
"Conservancy","Conservancy_22","/Audi","SSP245_2090","Browser-Mixed",1,17514,15741,-1773,-1773,-10.1207394855283,-10.1207394855283
"Conservancy","Conservancy_22","/Audi","SSP245_2090","Grazer",2,1913,4565,2652,2652,154.013206695273,154.013206695273
"Conservancy","Conservancy_22","/Audi","SSP245_2090","Grazer-Mixed",1,9158,16996,7838,7838,85.5846638108057,85.5846638108057
"Conservancy","Conservancy_22","/Audi","SSP585_2050","Browser-Mixed",1,17591,15810,-1780,-1780,-10.1202020595929,-10.1202020595929
"Conservancy","Conservancy_22","/Audi","SSP585_2050","Grazer",2,1922,4585,2664,2664,154.004455490269,154.004455490269
