"species","feeding_regime","forage_profile","body_mass_kg","DMI_fraction","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","total_area_ha","valid_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,16326450.8711046,4518.18205925132,"Forage-limited potential livestock carrying capacity",62543.5840889984,62543.5840889984,0,0,"Conservancy","Conservancy_9","Ovitoto","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1503.7506526813,3014.43140657002,200.460854410607,4518,3014
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,16322156.3543067,35774.5892697133,"Forage-limited potential livestock carrying capacity",62543.5840889984,62543.5840889984,0,0,"Conservancy","Conservancy_9","Ovitoto","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",18583.8562577871,17190.7330119262,92.503583612916,35775,17191
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,11807645.5895381,28755.3012835021,"Forage-limited potential livestock carrying capacity",62543.5840889984,62543.5840889984,0,0,"Conservancy","Conservancy_9","Ovitoto","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",35409.69611102,-6654.39482751787,-18.7925781872128,28755,-6654
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,15011150.0703131,15232.0142773345,"Forage-limited potential livestock carrying capacity",62543.5840889984,62543.5840889984,0,0,"Conservancy","Conservancy_9","Ovitoto","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",6277.65831497239,8954.35596236206,142.638473027525,15232,8954
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,11789758.6773614,3262.69784899999,"Forage-limited potential livestock carrying capacity",92999.5541105006,92999.5541105006,0,0,"Conservancy","Conservancy_10","Salambala","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",3717.62849939781,-454.930650397826,-12.2371197248869,3263,-455
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,14882801.3026415,32619.838471543,"Forage-limited potential livestock carrying capacity",92999.5541105006,92999.5541105006,0,0,"Conservancy","Conservancy_10","Salambala","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",36884.5631449682,-4264.72467342523,-11.562356470547,32620,-4265
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,17500684.2398658,42619.6267637522,"Forage-limited potential livestock carrying capacity",92999.5541105006,92999.5541105006,0,0,"Conservancy","Conservancy_10","Salambala","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",46439.291844297,-3819.66508054476,-8.22507176326341,42620,-3820
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,11768821.953515,11941.9806732775,"Forage-limited potential livestock carrying capacity",92999.5541105006,92999.5541105006,0,0,"Conservancy","Conservancy_10","Salambala","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",13665.52085011,-1723.54017683251,-12.6123270070503,11942,-1724
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,21263344.9634129,5884.41814401906,"Forage-limited potential livestock carrying capacity",132499.501223411,132499.501223411,0,0,"Conservancy","Conservancy_11","Doro !nawas Area2","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1951.24575511031,3933.17238890875,201.572373885134,5884,3933
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,20966760.9534287,45954.5445554601,"Forage-limited potential livestock carrying capacity",132499.501223411,132499.501223411,0,0,"Conservancy","Conservancy_11","Doro !nawas Area2","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",18408.6664904491,27545.8780650109,149.635380049405,45955,27546
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,14343769.9200521,34931.5553608575,"Forage-limited potential livestock carrying capacity",132499.501223411,132499.501223411,0,0,"Conservancy","Conservancy_11","Doro !nawas Area2","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",23781.7231386172,11149.8322222403,46.8840384578147,34932,11150
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,20112173.5664796,20408.090884302,"Forage-limited potential livestock carrying capacity",132499.501223411,132499.501223411,0,0,"Conservancy","Conservancy_11","Doro !nawas Area2","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",8281.64398996729,12126.4468943347,146.425599905347,20408,12126
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,1985868.1412504,549.569154905328,"Forage-limited potential livestock carrying capacity",15972.5041925849,15972.5041925849,0,0,"Conservancy","Conservancy_12","Doro !nawas/Uibasen Twyfelfontein/Sorris Sorri JMA","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",86.3457791648955,463.223375740433,536.474834346922,550,463
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,1940096.51115145,4252.26632581139,"Forage-limited potential livestock carrying capacity",15972.5041925849,15972.5041925849,0,0,"Conservancy","Conservancy_12","Doro !nawas/Uibasen Twyfelfontein/Sorris Sorri JMA","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",890.280100899869,3361.98622491152,377.63241271071,4252,3362
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1275197.27335386,3105.50325322096,"Forage-limited potential livestock carrying capacity",15972.5041925849,15972.5041925849,0,0,"Conservancy","Conservancy_12","Doro !nawas/Uibasen Twyfelfontein/Sorris Sorri JMA","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1335.73925303465,1769.76400018632,132.493223970593,3106,1770
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,1919218.73080298,1947.45685520343,"Forage-limited potential livestock carrying capacity",15972.5041925849,15972.5041925849,0,0,"Conservancy","Conservancy_12","Doro !nawas/Uibasen Twyfelfontein/Sorris Sorri JMA","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",507.490360009642,1439.96649519379,283.74263013911,1947,1440
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,2461485.17797213,681.191414963922,"Forage-limited potential livestock carrying capacity",18955.9067623712,18955.9067623712,0,0,"Conservancy","Conservancy_13","Kwandu","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",743.898827234015,-62.7074122700932,-8.42956192083991,681,-63
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,3030780.10182112,6642.80570262162,"Forage-limited potential livestock carrying capacity",18955.9067623712,18955.9067623712,0,0,"Conservancy","Conservancy_13","Kwandu","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",7216.14674316499,-573.341040543363,-7.94525195993862,6643,-573
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,3672796.04900145,8944.40438112987,"Forage-limited potential livestock carrying capacity",18955.9067623712,18955.9067623712,0,0,"Conservancy","Conservancy_13","Kwandu","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",9710.95778064914,-766.553399519269,-7.89369511055611,8944,-767
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,2452199.03391381,2488.27908058225,"Forage-limited potential livestock carrying capacity",18955.9067623712,18955.9067623712,0,0,"Conservancy","Conservancy_13","Kwandu","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",2711.02475135033,-222.745670768077,-8.21629056160885,2488,-223
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,55033292.9453975,15229.9136420085,"Forage-limited potential livestock carrying capacity",356598.762650058,356598.762650058,0,0,"Conservancy","Conservancy_14","Orupembe","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",2155.27663073244,13074.637011276,606.633822537795,15230,13075
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,54249273.6220873,118902.517527863,"Forage-limited potential livestock carrying capacity",356598.762650058,356598.762650058,0,0,"Conservancy","Conservancy_14","Orupembe","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",26009.1430681481,92893.3744597144,357.156613027653,118903,92893
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,37056966.804435,90245.2768448951,"Forage-limited potential livestock carrying capacity",356598.762650058,356598.762650058,0,0,"Conservancy","Conservancy_14","Orupembe","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",48060.9342121818,42184.3426327133,87.7726230756893,90245,42184
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,52374018.1272135,53144.6150453714,"Forage-limited potential livestock carrying capacity",356598.762650058,356598.762650058,0,0,"Conservancy","Conservancy_14","Orupembe","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",12471.5370188427,40673.0780265287,326.127228464925,53145,40673
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,1827442.3739659,505.726407628586,"Forage-limited potential livestock carrying capacity",15059.6044248333,15059.6044248333,0,0,"Conservancy","Conservancy_15","Mayuni","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",506.304262906762,-0.577855278176173,-0.114132019125936,506,-1
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,2341704.59964778,5132.50323210472,"Forage-limited potential livestock carrying capacity",15059.6044248333,15059.6044248333,0,0,"Conservancy","Conservancy_15","Mayuni","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",5235.33251015483,-102.829278050116,-1.96414034544436,5133,-103
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,3052402.61704534,7433.55279645744,"Forage-limited potential livestock carrying capacity",15059.6044248333,15059.6044248333,0,0,"Conservancy","Conservancy_15","Mayuni","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",7964.79523651463,-531.242440057194,-6.66988195279284,7434,-531
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,1870638.23535279,1898.16157823723,"Forage-limited potential livestock carrying capacity",15059.6044248333,15059.6044248333,0,0,"Conservancy","Conservancy_15","Mayuni","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1907.88398180161,-9.72240356437374,-0.509590921518871,1898,-10
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,4251386.61694028,1176.52874413734,"Forage-limited potential livestock carrying capacity",28613.7594981845,28613.7594981845,0,0,"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",336.386429953298,840.142314184041,249.755114765088,1177,840
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,4132277.61353734,9057.04682419144,"Forage-limited potential livestock carrying capacity",28613.7594981845,28613.7594981845,0,0,"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",2955.70554917555,6101.34127501589,206.425882873136,9057,6101
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,2658405.64897058,6474.04724254632,"Forage-limited potential livestock carrying capacity",28613.7594981845,28613.7594981845,0,0,"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",3249.71588968635,3224.33135285997,99.218869043077,6474,3224
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,4035974.3109665,4095.3569872821,"Forage-limited potential livestock carrying capacity",28613.7594981845,28613.7594981845,0,0,"Conservancy","Conservancy_16","Uibasen Twyfelfontein","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1483.3278224813,2612.0291648008,176.092508022361,4095,2612
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,3072270.48816196,850.220143396141,"Forage-limited potential livestock carrying capacity",9566.69393843024,9566.69393843024,0,0,"Conservancy","Conservancy_17","Oskop","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",921.135776518772,-70.915633122631,-7.69871662032723,850,-71
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,2918656.96375386,6397.05635891256,"Forage-limited potential livestock carrying capacity",9566.69393843024,9566.69393843024,0,0,"Conservancy","Conservancy_17","Oskop","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",6939.38517156834,-542.328812655772,-7.8152285720898,6397,-542
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1689748.76848908,4115.06549403732,"Forage-limited potential livestock carrying capacity",9566.69393843024,9566.69393843024,0,0,"Conservancy","Conservancy_17","Oskop","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",4492.19441862483,-377.128924587506,-8.39520486967157,4115,-377
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,2765043.43934576,2805.72647320727,"Forage-limited potential livestock carrying capacity",9566.69393843024,9566.69393843024,0,0,"Conservancy","Conservancy_17","Oskop","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",3041.3329179153,-235.606444708031,-7.74681532956048,2806,-236
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,38472816.0198911,10646.9672118143,"Forage-limited potential livestock carrying capacity",181772.062935142,181772.062935142,0,0,"Conservancy","Conservancy_18","//Huab","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",4610.16891090471,6036.79830090963,130.945273754079,10647,6037
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,39528211.5123075,86637.1759173863,"Forage-limited potential livestock carrying capacity",181772.062935142,181772.062935142,0,0,"Conservancy","Conservancy_18","//Huab","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",50674.9107266783,35962.265190708,70.9666078834851,86637,35962
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,31529061.2194806,76783.1019043668,"Forage-limited potential livestock carrying capacity",181772.062935142,181772.062935142,0,0,"Conservancy","Conservancy_18","//Huab","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",84152.2076468524,-7369.10574248564,-8.75687750630422,76783,-7369
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,35991901.0305264,36521.4622329035,"Forage-limited potential livestock carrying capacity",181772.062935142,181772.062935142,0,0,"Conservancy","Conservancy_18","//Huab","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",18514.1914803328,18007.2707525707,97.2619883061026,36521,18007
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,30330147.100218,8393.56499244998,"Forage-limited potential livestock carrying capacity",185429.942217289,185429.942217289,0,0,"Conservancy","Conservancy_19","Omatendeka","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",5141.46394873698,3252.101043713,63.2524330840031,8394,3252
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,33177017.7838212,72716.7513070055,"Forage-limited potential livestock carrying capacity",185429.942217289,185429.942217289,0,0,"Conservancy","Conservancy_19","Omatendeka","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",53431.1976009446,19285.5537060609,36.0941819984959,72717,19286
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,31868634.1661724,77610.0679845904,"Forage-limited potential livestock carrying capacity",185429.942217289,185429.942217289,0,0,"Conservancy","Conservancy_19","Omatendeka","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",81916.4163999644,-4306.34841537398,-5.25700293619761,77610,-4306
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,29310795.312897,29742.0551120213,"Forage-limited potential livestock carrying capacity",185429.942217289,185429.942217289,0,0,"Conservancy","Conservancy_19","Omatendeka","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",20121.1557398609,9620.89937216038,47.8148447164043,29742,9621
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,15378723.9873638,4255.90811882213,"Forage-limited potential livestock carrying capacity",174817.815209306,174817.815209306,0,0,"Conservancy","Conservancy_20","//Gamaseb","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",1217.90791125884,3038.00020756329,249.444164002778,4256,3038
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,15268101.2530691,33464.3315135762,"Forage-limited potential livestock carrying capacity",174817.815209306,174817.815209306,0,0,"Conservancy","Conservancy_20","//Gamaseb","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",11420.0480841738,22044.2834294024,193.031441434576,33464,22044
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,10709726.5139851,26081.5257570413,"Forage-limited potential livestock carrying capacity",174817.815209306,174817.815209306,0,0,"Conservancy","Conservancy_20","//Gamaseb","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",14485.7431147875,11595.7826422538,80.0496222414466,26082,11596
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,15434090.7650409,15661.1778437756,"Forage-limited potential livestock carrying capacity",174817.815209306,174817.815209306,0,0,"Conservancy","Conservancy_20","//Gamaseb","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",6379.59991098698,9281.57793278864,145.488401503108,15661,9282
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,40306075.7016434,11154.3035012158,"Forage-limited potential livestock carrying capacity",223269.755676494,223269.755676494,0,0,"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",7616.81596763938,3537.48753357645,46.4431272674269,11154,3537
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,44508637.735662,97553.1785987113,"Forage-limited potential livestock carrying capacity",223269.755676494,223269.755676494,0,0,"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",77828.6718777513,19724.50672096,25.3434964841005,97553,19725
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,43821598.8951212,106719.266715668,"Forage-limited potential livestock carrying capacity",223269.755676494,223269.755676494,0,0,"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",116245.002496292,-9525.73578062431,-8.19453359375869,106719,-9526
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,38772320.9751742,39342.7914512168,"Forage-limited potential livestock carrying capacity",223269.755676494,223269.755676494,0,0,"Conservancy","Conservancy_21","Ehi-Rovipuka","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",28999.2251604249,10343.566290792,35.6684229787897,39343,10344
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,7446593.1420405,2060.77020673599,"Forage-limited potential livestock carrying capacity",33482.8329962821,33482.8329962821,0,0,"Conservancy","Conservancy_22","/Audi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",810.076178049438,1250.69402868655,154.392150093596,2061,1251
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,7754242.61978084,16995.6002625333,"Forage-limited potential livestock carrying capacity",33482.8329962821,33482.8329962821,0,0,"Conservancy","Conservancy_22","/Audi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",9980.84808996465,7014.7521725687,70.2821254200007,16996,7015
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,6463829.42188362,15741.4415144807,"Forage-limited potential livestock carrying capacity",33482.8329962821,33482.8329962821,0,0,"Conservancy","Conservancy_22","/Audi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",18957.9076886707,-3216.46617419004,-16.9663563459179,15741,-3216
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,6967672.8000737,7070.19056324069,"Forage-limited potential livestock carrying capacity",33482.8329962821,33482.8329962821,0,0,"Conservancy","Conservancy_22","/Audi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",3376.30794085658,3693.8826223841,109.405975020363,7070,3694
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,60988178.1410567,16877.8685875347,"Forage-limited potential livestock carrying capacity",299368.98295553,299330.758691778,38.2242637518793,0.0127682779206146,"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",10922.4472124063,5955.42137512837,54.524606613469,16878,5955
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,65424895.3063356,143397.030808407,"Forage-limited potential livestock carrying capacity",299368.98295553,299330.758691778,38.2242637518793,0.0127682779206146,"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",110395.556000273,33001.4748081341,29.8938435601996,143397,33001
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,59571393.3601859,145074.93055753,"Forage-limited potential livestock carrying capacity",299368.98295553,299330.758691778,38.2242637518793,0.0127682779206146,"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",160202.765920618,-15127.8353630875,-9.44293019920988,145075,-15128
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,57761288.6695372,58611.1503496065,"Forage-limited potential livestock carrying capacity",299368.98295553,299330.758691778,38.2242637518793,0.0127682779206146,"Conservancy","Conservancy_23","Uukolonkadhi Ruacana","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",40272.8582360143,18338.2921135921,45.5351145084433,58611,18338
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,26618443.5377075,7366.38813828905,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",3869.41361958869,3496.97451870037,90.3747922165036,7366,3497
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,29438299.288771,64522.2998110049,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",45149.0367966953,19373.2630143096,42.9095821059192,64522,19373
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,29096301.5568714,70858.5730456534,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",80744.6682877141,-9886.09524206069,-12.2436508214189,70859,-9886
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,25578742.2822156,25955.0911032122,"Forage-limited potential livestock carrying capacity",143708.19547362,143708.19547362,0,0,"Conservancy","Conservancy_24","Uukwaluudhi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",15652.8435043798,10302.2475988324,65.8170995956728,25955,10302
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,80852910.3511765,22375.2346343369,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",7441.29953022752,14933.9351041094,200.689880086749,22375,14934
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,80643214.1633534,176752.250221048,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",92045.4993339569,84706.7508870916,92.0270426039637,176752,84707
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,57818338.0139506,140805.693793487,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",175532.68155088,-34726.9877573928,-19.7837732840234,140806,-34727
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,74265553.5368751,75358.2481348302,"Forage-limited potential livestock carrying capacity",310067.381282278,310067.381282278,0,0,"Conservancy","Conservancy_25","Okamatapati","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",31073.5446272771,44284.703507553,142.515776808671,75358,44285
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,159862040.762226,44240.2216029406,"Forage-limited potential livestock carrying capacity",613040.773640216,613040.773640216,0,0,"Conservancy","Conservancy_26","Otjituuo","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",14674.889935667,29565.3316672736,201.468847786148,44240,29565
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,159625542.730512,349864.203244958,"Forage-limited potential livestock carrying capacity",613040.773640216,613040.773640216,0,0,"Conservancy","Conservancy_26","Otjituuo","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",181777.810077065,168086.393167893,92.4680482709264,349864,168086
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,114938501.889781,279911.115713318,"Forage-limited potential livestock carrying capacity",613040.773640216,613040.773640216,0,0,"Conservancy","Conservancy_26","Otjituuo","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",347136.346235124,-67225.2305218056,-19.3656559593654,279911,-67225
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,146907153.194251,149068.648598935,"Forage-limited potential livestock carrying capacity",613040.773640216,613040.773640216,0,0,"Conservancy","Conservancy_26","Otjituuo","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",61308.0752382765,87760.5733606587,143.146841618455,149069,87761
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,83358156.8017293,23068.5365439959,"Forage-limited potential livestock carrying capacity",320405.20616238,320405.20616238,0,0,"Conservancy","Conservancy_27","Ozonahi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",8095.8014164141,14972.7351275818,184.944446601974,23069,14973
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,83217241.5504452,182393.954083168,"Forage-limited potential livestock carrying capacity",320405.20616238,320405.20616238,0,0,"Conservancy","Conservancy_27","Ozonahi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",97510.7334134989,84883.2206696686,87.0501304812438,182394,84883
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,59872029.3950558,145807.073108203,"Forage-limited potential livestock carrying capacity",320405.20616238,320405.20616238,0,0,"Conservancy","Conservancy_27","Ozonahi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",180802.052356952,-34994.9792487488,-19.3554104019015,145807,-34995
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,76596108.3401688,77723.0931914448,"Forage-limited potential livestock carrying capacity",320405.20616238,320405.20616238,0,0,"Conservancy","Conservancy_27","Ozonahi","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",33334.8063530919,44388.2868383528,133.158976140972,77723,44388
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,240667621.76743,66602.3583139422,"Forage-limited potential livestock carrying capacity",912347.059787072,912347.059787072,0,0,"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",22649.8925064126,43952.4658075296,194.051542607038,66602,43952
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,240035080.855816,526104.286807269,"Forage-limited potential livestock carrying capacity",912347.059787072,912347.059787072,0,0,"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",275328.918659546,250775.368147723,91.0821025879288,526104,250775
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,172066911.331677,419036.618159336,"Forage-limited potential livestock carrying capacity",912347.059787072,912347.059787072,0,0,"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2090","With_Intervention","SSP245_2090_With_Intervention",515508.415776918,-96471.7976175821,-18.713913229174,419037,-96472
