"species","feeding_regime","forage_profile","body_mass_kg","DMI_fraction","annual_demand_kg","species_usable_forage_kg","carrying_capacity_raw","capacity_method","total_area_ha","valid_area_ha","missing_area_ha","missing_area_pct","spatial_unit","unit_id","unit","climate_scenario","management_scenario","scenario_id","current_capacity_raw","capacity_change_from_current_raw","capacity_change_from_current_pct","carrying_capacity_animals","capacity_change_from_current_animals"
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,197125707.798966,480062.606511942,"Forage-limited potential livestock carrying capacity",900301.466104263,897694.30391401,2607.16219025268,0.289587686837194,"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",492055.252143125,-11992.6456311833,-2.43725589330668,480063,-11993
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,95869464.6188062,97280.0249810311,"Forage-limited potential livestock carrying capacity",900301.466104263,897694.30391401,2607.16219025268,0.289587686837194,"Conservancy","Conservancy_84","Nyae Nyae","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",108341.878629524,-11061.8536484931,-10.2101364573151,97280,-11062
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,29497109.9521344,8163.03028978398,"Forage-limited potential livestock carrying capacity",132654.085420738,132654.085420738,0,0,"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",8484.50991190747,-321.479622123484,-3.78901816912616,8163,-321
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,30947155.8961759,67829.382786139,"Forage-limited potential livestock carrying capacity",132654.085420738,132654.085420738,0,0,"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",70125.2341026628,-2295.85131652388,-3.27393034176937,67829,-2296
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,26407680.0267044,64310.9407043031,"Forage-limited potential livestock carrying capacity",132654.085420738,132654.085420738,0,0,"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",65179.6319385209,-868.691234217891,-1.33276486592815,64311,-869
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,27730946.7196286,28138.961663753,"Forage-limited potential livestock carrying capacity",132654.085420738,132654.085420738,0,0,"Conservancy","Conservancy_85","Ekango Lyomongwa","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",29109.0262154001,-970.06455164712,-3.33252148137442,28139,-970
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,51374412.1985937,14217.3549740124,"Forage-limited potential livestock carrying capacity",335985.297933063,335985.297933063,0,0,"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",14968.3370712955,-750.98209728308,-5.01713780031869,14217,-751
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,58042857.3390722,127217.22156509,"Forage-limited potential livestock carrying capacity",335985.297933063,335985.297933063,0,0,"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",132766.570320401,-5549.34875531096,-4.17977864602431,127217,-5549
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,60407466.8402218,147111.030356704,"Forage-limited potential livestock carrying capacity",335985.297933063,335985.297933063,0,0,"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",150348.501848751,-3237.47149204617,-2.15331144124272,147111,-3237
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,50470236.5393377,51212.8224650814,"Forage-limited potential livestock carrying capacity",335985.297933063,335985.297933063,0,0,"Conservancy","Conservancy_86","#Khoadi-//Hôas","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",53716.7508535485,-2503.92838846717,-4.66135488219269,51213,-2504
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,473841.974049358,131.13102920973,"Forage-limited potential livestock carrying capacity",4291.56810672974,4265.39153608787,26.1765706418782,0.609953517942077,"Conservancy","Conservancy_87","Joseph Mbambangandu","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",145.574255898457,-14.4432266887271,-9.92155281824127,131,-14
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,616941.641325771,1352.20085770032,"Forage-limited potential livestock carrying capacity",4291.56810672974,4265.39153608787,26.1765706418782,0.609953517942077,"Conservancy","Conservancy_87","Joseph Mbambangandu","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1441.29295894067,-89.0921012403462,-6.18140126805503,1352,-89
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,865740.971212466,2108.34939716887,"Forage-limited potential livestock carrying capacity",4291.56810672974,4265.39153608787,26.1765706418782,0.609953517942077,"Conservancy","Conservancy_87","Joseph Mbambangandu","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",2027.14913916414,81.2002580047242,4.00563808729957,2108,81
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,465943.271186277,472.798854577653,"Forage-limited potential livestock carrying capacity",4291.56810672974,4265.39153608787,26.1765706418782,0.609953517942077,"Conservancy","Conservancy_87","Joseph Mbambangandu","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",503.52592771563,-30.7270731379766,-6.1023815153626,473,-31
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,955938.665010908,264.546468800583,"Forage-limited potential livestock carrying capacity",7251.34863866786,7248.27640330233,3.07223536553647,0.0423677789970511,"Conservancy","Conservancy_88","Impalila","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",271.273112543507,-6.7266437429235,-2.47965737549632,265,-7
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,1235956.92402589,2708.94668279647,"Forage-limited potential livestock carrying capacity",7251.34863866786,7248.27640330233,3.07223536553647,0.0423677789970511,"Conservancy","Conservancy_88","Impalila","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",2721.68090249248,-12.7342196960049,-0.467880701383584,2709,-13
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1253988.42848475,3053.85309828858,"Forage-limited potential livestock carrying capacity",7251.34863866786,7248.27640330233,3.07223536553647,0.0423677789970511,"Conservancy","Conservancy_88","Impalila","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",2981.96607276084,71.887025527747,2.41072580216149,3054,72
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,956987.45407157,971.067939189822,"Forage-limited potential livestock carrying capacity",7251.34863866786,7248.27640330233,3.07223536553647,0.0423677789970511,"Conservancy","Conservancy_88","Impalila","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",988.198364671763,-17.1304254819406,-1.73350069119277,971,-17
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,2400872.01431727,664.417327886335,"Forage-limited potential livestock carrying capacity",14662.5306728183,14662.5306728183,0,0,"Conservancy","Conservancy_89","Kasika","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",707.0599841298,-42.6426562434649,-6.03098141608827,664,-43
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,3034375.05442389,6650.68505079209,"Forage-limited potential livestock carrying capacity",14662.5306728183,14662.5306728183,0,0,"Conservancy","Conservancy_89","Kasika","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",7011.82128789378,-361.136237101683,-5.15039135017889,6651,-361
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,2583740.30646609,6292.21383614268,"Forage-limited potential livestock carrying capacity",14662.5306728183,14662.5306728183,0,0,"Conservancy","Conservancy_89","Kasika","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",6603.31655780375,-311.102721661068,-4.71131012632447,6292,-311
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,2394263.39802978,2429.4910177877,"Forage-limited potential livestock carrying capacity",14662.5306728183,14662.5306728183,0,0,"Conservancy","Conservancy_89","Kasika","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",2576.0492483825,-146.558230594795,-5.68926353744281,2429,-147
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,128613.544266947,35.5925125963601,"Forage-limited potential livestock carrying capacity",13094.1995052409,13094.1995052409,0,0,"Conservancy","Conservancy_90","!Gawachab","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",54.7668285749606,-19.1743159786005,-35.0108203770759,36,-19
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,211102.002581992,462.689320727654,"Forage-limited potential livestock carrying capacity",13094.1995052409,13094.1995052409,0,0,"Conservancy","Conservancy_90","!Gawachab","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",698.876581222017,-236.187260494363,-33.7952747080721,463,-236
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,376078.919212082,915.869514062908,"Forage-limited potential livestock carrying capacity",13094.1995052409,13094.1995052409,0,0,"Conservancy","Conservancy_90","!Gawachab","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",1364.46597743315,-448.596463370242,-32.8770721138937,916,-449
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,290906.978905141,295.187193206637,"Forage-limited potential livestock carrying capacity",13094.1995052409,13094.1995052409,0,0,"Conservancy","Conservancy_90","!Gawachab","SSP245_2050","Without_Intervention","SSP245_2050_Without_Intervention",373.905572362463,-78.7183791558257,-21.053010432141,295,-79
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,27519951.8272669,7615.87154483657,"Forage-limited potential livestock carrying capacity",115912.196570543,115912.196570543,0,0,"Conservancy","Conservancy_1","Okanguati","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",2986.16381468678,4629.70773014979,155.038638783968,7616,4630
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,28563035.4560356,62603.9133282973,"Forage-limited potential livestock carrying capacity",115912.196570543,115912.196570543,0,0,"Conservancy","Conservancy_1","Okanguati","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",35422.0303345703,27181.882993727,76.7372246508373,62604,27182
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,23561015.0534922,57378.4232657344,"Forage-limited potential livestock carrying capacity",115912.196570543,115912.196570543,0,0,"Conservancy","Conservancy_1","Okanguati","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",64621.3534724654,-7242.93020673103,-11.2082613834716,57378,-7243
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,25714457.7847796,26092.803434581,"Forage-limited potential livestock carrying capacity",115912.196570543,115912.196570543,0,0,"Conservancy","Conservancy_1","Okanguati","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",12211.7091742924,13881.0942602886,113.670363928339,26093,13881
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,44170718.8767629,12223.8048641934,"Forage-limited potential livestock carrying capacity",154785.398926622,154785.398926622,0,0,"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",11068.6369201306,1155.16794406285,10.4364065096574,12224,1155
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,43467804.6066591,95271.900507746,"Forage-limited potential livestock carrying capacity",154785.398926622,154785.398926622,0,0,"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",88687.0483776898,6584.85213005617,7.42481822375392,95272,6585
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,29541293.8825868,71942.2682072129,"Forage-limited potential livestock carrying capacity",154785.398926622,154785.398926622,0,0,"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",74334.3691889701,-2392.10098175713,-3.2180282255117,71942,-2392
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,40374228.0096574,40968.2678941222,"Forage-limited potential livestock carrying capacity",154785.398926622,154785.398926622,0,0,"Conservancy","Conservancy_2","Iipumbu ya Tshilongo","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",37529.1624481229,3439.10544599932,9.16382147017867,40968,3439
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,27011312.0252723,7475.11056462497,"Forage-limited potential livestock carrying capacity",117772.185792675,117772.185792675,0,0,"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",2836.85316576383,4638.25739886114,163.500087168321,7475,4638
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,27853443.0700157,61048.6423452399,"Forage-limited potential livestock carrying capacity",117772.185792675,117772.185792675,0,0,"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",32571.069032504,28477.5733127359,87.432111252833,61049,28478
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,22489615.6988355,54769.2315344547,"Forage-limited potential livestock carrying capacity",117772.185792675,117772.185792675,0,0,"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",57158.7003399203,-2389.46880546561,-4.18041136564607,54769,-2389
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,25271826.4086126,25643.6594709413,"Forage-limited potential livestock carrying capacity",117772.185792675,117772.185792675,0,0,"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",11602.2470626265,14041.4124083148,121.023215007595,25644,14041
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,21356913.1073134,5910.31219242102,"Forage-limited potential livestock carrying capacity",122989.82608535,122989.82608535,0,0,"Conservancy","Conservancy_4","Orupupa","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",3197.39033693895,2712.92185548207,84.8480032024902,5910,2713
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,24264700.3636343,53182.9049065956,"Forage-limited potential livestock carrying capacity",122989.82608535,122989.82608535,0,0,"Conservancy","Conservancy_4","Orupupa","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",37360.8971620774,15822.0077445183,42.3491108253636,53183,15822
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,25591542.2790435,62323.3906338959,"Forage-limited potential livestock carrying capacity",122989.82608535,122989.82608535,0,0,"Conservancy","Conservancy_4","Orupupa","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",66953.3358909644,-4629.94525706842,-6.91518233625943,62323,-4630
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,20804978.5531452,21111.0893487013,"Forage-limited potential livestock carrying capacity",122989.82608535,122989.82608535,0,0,"Conservancy","Conservancy_4","Orupupa","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",13011.0716091074,8100.01773959392,62.2548086963422,21111,8100
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,86578512.3676124,23959.7377522104,"Forage-limited potential livestock carrying capacity",321886.404453505,321886.404453505,0,0,"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",7666.80747744423,16292.9302747662,212.512578706326,23960,16293
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,86366268.9654547,189295.931979079,"Forage-limited potential livestock carrying capacity",321886.404453505,321886.404453505,0,0,"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",95183.1650806004,94112.7668984784,98.8754332961973,189296,94113
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,61955592.2793771,150881.198853886,"Forage-limited potential livestock carrying capacity",321886.404453505,321886.404453505,0,0,"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",182212.050200249,-31330.8513463624,-17.1947197300783,150881,-31331
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,79529479.4682256,80699.6240164644,"Forage-limited potential livestock carrying capacity",321886.404453505,321886.404453505,0,0,"Conservancy","Conservancy_5","Omuramba ua Mbinda","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",32083.4605109848,48616.1635054795,151.530298574975,80700,48616
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,158191469.504947,43777.9077085781,"Forage-limited potential livestock carrying capacity",588536.369163754,588536.369163754,0,0,"Conservancy","Conservancy_6","Otjombinde","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",14270.3061127599,29507.6015958182,206.776234249339,43778,29508
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,157748297.174552,345749.692437374,"Forage-limited potential livestock carrying capacity",588536.369163754,588536.369163754,0,0,"Conservancy","Conservancy_6","Otjombinde","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",175604.61646388,170145.075973494,96.8910040064296,345750,170145
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,113008981.180482,275212.130728724,"Forage-limited potential livestock carrying capacity",588536.369163754,588536.369163754,0,0,"Conservancy","Conservancy_6","Otjombinde","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",333118.675597506,-57906.5448687825,-17.3831577484862,275212,-57907
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,145290226.450142,147427.931456257,"Forage-limited potential livestock carrying capacity",588536.369163754,588536.369163754,0,0,"Conservancy","Conservancy_6","Otjombinde","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",59439.0906974697,87988.8407587876,148.031942828044,147428,87989
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,8601967.35232727,2380.50846888813,"Forage-limited potential livestock carrying capacity",55600.4207861969,55600.3746593739,0.046126822977385,8.29612839707793e-05,"Conservancy","Conservancy_7","Bamunu","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",2330.33179107793,50.1766778102028,2.15319887074934,2381,50
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,10346406.4586586,22677.0552518544,"Forage-limited potential livestock carrying capacity",55600.4207861969,55600.3746593739,0.046126822977385,8.29612839707793e-05,"Conservancy","Conservancy_7","Bamunu","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",22790.2543690419,-113.19911718744,-0.496699665367529,22677,-113
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,10815562.5563361,26339.2695435888,"Forage-limited potential livestock carrying capacity",55600.4207861969,55600.3746593739,0.046126822977385,8.29612839707793e-05,"Conservancy","Conservancy_7","Bamunu","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",28176.798646175,-1837.52910258625,-6.52142610543051,26339,-1838
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,8495145.71309851,8620.13770989195,"Forage-limited potential livestock carrying capacity",55600.4207861969,55600.3746593739,0.046126822977385,8.29612839707793e-05,"Conservancy","Conservancy_7","Bamunu","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",8535.99702155014,84.1406883418076,0.985715999307222,8620,84
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,4632362.45205951,1281.95999780255,"Forage-limited potential livestock carrying capacity",43225.798532418,43225.798532418,0,0,"Conservancy","Conservancy_8","Mashi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",1258.91398128884,23.0460165137117,1.83062678278606,1282,23
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,5982486.12048825,13112.2983462756,"Forage-limited potential livestock carrying capacity",43225.798532418,43225.798532418,0,0,"Conservancy","Conservancy_8","Mashi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",13304.56363673,-192.265290454368,-1.44510782693827,13112,-192
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,8511790.21411079,20728.8650571952,"Forage-limited potential livestock carrying capacity",43225.798532418,43225.798532418,0,0,"Conservancy","Conservancy_8","Mashi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",22193.910832676,-1465.04577548074,-6.60111589402152,20729,-1465
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,4686525.47198523,4755.4799309845,"Forage-limited potential livestock carrying capacity",43225.798532418,43225.798532418,0,0,"Conservancy","Conservancy_8","Mashi","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",4730.40336449227,25.0765664922337,0.530114761046922,4755,25
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,17048154.823046,4717.90641290882,"Forage-limited potential livestock carrying capacity",62543.5840889984,62543.5840889984,0,0,"Conservancy","Conservancy_9","Ovitoto","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",1503.7506526813,3214.15576022752,213.742601175031,4718,3214
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,17043643.2946594,37355.9305088424,"Forage-limited potential livestock carrying capacity",62543.5840889984,62543.5840889984,0,0,"Conservancy","Conservancy_9","Ovitoto","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",18583.8562577871,18772.0742510554,101.012803751048,37356,18772
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,12329502.997135,30026.1869032207,"Forage-limited potential livestock carrying capacity",62543.5840889984,62543.5840889984,0,0,"Conservancy","Conservancy_9","Ovitoto","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",35409.69611102,-5383.50920779932,-15.2034888718627,30026,-5384
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,15674701.0790636,15905.3283399935,"Forage-limited potential livestock carrying capacity",62543.5840889984,62543.5840889984,0,0,"Conservancy","Conservancy_9","Ovitoto","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",6277.65831497239,9627.67002502113,153.364033879621,15905,9628
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,11984017.6029223,3316.45706459729,"Forage-limited potential livestock carrying capacity",92999.5541105006,92934.3588093378,65.1953011628502,0.0701028104773343,"Conservancy","Conservancy_10","Salambala","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",3717.62849939781,-401.171434800525,-10.7910576558553,3316,-401
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,15050878.0944067,32988.2259603434,"Forage-limited potential livestock carrying capacity",92999.5541105006,92934.3588093378,65.1953011628502,0.0701028104773343,"Conservancy","Conservancy_10","Salambala","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",36884.5631449682,-3896.33718462486,-10.5635985691656,32988,-3896
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,17580493.3780995,42813.9869177461,"Forage-limited potential livestock carrying capacity",92999.5541105006,92934.3588093378,65.1953011628502,0.0701028104773343,"Conservancy","Conservancy_10","Salambala","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",46439.291844297,-3625.30492655092,-7.80654653112702,42814,-3625
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,11930791.4320757,12106.3332644096,"Forage-limited potential livestock carrying capacity",92999.5541105006,92934.3588093378,65.1953011628502,0.0701028104773343,"Conservancy","Conservancy_10","Salambala","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",13665.52085011,-1559.18758570039,-11.4096462388979,12106,-1559
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,22310841.1344052,6174.30223727833,"Forage-limited potential livestock carrying capacity",132499.501223411,132499.501223411,0,0,"Conservancy","Conservancy_11","Doro !nawas Area2","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",1951.24575511031,4223.05648216802,216.428733854147,6174,4223
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,21991557.2344425,48200.673390559,"Forage-limited potential livestock carrying capacity",132499.501223411,132499.501223411,0,0,"Conservancy","Conservancy_11","Doro !nawas Area2","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",18408.6664904491,29792.0069001098,161.836855024598,48201,29792
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,15022281.5879774,36583.9429844199,"Forage-limited potential livestock carrying capacity",132499.501223411,132499.501223411,0,0,"Conservancy","Conservancy_11","Doro !nawas Area2","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",23781.7231386172,12802.2198458027,53.8321793218348,36584,12802
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,21097615.5634711,21408.0320278753,"Forage-limited potential livestock carrying capacity",132499.501223411,132499.501223411,0,0,"Conservancy","Conservancy_11","Doro !nawas Area2","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",8281.64398996729,13126.388037908,158.499786441072,21408,13126
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,2089472.1694434,578.240533954172,"Forage-limited potential livestock carrying capacity",15972.5041925849,15972.5041925849,0,0,"Conservancy","Conservancy_12","Doro !nawas/Uibasen Twyfelfontein/Sorris Sorri JMA","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",86.3457791648955,491.894754789277,569.680139025557,578,492
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,2041025.20759354,4473.47990705434,"Forage-limited potential livestock carrying capacity",15972.5041925849,15972.5041925849,0,0,"Conservancy","Conservancy_12","Doro !nawas/Uibasen Twyfelfontein/Sorris Sorri JMA","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",890.280100899869,3583.19980615447,402.480051225752,4473,3583
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,1340742.64792597,3265.12669205715,"Forage-limited potential livestock carrying capacity",15972.5041925849,15972.5041925849,0,0,"Conservancy","Conservancy_12","Doro !nawas/Uibasen Twyfelfontein/Sorris Sorri JMA","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",1335.73925303465,1929.3874390225,144.443418477008,3265,1929
"Donkeys","Grazer","Donkey_Grazer",180,0.015,985.5,2018637.15114941,2048.33805291671,"Forage-limited potential livestock carrying capacity",15972.5041925849,15972.5041925849,0,0,"Conservancy","Conservancy_12","Doro !nawas/Uibasen Twyfelfontein/Sorris Sorri JMA","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",507.490360009642,1540.84769290707,303.621076246215,2048,1541
"Cattle","Grazer","Cattle_Grazer",450,0.022,3613.5,2299930.75408952,636.482843251562,"Forage-limited potential livestock carrying capacity",18955.9067623712,18955.9067623712,0,0,"Conservancy","Conservancy_13","Kwandu","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",743.898827234015,-107.415983982453,-14.4395958227075,636,-107
"Sheep","Grazer-Mixed","Sheep_Grazer_Mixed",50,0.025,456.25,2851553.39172204,6249.98003665104,"Forage-limited potential livestock carrying capacity",18955.9067623712,18955.9067623712,0,0,"Conservancy","Conservancy_13","Kwandu","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",7216.14674316499,-966.166706513946,-13.3889559192942,6250,-966
"Goats","Browser-Mixed","Goat_Browser_Mixed",45,0.025,410.625,3622246.1274154,8821.29954926125,"Forage-limited potential livestock carrying capacity",18955.9067623712,18955.9067623712,0,0,"Conservancy","Conservancy_13","Kwandu","SSP245_2050","With_Intervention","SSP245_2050_With_Intervention",9710.95778064914,-889.65823138789,-9.16138501972171,8821,-890
