"spatial_unit","unit_id","unit","climate_scenario","management_scenario","feeding_regime","livestock_species","mean_species_capacity_animals","median_species_capacity_animals","mean_change_from_current_pct","median_change_from_current_pct"
"Conservancy","Conservancy_27","Ozonahi","SSP585_2050","Without_Intervention","Grazer-Mixed",1,88248,88248,-9.49935187714123,-9.49935187714123
"Conservancy","Conservancy_27","Ozonahi","SSP585_2090","With_Intervention","Browser-Mixed",1,137365,137365,-24.0246980137,-24.0246980137
"Conservancy","Conservancy_27","Ozonahi","SSP585_2090","With_Intervention","Grazer",2,47478,47478,144.052579993602,144.052579993602
"Conservancy","Conservancy_27","Ozonahi","SSP585_2090","With_Intervention","Grazer-Mixed",1,171833,171833,76.2199194561594,76.2199194561594
"Conservancy","Conservancy_27","Ozonahi","SSP585_2090","Without_Intervention","Browser-Mixed",1,157567,157567,-12.8508412364853,-12.8508412364853
"Conservancy","Conservancy_27","Ozonahi","SSP585_2090","Without_Intervention","Grazer",2,17251,17251,-17.1039814624078,-17.1039814624078
"Conservancy","Conservancy_27","Ozonahi","SSP585_2090","Without_Intervention","Grazer-Mixed",1,82503,82503,-15.3909806841091,-15.3909806841091
"Conservancy","Conservancy_28","N#a Jaqna","Current","Current","Browser-Mixed",1,515508,515508,0,0
"Conservancy","Conservancy_28","N#a Jaqna","Current","Current","Grazer",2,58151,58151,0,0
"Conservancy","Conservancy_28","N#a Jaqna","Current","Current","Grazer-Mixed",1,275329,275329,0,0
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2050","With_Intervention","Browser-Mixed",1,432837,432837,-16.0369013358599,-16.0369013358599
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2050","With_Intervention","Grazer",2,150278,150278,175.631767150241,175.631767150241
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2050","With_Intervention","Grazer-Mixed",1,543547,543547,97.4172060728421,97.4172060728421
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2050","Without_Intervention","Browser-Mixed",1,496902,496902,-3.60941116201963,-3.60941116201963
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2050","Without_Intervention","Grazer",2,54402,54402,-6.74975541525208,-6.74975541525208
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2050","Without_Intervention","Grazer-Mixed",1,260211,260211,-5.49084119187606,-5.49084119187606
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2090","With_Intervention","Browser-Mixed",1,419037,419037,-18.713913229174,-18.713913229174
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2090","With_Intervention","Grazer",2,145452,145452,166.776993152754,166.776993152754
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2090","With_Intervention","Grazer-Mixed",1,526104,526104,91.0821025879288,91.0821025879288
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2090","Without_Intervention","Browser-Mixed",1,481160,481160,-6.66294845697221,-6.66294845697221
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2090","Without_Intervention","Grazer",2,52494,52494,-10.0535763806517,-10.0535763806517
"Conservancy","Conservancy_28","N#a Jaqna","SSP245_2090","Without_Intervention","Grazer-Mixed",1,251391,251391,-8.69443340200052,-8.69443340200052
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2050","With_Intervention","Browser-Mixed",1,418282,418282,-18.8603303998681,-18.8603303998681
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2050","With_Intervention","Grazer",2,145224,145224,166.363176056281,166.363176056281
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2050","With_Intervention","Grazer-Mixed",1,525269,525269,90.7787002101328,90.7787002101328
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2050","Without_Intervention","Browser-Mixed",1,480192,480192,-6.85073603754082,-6.85073603754082
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2050","Without_Intervention","Grazer",2,52572,52572,-9.88544005075904,-9.88544005075904
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2050","Without_Intervention","Grazer-Mixed",1,251461,251461,-8.66887932991426,-8.66887932991426
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2090","With_Intervention","Browser-Mixed",1,394699,394699,-23.4350719645862,-23.4350719645862
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2090","With_Intervention","Grazer",2,137004,137004,151.282846759722,151.282846759722
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2090","With_Intervention","Grazer-Mixed",1,495548,495548,79.9841789817053,79.9841789817053
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2090","Without_Intervention","Browser-Mixed",1,453214,453214,-12.0839911218072,-12.0839911218072
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2090","Without_Intervention","Grazer",2,49445,49445,-15.2779048133121,-15.2779048133121
"Conservancy","Conservancy_28","N#a Jaqna","SSP585_2090","Without_Intervention","Grazer-Mixed",1,236789,236789,-13.9976194431971,-13.9976194431971
"Conservancy","Conservancy_29","!Han /Awab","Current","Current","Browser-Mixed",1,75020,75020,0,0
"Conservancy","Conservancy_29","!Han /Awab","Current","Current","Grazer",2,30548,30548,0,0
"Conservancy","Conservancy_29","!Han /Awab","Current","Current","Grazer-Mixed",1,107355,107355,0,0
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","With_Intervention","Browser-Mixed",1,73689,73689,-1.77354592015986,-1.77354592015986
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","With_Intervention","Grazer",2,31940,31940,4.8009000535746,4.8009000535746
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","With_Intervention","Grazer-Mixed",1,111627,111627,3.97959967271887,3.97959967271887
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","Without_Intervention","Browser-Mixed",1,70094,70094,-6.56569288920054,-6.56569288920054
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","Without_Intervention","Grazer",2,30051,30051,-1.49558558324387,-1.49558558324387
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2050","Without_Intervention","Grazer-Mixed",1,104977,104977,-2.21455340152595,-2.21455340152595
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","With_Intervention","Browser-Mixed",1,70921,70921,-5.46370114141154,-5.46370114141154
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","With_Intervention","Grazer",2,30847,30847,1.21780933883441,1.21780933883441
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","With_Intervention","Grazer-Mixed",1,107754,107754,0.371383100307336,0.371383100307336
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","Without_Intervention","Browser-Mixed",1,67366,67366,-10.201649675627,-10.201649675627
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","Without_Intervention","Grazer",2,29027,29027,-4.84775177290759,-4.84775177290759
"Conservancy","Conservancy_29","!Han /Awab","SSP245_2090","Without_Intervention","Grazer-Mixed",1,101326,101326,-5.61546492053588,-5.61546492053588
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","With_Intervention","Browser-Mixed",1,70698,70698,-5.76085604435082,-5.76085604435082
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","With_Intervention","Grazer",2,30643,30643,0.546531579675915,0.546531579675915
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","With_Intervention","Grazer-Mixed",1,107096,107096,-0.241511130856175,-0.241511130856175
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","Without_Intervention","Browser-Mixed",1,67247,67247,-10.3605426089536,-10.3605426089536
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","Without_Intervention","Grazer",2,28830,28830,-5.49690844192394,-5.49690844192394
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2050","Without_Intervention","Grazer-Mixed",1,100713,100713,-6.18675213358878,-6.18675213358878
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","With_Intervention","Browser-Mixed",1,63733,63733,-15.0445810262621,-15.0445810262621
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","With_Intervention","Grazer",2,27722,27722,-9.03548167717897,-9.03548167717897
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","With_Intervention","Grazer-Mixed",1,96838,96838,-9.79610726500778,-9.79610726500778
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","Without_Intervention","Browser-Mixed",1,60548,60548,-19.2907146896174,-19.2907146896174
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","Without_Intervention","Grazer",2,26090,26090,-14.4718068756313,-14.4718068756313
"Conservancy","Conservancy_29","!Han /Awab","SSP585_2090","Without_Intervention","Grazer-Mixed",1,91078,91078,-15.1618352639818,-15.1618352639818
"Conservancy","Conservancy_3","Otjitanda","Current","Current","Browser-Mixed",1,57159,57159,0,0
"Conservancy","Conservancy_3","Otjitanda","Current","Current","Grazer",2,7220,7220,0,0
"Conservancy","Conservancy_3","Otjitanda","Current","Current","Grazer-Mixed",1,32571,32571,0,0
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","Browser-Mixed",1,54769,54769,-4.18041136564607,-4.18041136564607
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","Grazer",2,16559,16559,142.261651087958,142.261651087958
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","With_Intervention","Grazer-Mixed",1,61049,61049,87.432111252833,87.432111252833
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","Without_Intervention","Browser-Mixed",1,57893,57893,1.28458588730927,1.28458588730927
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","Without_Intervention","Grazer",2,6827,6827,-5.96535451169327,-5.96535451169327
"Conservancy","Conservancy_3","Otjitanda","SSP245_2050","Without_Intervention","Grazer-Mixed",1,31544,31544,-3.15456503190814,-3.15456503190814
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","With_Intervention","Browser-Mixed",1,52004,52004,-9.01841493179233,-9.01841493179233
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","With_Intervention","Grazer",2,15677,15677,129.336646139313,129.336646139313
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","With_Intervention","Grazer-Mixed",1,57829,57829,77.5475786427789,77.5475786427789
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","Without_Intervention","Browser-Mixed",1,55051,55051,-3.68695371049659,-3.68695371049659
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","Without_Intervention","Grazer",2,6421,6421,-11.639862451948,-11.639862451948
"Conservancy","Conservancy_3","Otjitanda","SSP245_2090","Without_Intervention","Grazer-Mixed",1,29785,29785,-8.5525759291723,-8.5525759291723
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","With_Intervention","Browser-Mixed",1,53474,53474,-6.44587028475974,-6.44587028475974
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","With_Intervention","Grazer",2,16173,16173,136.604557005506,136.604557005506
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","With_Intervention","Grazer-Mixed",1,59619,59619,83.0426191852114,83.0426191852114
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","Without_Intervention","Browser-Mixed",1,56502,56502,-1.14809295105617,-1.14809295105617
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","Without_Intervention","Grazer",2,6663,6663,-8.23497102052611,-8.23497102052611
"Conservancy","Conservancy_3","Otjitanda","SSP585_2050","Without_Intervention","Grazer-Mixed",1,30782,30782,-5.49140812360826,-5.49140812360826
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","With_Intervention","Browser-Mixed",1,50227,50227,-12.126567975307,-12.126567975307
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","With_Intervention","Grazer",2,15142,15142,121.508835285008,121.508835285008
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","With_Intervention","Grazer-Mixed",1,55855,55855,71.4859866777965,71.4859866777965
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","Without_Intervention","Browser-Mixed",1,53166,53166,-6.98576201350414,-6.98576201350414
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","Without_Intervention","Grazer",2,6202,6202,-14.6554077445832,-14.6554077445832
"Conservancy","Conservancy_3","Otjitanda","SSP585_2090","Without_Intervention","Grazer-Mixed",1,28767,28767,-11.6787132274751,-11.6787132274751
"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Browser-Mixed",1,47668,47668,0,0
"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Grazer",2,14437,14437,0,0
"Conservancy","Conservancy_30","!Khob !naub","Current","Current","Grazer-Mixed",1,49685,49685,0,0
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","With_Intervention","Browser-Mixed",1,54596,54596,14.5347129007979,14.5347129007979
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","With_Intervention","Grazer",2,21364,21364,51.5945084162358,51.5945084162358
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","With_Intervention","Grazer-Mixed",1,73019,73019,46.9652621850495,46.9652621850495
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","Without_Intervention","Browser-Mixed",1,33148,33148,-30.4608042983893,-30.4608042983893
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","Without_Intervention","Grazer",2,10812,10812,-26.0935172788236,-26.0935172788236
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2050","Without_Intervention","Grazer-Mixed",1,35572,35572,-28.4044648871451,-28.4044648871451
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","With_Intervention","Browser-Mixed",1,51240,51240,7.4943783383703,7.4943783383703
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","With_Intervention","Grazer",2,20219,20219,43.3700015432321,43.3700015432321
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","With_Intervention","Grazer-Mixed",1,68892,68892,38.6589221954674,38.6589221954674
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","Without_Intervention","Browser-Mixed",1,30031,30031,-36.9998329190867,-36.9998329190867
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","Without_Intervention","Grazer",2,9940,9940,-32.3027705077127,-32.3027705077127
"Conservancy","Conservancy_30","!Khob !naub","SSP245_2090","Without_Intervention","Grazer-Mixed",1,32342,32342,-34.9062155753366,-34.9062155753366
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","With_Intervention","Browser-Mixed",1,52901,52901,10.9789206919266,10.9789206919266
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","With_Intervention","Grazer",2,20701,20701,46.8918631855416,46.8918631855416
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","With_Intervention","Grazer-Mixed",1,70754,70754,42.4061525027232,42.4061525027232
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","Without_Intervention","Browser-Mixed",1,32121,32121,-32.6145627506401,-32.6145627506401
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","Without_Intervention","Grazer",2,10478,10478,-28.374831209895,-28.374831209895
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2050","Without_Intervention","Grazer-Mixed",1,34474,34474,-30.6145794847087,-30.6145794847087
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","With_Intervention","Browser-Mixed",1,46726,46726,-1.97556298625953,-1.97556298625953
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","With_Intervention","Grazer",2,18438,18438,30.7398730336834,30.7398730336834
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","With_Intervention","Grazer-Mixed",1,62823,62823,26.4437628868077,26.4437628868077
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","Without_Intervention","Browser-Mixed",1,27386,27386,-42.5488592884051,-42.5488592884051
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","Without_Intervention","Grazer",2,9065,9065,-38.2639177614591,-38.2639177614591
"Conservancy","Conservancy_30","!Khob !naub","SSP585_2090","Without_Intervention","Grazer-Mixed",1,29494,29494,-40.6382111204487,-40.6382111204487
"Conservancy","Conservancy_31","Anabeb","Current","Current","Browser-Mixed",1,33741,33741,0,0
"Conservancy","Conservancy_31","Anabeb","Current","Current","Grazer",2,4835,4835,0,0
"Conservancy","Conservancy_31","Anabeb","Current","Current","Grazer-Mixed",1,19227,19227,0,0
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","With_Intervention","Browser-Mixed",1,41403,41403,22.7081629264172,22.7081629264172
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","With_Intervention","Grazer",2,11816,11816,168.123316656085,168.123316656085
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","With_Intervention","Grazer-Mixed",1,42643,42643,121.786129565337,121.786129565337
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","Without_Intervention","Browser-Mixed",1,32095,32095,-4.87821274108461,-4.87821274108461
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","Without_Intervention","Grazer",2,4402,4402,-9.97356275263144,-9.97356275263144
"Conservancy","Conservancy_31","Anabeb","SSP245_2050","Without_Intervention","Grazer-Mixed",1,17596,17596,-8.48162727205437,-8.48162727205437
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","With_Intervention","Browser-Mixed",1,39233,39233,16.2759193835971,16.2759193835971
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","With_Intervention","Grazer",2,11178,11178,153.580023095065,153.580023095065
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","With_Intervention","Grazer-Mixed",1,40341,40341,109.815000712838,109.815000712838
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","Without_Intervention","Browser-Mixed",1,30389,30389,-9.93586626553712,-9.93586626553712
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","Without_Intervention","Grazer",2,4130,4130,-15.7148488182324,-15.7148488182324
"Conservancy","Conservancy_31","Anabeb","SSP245_2090","Without_Intervention","Grazer-Mixed",1,16533,16533,-14.0099039309563,-14.0099039309563
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","With_Intervention","Browser-Mixed",1,40068,40068,18.7516773672936,18.7516773672936
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","With_Intervention","Grazer",2,11441,11441,159.602748499423,159.602748499423
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","With_Intervention","Grazer-Mixed",1,41282,41282,114.710672285552,114.710672285552
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","Without_Intervention","Browser-Mixed",1,31040,31040,-8.0073967470796,-8.0073967470796
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","Without_Intervention","Grazer",2,4260,4260,-12.892857875764,-12.892857875764
"Conservancy","Conservancy_31","Anabeb","SSP585_2050","Without_Intervention","Grazer-Mixed",1,17020,17020,-11.4769269548279,-11.4769269548279
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","With_Intervention","Browser-Mixed",1,36799,36799,9.06263208202291,9.06263208202291
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","With_Intervention","Grazer",2,10489,10489,137.942324308567,137.942324308567
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","With_Intervention","Grazer-Mixed",1,37849,37849,96.8549206204882,96.8549206204882
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","Without_Intervention","Browser-Mixed",1,28485,28485,-15.5770652577086,-15.5770652577086
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","Without_Intervention","Grazer",2,3873,3873,-20.9840612794957,-20.9840612794957
"Conservancy","Conservancy_31","Anabeb","SSP585_2090","Without_Intervention","Grazer-Mixed",1,15497,15497,-19.4002178624042,-19.4002178624042
"Conservancy","Conservancy_32","Ozondundu","Current","Current","Browser-Mixed",1,41899,41899,0,0
"Conservancy","Conservancy_32","Ozondundu","Current","Current","Grazer",2,4555,4555,0,0
"Conservancy","Conservancy_32","Ozondundu","Current","Current","Grazer-Mixed",1,21831,21831,0,0
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","With_Intervention","Browser-Mixed",1,38104,38104,-9.05864642410509,-9.05864642410509
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","With_Intervention","Grazer",2,8167,8167,88.5648992492691,88.5648992492691
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","With_Intervention","Grazer-Mixed",1,32255,32255,47.7488100578701,47.7488100578701
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","Without_Intervention","Browser-Mixed",1,40613,40613,-3.07058474350613,-3.07058474350613
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","Without_Intervention","Grazer",2,4413,4413,-3.09998680715119,-3.09998680715119
"Conservancy","Conservancy_32","Ozondundu","SSP245_2050","Without_Intervention","Grazer-Mixed",1,21161,21161,-3.06824397138501,-3.06824397138501
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","With_Intervention","Browser-Mixed",1,36156,36156,-13.7080216534892,-13.7080216534892
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","With_Intervention","Grazer",2,7754,7754,79.0463794178184,79.0463794178184
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","With_Intervention","Grazer-Mixed",1,30622,30622,40.268166937918,40.268166937918
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","Without_Intervention","Browser-Mixed",1,38540,38540,-8.0184299873248,-8.0184299873248
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","Without_Intervention","Grazer",2,4187,4187,-8.04954570871767,-8.04954570871767
"Conservancy","Conservancy_32","Ozondundu","SSP245_2090","Without_Intervention","Grazer-Mixed",1,20081,20081,-8.01595278660703,-8.01595278660703
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","With_Intervention","Browser-Mixed",1,36666,36666,-12.4898449009167,-12.4898449009167
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","With_Intervention","Grazer",2,7859,7859,81.4482002439304,81.4482002439304
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","With_Intervention","Grazer-Mixed",1,31038,31038,42.173007663795,42.173007663795
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","Without_Intervention","Browser-Mixed",1,39081,39081,-6.72784546402532,-6.72784546402532
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","Without_Intervention","Grazer",2,4246,4246,-6.75613865776583,-6.75613865776583
"Conservancy","Conservancy_32","Ozondundu","SSP585_2050","Without_Intervention","Grazer-Mixed",1,20363,20363,-6.7255929718219,-6.7255929718219
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","With_Intervention","Browser-Mixed",1,33850,33850,-19.2114526184479,-19.2114526184479
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","With_Intervention","Grazer",2,7259,7259,67.6136384428964,67.6136384428964
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","With_Intervention","Grazer-Mixed",1,28668,28668,31.3143197486291,31.3143197486291
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","Without_Intervention","Browser-Mixed",1,36081,36081,-13.8855669097276,-13.8855669097276
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","Without_Intervention","Grazer",2,3920,3920,-13.9146978835474,-13.9146978835474
"Conservancy","Conservancy_32","Ozondundu","SSP585_2090","Without_Intervention","Grazer-Mixed",1,18800,18800,-13.8832477197482,-13.8832477197482
"Conservancy","Conservancy_33","Sesfontein","Current","Current","Browser-Mixed",1,20203,20203,0,0
"Conservancy","Conservancy_33","Sesfontein","Current","Current","Grazer",2,3498,3498,0,0
"Conservancy","Conservancy_33","Sesfontein","Current","Current","Grazer-Mixed",1,10283,10283,0,0
"Conservancy","Conservancy_33","Sesfontein","SSP245_2050","With_Intervention","Browser-Mixed",1,43964,43964,117.613196307811,117.613196307811
"Conservancy","Conservancy_33","Sesfontein","SSP245_2050","With_Intervention","Grazer",2,15709,15709,517.842151025442,517.842151025442
"Conservancy","Conservancy_33","Sesfontein","SSP245_2050","With_Intervention","Grazer-Mixed",1,53312,53312,418.472503887546,418.472503887546
"Conservancy","Conservancy_33","Sesfontein","SSP245_2050","Without_Intervention","Browser-Mixed",1,19649,19649,-2.74040054916565,-2.74040054916565
"Conservancy","Conservancy_33","Sesfontein","SSP245_2050","Without_Intervention","Grazer",2,3453,3453,-2.41418949356189,-2.41418949356189
"Conservancy","Conservancy_33","Sesfontein","SSP245_2050","Without_Intervention","Grazer-Mixed",1,9948,9948,-3.25704236925258,-3.25704236925258
"Conservancy","Conservancy_33","Sesfontein","SSP245_2090","With_Intervention","Browser-Mixed",1,41632,41632,106.068569425072,106.068569425072
"Conservancy","Conservancy_33","Sesfontein","SSP245_2090","With_Intervention","Grazer",2,14892,14892,485.670303092026,485.670303092026
"Conservancy","Conservancy_33","Sesfontein","SSP245_2090","With_Intervention","Grazer-Mixed",1,50522,50522,391.339830205608,391.339830205608
"Conservancy","Conservancy_33","Sesfontein","SSP245_2090","Without_Intervention","Browser-Mixed",1,18524,18524,-8.30857887231226,-8.30857887231226
"Conservancy","Conservancy_33","Sesfontein","SSP245_2090","Without_Intervention","Grazer",2,3266,3266,-7.8525471831271,-7.8525471831271
"Conservancy","Conservancy_33","Sesfontein","SSP245_2090","Without_Intervention","Grazer-Mixed",1,9376,9376,-8.81861880302858,-8.81861880302858
"Conservancy","Conservancy_33","Sesfontein","SSP585_2050","With_Intervention","Browser-Mixed",1,42695,42695,111.333196077946,111.333196077946
"Conservancy","Conservancy_33","Sesfontein","SSP585_2050","With_Intervention","Grazer",2,15262,15262,500.282155479476,500.282155479476
"Conservancy","Conservancy_33","Sesfontein","SSP585_2050","With_Intervention","Grazer-Mixed",1,51792,51792,403.685411021368,403.685411021368
"Conservancy","Conservancy_33","Sesfontein","SSP585_2050","Without_Intervention","Browser-Mixed",1,19054,19054,-5.6876989597588,-5.6876989597588
"Conservancy","Conservancy_33","Sesfontein","SSP585_2050","Without_Intervention","Grazer",2,3352,3352,-5.32468756955293,-5.32468756955293
"Conservancy","Conservancy_33","Sesfontein","SSP585_2050","Without_Intervention","Grazer-Mixed",1,9645,9645,-6.19590823258444,-6.19590823258444
"Conservancy","Conservancy_33","Sesfontein","SSP585_2090","With_Intervention","Browser-Mixed",1,39024,39024,93.1612757423368,93.1612757423368
"Conservancy","Conservancy_33","Sesfontein","SSP585_2090","With_Intervention","Grazer",2,13963,13963,449.110427763956,449.110427763956
"Conservancy","Conservancy_33","Sesfontein","SSP585_2090","With_Intervention","Grazer-Mixed",1,47366,47366,360.644285076515,360.644285076515
"Conservancy","Conservancy_33","Sesfontein","SSP585_2090","Without_Intervention","Browser-Mixed",1,17351,17351,-14.118273263958,-14.118273263958
"Conservancy","Conservancy_33","Sesfontein","SSP585_2090","Without_Intervention","Grazer",2,3061,3061,-13.6684616749352,-13.6684616749352
"Conservancy","Conservancy_33","Sesfontein","SSP585_2090","Without_Intervention","Grazer-Mixed",1,8781,8781,-14.5995047206555,-14.5995047206555
"Conservancy","Conservancy_34","George Mukoya","Current","Current","Browser-Mixed",1,26753,26753,0,0
"Conservancy","Conservancy_34","George Mukoya","Current","Current","Grazer",2,2807,2807,0,0
"Conservancy","Conservancy_34","George Mukoya","Current","Current","Grazer-Mixed",1,13569,13569,0,0
"Conservancy","Conservancy_34","George Mukoya","SSP245_2050","With_Intervention","Browser-Mixed",1,25271,25271,-5.5396927915959,-5.5396927915959
"Conservancy","Conservancy_34","George Mukoya","SSP245_2050","With_Intervention","Grazer",2,3825,3825,39.8818729662242,39.8818729662242
"Conservancy","Conservancy_34","George Mukoya","SSP245_2050","With_Intervention","Grazer-Mixed",1,16451,16451,21.23860442244,21.23860442244
"Conservancy","Conservancy_34","George Mukoya","SSP245_2050","Without_Intervention","Browser-Mixed",1,26036,26036,-2.6795894767875,-2.6795894767875
"Conservancy","Conservancy_34","George Mukoya","SSP245_2050","Without_Intervention","Grazer",2,2762,2762,-2.02607183798879,-2.02607183798879
